SKU,stock,MarketplaceSP,URL,SP,MRP,productname
http://www.flipkart.com/yonex-voltric-5-g4-strung-badminton-racquet/p/itmdcnwahu966mug,,,http://www.flipkart.com/yonex-voltric-5-g4-strung-badminton-racquet/p/itmdcnwahu966mug,"3,780,3,232,3,599,3,780,4,459,4,499",,Yonex Voltric 5 G4 Strung Badminton Racquet
