Old URL,New URL,
/products?category=sole,,
/products?category=soleus,,
/products?category=solinco,,
/products?category=solognac,,
/products?category=sorbothane,,
/products?category=sotx,,
/products?category=source,,
/products?category=spalding,,
/products?category=spartan,,
/products?category=speedo,,
/products?category=speedplay,,
/products?category=spidertech,,
/products?category=spiral,,
/products?category=spirit,,
/products?category=sport-brella,,
/products?category=sprayway,,
/products?category=spree,,
/products?category=sprint,,
/products?category=srixon,,
/products?category=ss,,
/products?category=stag,,
/products?category=stanford,,
/products?category=stanlay,,
/products?category=stanley,,
/products?category=star-impact,,
/products?category=starfighter,,
/products?category=stiga,,
/products?category=stikage,,
/products?category=striiv,,
/products?category=studion,,
/products?category=sudu,,
/products?category=sugoi,,
/products?category=sunwise,,
/products?category=survivavpure,,
/products?category=suunto,,
/products?category=swimovate,,
/products?category=swingtip,,
/products?category=table,,
/products?category=tasmanian-tiger,,
/products?category=tatonka,,
/products?category=taylormade,,
/products?category=technifibre,,
/products?category=tecnifibre,,
/products?category=tehnifibre,,
/products?category=tektro,,
/products?category=tennis--2,,
/products?category=teva,,
/products?category=thorlos,,
/products?category=thwack,,
/products?category=tibhar,,
/products?category=tifosi,,
/products?category=titan,,
/products?category=titleist,,
/products?category=tk,,
/products?category=toalson,,
/products?category=tomtom,,
/products?category=topeak,,
/products?category=toppro,,
/products?category=tourna,,
/products?category=tretorn,,
/products?category=tribord,,
/products?category=trigger-point,,
/products?category=triumph,,
/products?category=true,,
/products?category=trx,,
/products?category=tsp,,
/products?category=tuff-stuff,,
/products?category=tunturi,,
/products?category=tynor,,
/products?category=u-s-kids,,
/products?category=uhl-sports,,
/products?category=ultimate,,
/products?category=under-armour,,
/products?category=unicorn,,
/products?category=unique,,
/products?category=universal,,
/products?category=unsquashable,,
/products?category=usi,,
/products?category=v22,,
/products?category=vampire,,
/products?category=vango,,
/products?category=vaude,,
/products?category=vector-x,,
/products?category=velo,,
/products?category=velocity-fitness,,
/products?category=vibram,,
/products?category=vicky,,
/products?category=victor,,
/products?category=victorinox,,
/products?category=vijayanti,,
/products?category=vincita,,
/products?category=vinex,,
/products?category=vipr--2,,
/products?category=virgofit,,
/products?category=viva,,
/products?category=vivobarefoot,,
/products?category=volkl,,
/products?category=vp,,
/products?category=vulkan,,
/products?category=wagan,,
/products?category=wahoo,,
/products?category=wahoo-fitnes,,
/products?category=walsh,,
/products?category=weartech,,
/products?category=web-tex,,
/products?category=welcare,,
/products?category=wiki,,
/products?category=wildcraft,,
/products?category=wileyx,,
/products?category=wilson,,
/products?category=winmax,,
/products?category=withings,,
/products?category=x-bionic,,
/products?category=x-socks,,
/products?category=xlr8,,
/products?category=xterra,,
/products?category=yasaka,,
/products?category=yonex,,
/products?category=yonker,,
/products?category=yurbuds,,
/products?category=zamberlan,,
/products?category=zefal,,
/products?category=zerod,,
/products?category=zixtro,,
/products?category=zoggs,,
/products?category=zoot,,
/products?category=zsig,,
