Item Type,Product Name,Brand Name,Price,Retail Price,Sale Price,Product Description,Product Code/SKU,Bin Picking Number,Category,Option Set,Product Availability,Current Stock Level,Free Shipping,Sort Order, Meta Description,Page Title,Product Image Description - 1,Product Image Is Thumbnail - 1,Track Inventory,Product Image Sort - 1,Product Image Sort - 2,Product Image Sort - 3,Product Image Sort - 4,Product Image Sort-5,Product Image Sort-6,Product Image Sort-7,Product Image File - 1,Product Image File - 2,Product Image File - 3,Product Image File - 4,Product Image File - 5 ,Product Image File - 6,Product Image File - 7, 
Product,Raleigh Kid 16*,Raleigh, 5925.00, 5925.00,,<ul>							     <li><strong>Size:</strong> <br>26 cm</li> 							     <li><strong>Frames:</strong> <br>Steel</li> 							        <li><strong>Fork:</strong> <br>Raleigh Steel</li> 							       <li><strong>Bottom Bracket</strong><br>Steel </li> 							        <li><strong>Crank Set</strong><br>32T</li> 							        <li><strong>Pedal</strong><br>PVC Platform Non-Slip Platform W/Grip</li> 																												      <li><strong>Cassette-Freewheel</strong><br>16T</li> 							       <li><strong>Chain</strong><br>Maya</li> 							        <li><strong>Rims</strong><br>Raleigh Steel Rims 20H Blue</li> 							     <li><strong>Hubs</strong><br>Steel 20H </li> 							     <li><strong>Tires</strong><br>16x2.125</li> 							    <li><strong>Brake Set</strong><br>V-Brakes </li> 							    <li><strong>Brake Lever</strong><br>PVC</li> 							    <li><strong>Head Set</strong><br>Threaded</li> 							      <li><strong>Handle Bar</strong><br>Steel BMX</li> 							      <li><strong>Grips</strong><br>Soft Rubber Compound; Smaller Diameter</li> 							       <li><strong>Stem</strong><br>Steel Quill BMX 4 Bolt</li> 							      <li><strong>Saddle</strong><br>Raleigh</li> 							     <li><strong>Seat Post</strong><br>Raleigh Steel 25.4mm</li> 							     <li><strong>Seat Clamp</strong><br>QR</li> 							     <li><strong>Other Features</strong><br>Bell; Front Basket; Side Support (Extra)</li> 						</ul>,Raleighhttp://suncrossbikes.com/bike_detail.php?BikeCatId=6,SUNCROSSBIKES, BMX / Kids,Raleigh Kid 16,8-13 Working Days,100,N,-200,Get your hands on the Raleigh Kid 16. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy the Raleigh Kid 16 Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Raleigh Kid 16 Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,4,5,6,7,http://suncrossbikes.com/script/timthumb.php?src=http://suncrossbikes.com/bikes/images/4009-kids-blue-16-inch.jpg&w=1300&h=700,
Product,DIRT JUMPER*,Suncross, 17750.00, 17750.00,,<ul>							     <li><strong>Size:</strong> <br>14 Inch</li> 							     <li><strong>Frames:</strong> <br>Aluminum Alloy 6061; Disc &amp; V-Brake Compatible; Replaceable Derailleur Hanger </li> 							        <li><strong>Fork:</strong> <br>Suncross Suspension; Disc &amp; V-Brake Compatible</li> 							       <li><strong>Bottom Bracket</strong><br>Steel</li> 							        <li><strong>Crank Set</strong><br>Dotek Plastified 42-34-24T </li> 							        <li><strong>Pedal</strong><br>Aluminum Alloy Platform Type; Large Non-slip Platform W/Grip</li> 							       <li><strong>Front Derailleur</strong><br>Shimano Tourney FD-TX50</li> 							      <li><strong>Rear Derailleur</strong><br>Shimano Tourney RD-TX75</li> 							      <li><strong>Shifters</strong><br>Shimano EZ Fire Plus Shift/Brake Lever Set ST-EF51-7R/L</li> 							      <li><strong>Cassette-Freewheel</strong><br>Shimano Tourney MF-TZ 21 (14-28T)</li> 							       <li><strong>Chain</strong><br>KMC</li> 							        <li><strong>Rims</strong><br>Suncross Double Wall Alloy Rim 36H</li> 							     <li><strong>Hubs</strong><br>Alloy Disc Hubs 36H</li> 							     <li><strong>Tires</strong><br>26x2.35</li> 							    <li><strong>Brake Set</strong><br>Promax DC-320; 160mm</li> 							    <li><strong>Brake Lever</strong><br>Shimano EZ Fire Plus Shift/Brake Lever Set ST-EF51-7R/L</li> 							    <li><strong>Head Set</strong><br>Threadless </li> 							      <li><strong>Handle Bar</strong><br>Suncross Alloy</li> 							      <li><strong>Grips</strong><br>Vader Lock-on Grips with Alloy Clamps</li> 							       <li><strong>Stem</strong><br>Suncross Alloy</li> 							      <li><strong>Saddle</strong><br>Suncross </li> 							     <li><strong>Seat Post</strong><br>Steel 27.2mm</li> 							     <li><strong>Seat Clamp</strong><br>Alloy QR</li> 													</ul>,Suncrosshttp://suncrossbikes.com/bike_detail.php?BikeCatId=2,SUNCROSSBIKES, Mountain,DIRT JUMPER,8-13 Working Days,100,N,-200,Get your hands on the DIRT JUMPER. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy the DIRT JUMPER Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy DIRT JUMPER Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,4,5,6,7,http://suncrossbikes.com/script/timthumb.php?src=http://suncrossbikes.com/bikes/images/9835-dirt-jumper-new.jpg&w=1300&h=700,
Product,MISCEO*,Raleigh, 32375.00, 32375.00,,<ul>							     <li><strong>Size:</strong> <br>18 Inch</li> 							     <li><strong>Frames:</strong> <br>Aluminum Alloy; 6061; V-brake Compatible; Rack &amp; Fender Mounts; Replaceable Derailleur Hanger.</li> 							        <li><strong>Fork:</strong> <br>SUNTOUR 14 NEX-P Hydraulic Lock-out; 700C x 63mm</li> 							       <li><strong>Bottom Bracket</strong><br>VP Sealed Cartridge Bottom Bracket</li> 							        <li><strong>Crank Set</strong><br>Shimano FC-M171 48-38-28T; 170mm</li> 							        <li><strong>Pedal</strong><br>Wellgo M248</li> 							       <li><strong>Front Derailleur</strong><br>Shimano Altus FD-M191</li> 							      <li><strong>Rear Derailleur</strong><br>Shimano Alivio RD-M4000</li> 							      <li><strong>Shifters</strong><br>Shimano ST-EF-65 3L/8R Shifter/Brake Lever</li> 							      <li><strong>Cassette-Freewheel</strong><br>Shimano 8 Speed CS-HG41-8</li> 							       <li><strong>Chain</strong><br>KMC</li> 							        <li><strong>Rims</strong><br>Raleigh Double Wall Alloy Rims 36H</li> 							     <li><strong>Hubs</strong><br>Shimano HB-RM70/FB-RM70 36H W/QR</li> 							     <li><strong>Tires</strong><br>Maxxis Columbiere 700x32C</li> 							    <li><strong>Brake Set</strong><br>Alloy V-Brakes </li> 							    <li><strong>Brake Lever</strong><br>Shimano ST-EF-65 3L/8R Shifter/Brake Lever </li> 							    <li><strong>Head Set</strong><br>VP Threadless</li> 							      <li><strong>Handle Bar</strong><br>Promax Alloy; 650mm</li> 							      <li><strong>Grips</strong><br>Soft Rubber Compound; Smaller Diameter</li> 							       <li><strong>Stem</strong><br>Promax Adjustable 110mm</li> 							      <li><strong>Saddle</strong><br>WTB</li> 							     <li><strong>Seat Post</strong><br>Promax Suspension 27.2x350mm</li> 							     <li><strong>Seat Clamp</strong><br>Promax QR</li> 							     <li><strong>Other Features</strong><br>Available in Black/Blue (18"); Black/White/Grey (19.5") </li> 						</ul>,Raleighhttp://suncrossbikes.com/bike_detail.php?BikeCatId=5,SUNCROSSBIKES, City,MISCEO,8-13 Working Days,100,N,-200,Get your hands on the MISCEO. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy the MISCEO Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy MISCEO Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,4,5,6,7,http://suncrossbikes.com/script/timthumb.php?src=http://suncrossbikes.com/bikes/images/8882-misceo.jpg&w=1300&h=700,
Product,KIDS 16 Inch*,Raleigh, 6475.00, 6475.00,,<ul>							     <li><strong>Size:</strong> <br>24 cm</li> 							     <li><strong>Frames:</strong> <br>Steel</li> 							        <li><strong>Fork:</strong> <br>Steel</li> 							       <li><strong>Bottom Bracket</strong><br>Steel</li> 							        <li><strong>Crank Set</strong><br>32T</li> 							        <li><strong>Pedal</strong><br>PVC Platform Non-Slip Platform W/Grip</li> 																												      <li><strong>Cassette-Freewheel</strong><br>16T</li> 							       <li><strong>Chain</strong><br>Maya</li> 							        <li><strong>Rims</strong><br>Raleigh Steel Rims 20H Pink</li> 							     <li><strong>Hubs</strong><br>Steel 20H </li> 							     <li><strong>Tires</strong><br>16x2.125</li> 							    <li><strong>Brake Set</strong><br>Caliper Brakes </li> 							    <li><strong>Brake Lever</strong><br>PVC</li> 							    <li><strong>Head Set</strong><br>Threaded</li> 							      <li><strong>Handle Bar</strong><br>Steel BMX </li> 							      <li><strong>Grips</strong><br>Soft Rubber Compound; Smaller Diameter</li> 							       <li><strong>Stem</strong><br>Steel Quill BMX 4 Bolt</li> 							      <li><strong>Saddle</strong><br>Raleigh </li> 							     <li><strong>Seat Post</strong><br>Raleigh Steel 25.4mm</li> 							     <li><strong>Seat Clamp</strong><br>QR</li> 							     <li><strong>Other Features</strong><br>Bell; Front Basket; Side Support </li> 						</ul>,Raleighhttp://suncrossbikes.com/bike_detail.php?BikeCatId=6,SUNCROSSBIKES, BMX / Kids,KIDS 16 Inch,8-13 Working Days,100,N,-200,Get your hands on the KIDS 16 Inch. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy the KIDS 16 Inch Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy KIDS 16 Inch Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,4,5,6,7,http://suncrossbikes.com/script/timthumb.php?src=http://suncrossbikes.com/bikes/images/3293-kids-funny-16-inch.jpg&w=1300&h=700,
Product,SPORT KID 16*,Raleigh, 6075.00, 6075.00,,<ul>														     <li><strong>Frames:</strong> <br>Steel</li> 							        <li><strong>Fork:</strong> <br>Raleigh Steel</li> 							       <li><strong>Bottom Bracket</strong><br>Steel</li> 							        <li><strong>Crank Set</strong><br>28T (Cottered) </li> 							        <li><strong>Pedal</strong><br>PVC Platform Non-Slip Platform W/Grip </li> 																												      <li><strong>Cassette-Freewheel</strong><br>16T</li> 							       <li><strong>Chain</strong><br>72 Links</li> 							        <li><strong>Rims</strong><br>Raleigh Steel Rims 20H Black</li> 							     <li><strong>Hubs</strong><br>Steel 20H Black</li> 							     <li><strong>Tires</strong><br>12x2.125</li> 							    <li><strong>Brake Set</strong><br>Caliper Brakes</li> 							    <li><strong>Brake Lever</strong><br>PVC</li> 							    <li><strong>Head Set</strong><br>Threaded</li> 							      <li><strong>Handle Bar</strong><br>Steel BMX</li> 							      <li><strong>Grips</strong><br>Soft Rubber Compound</li> 							       <li><strong>Stem</strong><br>Steel Quill </li> 							      <li><strong>Saddle</strong><br>Hi-Raiser</li> 							     <li><strong>Seat Post</strong><br>Steel 25.4mm</li> 							     <li><strong>Seat Clamp</strong><br>Bolt</li> 							     <li><strong>Other Features</strong><br>Bell  Available sizes 12; 14; 16 &amp; 20 Inches</li> 						</ul>,Raleighhttp://suncrossbikes.com/bike_detail.php?BikeCatId=6,SUNCROSSBIKES, BMX / Kids,SPORT KID 16,8-13 Working Days,100,N,-200,Get your hands on the SPORT KID 16. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy the SPORT KID 16 Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy SPORT KID 16 Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,4,5,6,7,http://suncrossbikes.com/script/timthumb.php?src=http://suncrossbikes.com/bikes/images/2767-16-sport-kid.jpg&w=1300&h=700,
Product,SPORTS KID 20*,Raleigh, 6625.00, 6625.00,,<ul>							     <li><strong>Size:</strong> <br>11 Inch</li> 							     <li><strong>Frames:</strong> <br>Steel</li> 							        <li><strong>Fork:</strong> <br>Raleigh Rigid Steel</li> 							       <li><strong>Bottom Bracket</strong><br>Steel OPC</li> 							        <li><strong>Crank Set</strong><br>OPC 36T </li> 							        <li><strong>Pedal</strong><br>PVC Platform Non-Slip Platform W/Grip </li> 																												      <li><strong>Cassette-Freewheel</strong><br>18T</li> 							       <li><strong>Chain</strong><br>Maya</li> 							        <li><strong>Rims</strong><br>Raleigh Steel Rims 36H Black</li> 							     <li><strong>Hubs</strong><br>Steel 36H Black</li> 							     <li><strong>Tires</strong><br>20x2.125 Inch</li> 							    <li><strong>Brake Set</strong><br>V-Brakes </li> 							    <li><strong>Brake Lever</strong><br>PVC</li> 							    <li><strong>Head Set</strong><br>Threaded</li> 							      <li><strong>Handle Bar</strong><br>Steel BMX </li> 							      <li><strong>Grips</strong><br>Soft Rubber Compound; Smaller Diameter</li> 							       <li><strong>Stem</strong><br>Steel Quill BMX 4 Bolt</li> 							      <li><strong>Saddle</strong><br>Raleigh</li> 							     <li><strong>Seat Post</strong><br>Raleigh Steel 25.4mm </li> 							     <li><strong>Seat Clamp</strong><br>QR</li> 							     <li><strong>Other Features</strong><br>Bell; Fenders; Stand </li> 						</ul>,Raleighhttp://suncrossbikes.com/bike_detail.php?BikeCatId=6,SUNCROSSBIKES, BMX / Kids,SPORTS KID 20,8-13 Working Days,100,N,-200,Get your hands on the SPORTS KID 20. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy the SPORTS KID 20 Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy SPORTS KID 20 Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,4,5,6,7,http://suncrossbikes.com/script/timthumb.php?src=http://suncrossbikes.com/bikes/images/4178-KIDS-20w.jpg&w=1300&h=700,
Product,Raleigh Kid 20*,Raleigh, 6825.00, 6825.00,,<ul>							     <li><strong>Size:</strong> <br>28 cm</li> 							     <li><strong>Frames:</strong> <br>Steel</li> 							        <li><strong>Fork:</strong> <br>Steel</li> 							       <li><strong>Bottom Bracket</strong><br>Steel</li> 							        <li><strong>Crank Set</strong><br>36T</li> 							        <li><strong>Pedal</strong><br>PVC Platform Non-Slip Platform W/Grip</li> 																												      <li><strong>Cassette-Freewheel</strong><br>16T</li> 							       <li><strong>Chain</strong><br>Maya</li> 							        <li><strong>Rims</strong><br>Raleigh Steel Rims 28H Pink</li> 							     <li><strong>Hubs</strong><br>Steel 28H</li> 							     <li><strong>Tires</strong><br>20x2.125</li> 							    <li><strong>Brake Set</strong><br>Caliper Brakes </li> 							    <li><strong>Brake Lever</strong><br>PVC</li> 							    <li><strong>Head Set</strong><br>Threaded</li> 							      <li><strong>Handle Bar</strong><br>Steel BMX</li> 							      <li><strong>Grips</strong><br>Soft Rubber Compound; Smaller Diameter</li> 							       <li><strong>Stem</strong><br>Steel Quill BMX 4 Bolt</li> 							      <li><strong>Saddle</strong><br>Raleigh</li> 							     <li><strong>Seat Post</strong><br>Raleigh Steel 25.4mm</li> 							     <li><strong>Seat Clamp</strong><br>QR</li> 							     <li><strong>Other Features</strong><br>Bell; Front Basket; Fenders Stand; Side Stand (Extra)</li> 						</ul>,Raleighhttp://suncrossbikes.com/bike_detail.php?BikeCatId=6,SUNCROSSBIKES, BMX / Kids,Raleigh Kid 20,8-13 Working Days,100,N,-200,Get your hands on the Raleigh Kid 20. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy the Raleigh Kid 20 Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Raleigh Kid 20 Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,4,5,6,7,http://suncrossbikes.com/script/timthumb.php?src=http://suncrossbikes.com/bikes/images/303-kids-funny-20-inch.jpg&w=1300&h=700,
Product,CLASSIC MAN*,Raleigh, 5950.00, 5950.00,,<ul>							     <li><strong>Size:</strong> <br>22 Inch</li> 							     <li><strong>Frames:</strong> <br>Steel</li> 							        <li><strong>Fork:</strong> <br>Steel Raleigh with Fork Eye</li> 							       <li><strong>Bottom Bracket</strong><br>Steel Raleigh Type 26 TPI ( BSCY )</li> 							        <li><strong>Crank Set</strong><br>Steel 44T x 7" ( Bird Head )</li> 							        <li><strong>Pedal</strong><br>Heavy Duty Pedal with Steel Body - RALEIGH</li> 																												      <li><strong>Cassette-Freewheel</strong><br>18T BSCY x 24 TPI</li> 							       <li><strong>Chain</strong><br>1/2" x 1/8" x 110L ( 900 KGF )</li> 							        <li><strong>Rims</strong><br>Steel 32H/40H ( RALEIGH )</li> 							     <li><strong>Hubs</strong><br>Steel 32H/40H  (Thin Barrel ) - RALEIGH</li> 							     <li><strong>Tires</strong><br>Ralson 28x1.1/2</li> 							    <li><strong>Brake Set</strong><br>Steel Centre Pull Brake System</li> 							    <li><strong>Brake Lever</strong><br>Steel Integrated with Handle Bar</li> 							    <li><strong>Head Set</strong><br>Threaded ( Chrome Finish )</li> 							      <li><strong>Handle Bar</strong><br>Steel ( Raleigh Type )</li> 							      <li><strong>Grips</strong><br>Black Frame - Black Grips; Green Frame - Brown Grips</li> 							       <li><strong>Stem</strong><br>Steel 22.2mm Integrated with Handle Bar</li> 							      <li><strong>Saddle</strong><br>Leather Top 90/3</li> 							     <li><strong>Seat Post</strong><br>Steel 25.4x 178mm</li> 							     <li><strong>Seat Clamp</strong><br>Bolt Type</li> 							     <li><strong>Other Features</strong><br>Also available with different saddles Comfo Type and Release Type</li> 						</ul>,Raleighhttp://suncrossbikes.com/bike_detail.php?BikeCatId=5,SUNCROSSBIKES, City,CLASSIC MAN,8-13 Working Days,100,N,-200,Get your hands on the CLASSIC MAN. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy the CLASSIC MAN Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy CLASSIC MAN Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,4,5,6,7,http://suncrossbikes.com/script/timthumb.php?src=http://suncrossbikes.com/bikes/images/1335-classic-men-specifications.jpg&w=1300&h=700,
Product,FREE LIFE*,Raleigh, 8950.00, 8950.00,,<ul>							     <li><strong>Size:</strong> <br>11 Inch</li> 							     <li><strong>Frames:</strong> <br>Steel; V-Brake Compatible </li> 							        <li><strong>Fork:</strong> <br>Steel Rigid; V-Brake Compatible </li> 							       <li><strong>Bottom Bracket</strong><br>Steel OPC</li> 							        <li><strong>Crank Set</strong><br>OPC 40T</li> 							        <li><strong>Pedal</strong><br>PVC Platform Non-Slip Platform W/Grip </li> 																												      <li><strong>Cassette-Freewheel</strong><br>16T</li> 														        <li><strong>Rims</strong><br>Alloy 72H</li> 							     <li><strong>Hubs</strong><br>Steel 72H</li> 							     <li><strong>Tires</strong><br>20x2.125</li> 							    <li><strong>Brake Set</strong><br>V-Brakes</li> 							    <li><strong>Brake Lever</strong><br>Half Alloy</li> 							    <li><strong>Head Set</strong><br>Threaded</li> 							      <li><strong>Handle Bar</strong><br>BMX Steel </li> 							      <li><strong>Grips</strong><br>Soft Rubber Compound; Smaller Diameter</li> 							       <li><strong>Stem</strong><br>Alloy Quill BMX 4 Bolt</li> 							      <li><strong>Saddle</strong><br>Vader</li> 							     <li><strong>Seat Post</strong><br>Steel 25.4</li> 							     <li><strong>Seat Clamp</strong><br>QR</li> 													</ul>,Raleighhttp://suncrossbikes.com/bike_detail.php?BikeCatId=6,SUNCROSSBIKES, BMX / Kids,FREE LIFE,8-13 Working Days,100,N,-200,Get your hands on the FREE LIFE. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy the FREE LIFE Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy FREE LIFE Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,4,5,6,7,http://suncrossbikes.com/script/timthumb.php?src=http://suncrossbikes.com/bikes/images/free life.jpg&w=1300&h=700,
Product,RUSHHOUR*,Raleigh, 8375.00, 8375.00,,<ul>							     <li><strong>Size:</strong> <br>19 Inch</li> 							     <li><strong>Frames:</strong> <br>Steel; with Integrated Carrier; V-Brake Compatible </li> 							        <li><strong>Fork:</strong> <br>Raleigh Rigid Fork Steel; V-Brake Compatible </li> 							       <li><strong>Bottom Bracket</strong><br>Steel </li> 							        <li><strong>Crank Set</strong><br>Steel 44T </li> 							        <li><strong>Pedal</strong><br>PVC Platform Non-Slip Platform W/Grip.</li> 																												      <li><strong>Cassette-Freewheel</strong><br>18T</li> 							       <li><strong>Chain</strong><br>100L</li> 							        <li><strong>Rims</strong><br>Raleigh Alloy Rims 36H </li> 							     <li><strong>Hubs</strong><br> Steel 36H </li> 							     <li><strong>Tires</strong><br>26x1.95 </li> 							    <li><strong>Brake Set</strong><br>Steel V-Brakes </li> 							    <li><strong>Brake Lever</strong><br>Half Alloy</li> 														      <li><strong>Handle Bar</strong><br>Raleigh Steel</li> 							      <li><strong>Grips</strong><br>Soft Rubber Compound; Smaller Diameter </li> 							       <li><strong>Stem</strong><br>Raleigh Quill Steel </li> 							      <li><strong>Saddle</strong><br>U-Tech </li> 							     <li><strong>Seat Post</strong><br>Raleigh Steel 25.4mm </li> 														     <li><strong>Other Features</strong><br>Fenders; Side Stand</li> 						</ul>,Raleighhttp://suncrossbikes.com/bike_detail.php?BikeCatId=2,SUNCROSSBIKES, Mountain,RUSHHOUR,8-13 Working Days,100,N,-200,Get your hands on the RUSHHOUR. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy the RUSHHOUR Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy RUSHHOUR Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,4,5,6,7,http://suncrossbikes.com/script/timthumb.php?src=http://suncrossbikes.com/bikes/images/3350-RUSH-HOUR-new.jpg&w=1300&h=700,
Product,SP ELITE*,Raleigh, 37500.00, 37500.00,,<ul>							     <li><strong>Size:</strong> <br>55cm</li> 							     <li><strong>Frames:</strong> <br>Aluminum Alloy; Replaceable Derailleur Hanger</li> 							        <li><strong>Fork:</strong> <br>Aluminum Alloy 700c Road</li> 							       <li><strong>Bottom Bracket</strong><br>Neco Sealed Cartridge Bottom Bracket</li> 							        <li><strong>Crank Set</strong><br>Shimano Claris FC-2450 </li> 							        <li><strong>Pedal</strong><br>Wellgo R-126</li> 							       <li><strong>Front Derailleur</strong><br>Shimano Claris FD-2400</li> 							      <li><strong>Rear Derailleur</strong><br>Shimano Claris RD-2400</li> 							      <li><strong>Shifters</strong><br>Shimano Claris ST-2403 Shifter/Brake Lever</li> 							      <li><strong>Cassette-Freewheel</strong><br>Shimano 8 Speed CS-HG50-8 12-23T</li> 							       <li><strong>Chain</strong><br>KMC</li> 							        <li><strong>Rims</strong><br>Sun Ringle Assault Double Wall Rims 32H</li> 							     <li><strong>Hubs</strong><br>Quando Alloy Hubs 32H W/QR</li> 							     <li><strong>Tires</strong><br>Schwalbe Active Lugano 700x23C</li> 							    <li><strong>Brake Set</strong><br>Tektro R-312</li> 							    <li><strong>Brake Lever</strong><br>Shimano Claris ST-2403 Shifter/Brake Lever</li> 							    <li><strong>Head Set</strong><br>Neco Threadless </li> 							      <li><strong>Handle Bar</strong><br>Promax Alloy Road; width 420mm</li> 							      <li><strong>Grips</strong><br>Black Tape (Soft Touch Foam with Great Grip)</li> 							       <li><strong>Stem</strong><br>Promax Alloy 80mm</li> 							      <li><strong>Saddle</strong><br>Raleigh Road</li> 							     <li><strong>Seat Post</strong><br>Promax Alloy 27.2x300mm</li> 							     <li><strong>Seat Clamp</strong><br>Promax Alloy</li> 													</ul>,Raleighhttp://suncrossbikes.com/bike_detail.php?BikeCatId=4,SUNCROSSBIKES, Road,SP ELITE,8-13 Working Days,100,N,-200,Get your hands on the SP ELITE. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy the SP ELITE Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy SP ELITE Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,4,5,6,7,http://suncrossbikes.com/script/timthumb.php?src=http://suncrossbikes.com/bikes/images/6534-spelite.jpg&w=1300&h=700,
Product,REVENIO ONE*,Raleigh, 37500.00, 37500.00,,<ul>							     <li><strong>Size:</strong> <br>49cm; 52cm; 54cm; 56cm</li> 							     <li><strong>Frames:</strong> <br>Aluminum Alloy; Replaceable Derailleur Hanger.</li> 							        <li><strong>Fork:</strong> <br>Aluminum Alloy 700c Road</li> 							       <li><strong>Bottom Bracket</strong><br>Neco Sealed Cartridge Bottom Bracket</li> 							        <li><strong>Crank Set</strong><br>Shimano FC-2450 50-34T 170mm</li> 							        <li><strong>Pedal</strong><br>Wellgo R-126</li> 							       <li><strong>Front Derailleur</strong><br>Shimano Claris FD-2400</li> 							      <li><strong>Rear Derailleur</strong><br>Shimano RD-2400</li> 							      <li><strong>Shifters</strong><br>Shimano Claris ST-2450 Shifter/Brake Lever </li> 														       <li><strong>Chain</strong><br>KMC</li> 							        <li><strong>Rims</strong><br>Sun Ringle Assault Double Wall Rims 32H</li> 							     <li><strong>Hubs</strong><br>Quando Alloy Hubs 32H W/QR</li> 							     <li><strong>Tires</strong><br>Maxxis Detonator 700x23C</li> 							    <li><strong>Brake Set</strong><br>Tektro R-312</li> 							    <li><strong>Brake Lever</strong><br>Shimano Claris ST-2400 Shifter/Brake Lever</li> 							    <li><strong>Head Set</strong><br>Neco Threadless</li> 							      <li><strong>Handle Bar</strong><br>Promax Alloy Road; width 420mm</li> 							      <li><strong>Grips</strong><br>Black Tape (Soft Touch Foam With Great Grip)</li> 							       <li><strong>Stem</strong><br>Promax Alloy 80mm</li> 							      <li><strong>Saddle</strong><br>Raleigh Road</li> 							     <li><strong>Seat Post</strong><br>Promax Alloy 27.2x300mm</li> 							     <li><strong>Seat Clamp</strong><br>Promax Alloy</li> 							     <li><strong>Cassette</strong><br>Shimano 8 Speed CS-HG50-8 12-26T </li> 						</ul>,Raleighhttp://suncrossbikes.com/bike_detail.php?BikeCatId=4,SUNCROSSBIKES, Road,REVENIO ONE,8-13 Working Days,100,N,-200,Get your hands on the REVENIO ONE. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy the REVENIO ONE Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy REVENIO ONE Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,4,5,6,7,http://suncrossbikes.com/script/timthumb.php?src=http://suncrossbikes.com/bikes/images/4935-REVENIO-one-new.jpg&w=1300&h=700,
