Item Type,Product Name,Brand Name,Price,Retail Price,Sale Price,Product Description,Product Code/SKU,Bin Picking Number,Category,Option Set,Product Availability,Current Stock Level,Free Shipping,Sort Order, Meta Description,Page Title,Product Image Description - 1,Product Image Is Thumbnail - 1,Track Inventory,Product Image Sort - 1,Product Image Sort - 2,Product Image Sort - 3,Product Image Sort - 4,Product Image Sort-5,Product Image Sort-6,Product Image Sort-7,Product Image File - 1,Product Image File - 2,Product Image File - 3,Product Image File - 4,Product Image File - 5 ,Product Image File - 6,Product Image File - 7, 
Product,LEVEL1 (STEEL)*,Suncross, 8075.00, 8075.00,,<ul>							     <li><strong>Size:</strong> <br>18 Inch</li> 							     <li><strong>Frames:</strong> <br>Steel; V-Brake Compatible </li> 							        <li><strong>Fork:</strong> <br>Suspension fork; Disc and V-Brake Compatible</li> 							       <li><strong>Bottom Bracket</strong><br>Steel</li> 							        <li><strong>Crank Set</strong><br>Dotek Steel 44T with Single Guard</li> 							        <li><strong>Pedal</strong><br>PVC Platform Type; Large Non-Slip Platform W/Grip</li> 																												      <li><strong>Cassette-Freewheel</strong><br>18T</li> 														        <li><strong>Rims</strong><br>Suncross Alloy Rims 36H Single Wall Black</li> 							     <li><strong>Hubs</strong><br>Steel Hubs 36H Black</li> 							     <li><strong>Tires</strong><br>26x2.125</li> 							    <li><strong>Brake Set</strong><br>Steel V-Brake</li> 							    <li><strong>Brake Lever</strong><br>Half Alloy</li> 							    <li><strong>Head Set</strong><br>Threaded</li> 							      <li><strong>Handle Bar</strong><br>Suncross Steel</li> 							      <li><strong>Grips</strong><br>Soft Rubber Compound; Smaller Diameter </li> 							       <li><strong>Stem</strong><br>Suncross Quill Steel </li> 							      <li><strong>Saddle</strong><br>Suncross</li> 							     <li><strong>Seat Post</strong><br>Suncross Steel 25.4mm </li> 							     <li><strong>Seat Clamp</strong><br>Alloy QR</li> 													</ul>,Suncrosshttp://suncrossbikes.com/bike_detail.php?BikeCatId=2,SUNCROSSBIKES, Mountain,LEVEL1 (STEEL),8-13 Working Days,100,N,-200,Get your hands on the LEVEL1 (STEEL). Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy the LEVEL1 (STEEL) Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy LEVEL1 (STEEL) Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,4,5,6,7,http://suncrossbikes.com/script/timthumb.php?src=http://suncrossbikes.com/bikes/images/4672-LEVEL-1_single-pic.jpg&w=1300&h=700,
Product,U-TECH*,Suncross, 8150.00, 8150.00,,<ul>							     <li><strong>Size:</strong> <br>18.5 Inch</li> 							     <li><strong>Frames:</strong> <br>Steel Full Suspension</li> 							        <li><strong>Fork:</strong> <br>Front V-Brake and Disc Compatible</li> 																					        <li><strong>Pedal</strong><br>PVC Platform Type; Large Non-Slip Platform W/Grip</li> 																												      <li><strong>Cassette-Freewheel</strong><br>18T</li> 														        <li><strong>Rims</strong><br>Single Wall Alloy Rims</li> 														     <li><strong>Tires</strong><br>26x2.125</li> 							    <li><strong>Brake Set</strong><br>V-Brakes</li> 														    <li><strong>Head Set</strong><br>Threaded</li> 							      <li><strong>Handle Bar</strong><br>Steel</li> 							      <li><strong>Grips</strong><br>Soft Rubber Compound; Smaller Diameter</li> 							       <li><strong>Stem</strong><br>Steel</li> 							      <li><strong>Saddle</strong><br>U-Tech Type - PU Foam</li> 							     <li><strong>Seat Post</strong><br>Steel</li> 							     <li><strong>Seat Clamp</strong><br>Bolt</li> 							     <li><strong>Other Features</strong><br>Also available with Front Disc Brake </li> 						</ul>,Suncrosshttp://suncrossbikes.com/bike_detail.php?BikeCatId=2,SUNCROSSBIKES, Mountain,U-TECH,8-13 Working Days,100,N,-200,Get your hands on the U-TECH. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy the U-TECH Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy U-TECH Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,4,5,6,7,http://suncrossbikes.com/script/timthumb.php?src=http://suncrossbikes.com/bikes/images/U-TECH-single-speed1.jpg&w=1300&h=700,
Product,Stratus*,Suncross, 7625.00, 7625.00,,<ul>							     <li><strong>Size:</strong> <br>18.5 Inch</li> 							     <li><strong>Frames:</strong> <br>Steel Full Suspension </li> 							        <li><strong>Fork:</strong> <br>Front V-Brake and Disc Compatible </li> 																					        <li><strong>Pedal</strong><br>PVC Platform Type; Large Non-Slip Platform W/Grip</li> 																												      <li><strong>Cassette-Freewheel</strong><br>18T</li> 														        <li><strong>Rims</strong><br>Alloy Rims 36H</li> 														     <li><strong>Tires</strong><br>26x2.125</li> 							    <li><strong>Brake Set</strong><br>V-Brakes</li> 														    <li><strong>Head Set</strong><br>Threaded</li> 							      <li><strong>Handle Bar</strong><br>Steel </li> 							      <li><strong>Grips</strong><br>Soft Rubber Compound; Smaller Diameter</li> 							       <li><strong>Stem</strong><br>Steel</li> 							      <li><strong>Saddle</strong><br>U-Tech Type - PU Foam</li> 							     <li><strong>Seat Post</strong><br>Steel </li> 							     <li><strong>Seat Clamp</strong><br>Bolt</li> 							     <li><strong>Other Features</strong><br>Also available with Front Disc Brake </li> 						</ul>,Suncrosshttp://suncrossbikes.com/bike_detail.php?BikeCatId=2,SUNCROSSBIKES, Mountain,Stratus,8-13 Working Days,100,N,-200,Get your hands on the Stratus. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy the Stratus Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Stratus Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,4,5,6,7,http://suncrossbikes.com/script/timthumb.php?src=http://suncrossbikes.com/bikes/images/8131-stratus-without.jpg&w=1300&h=700,
Product,BOYZONE S/S*,Suncross, 8425.00, 8425.00,,<ul>							     <li><strong>Size:</strong> <br>18.5 Inch</li> 							     <li><strong>Frames:</strong> <br>Steel Full Suspension with Integrated Carrier;  V-Brake Compatible</li> 							        <li><strong>Fork:</strong> <br>Suncross Suspension Fork Disc &amp; V-Brake Compatible</li> 							       <li><strong>Bottom Bracket</strong><br>Steel</li> 							        <li><strong>Crank Set</strong><br>Steel 44T </li> 							        <li><strong>Pedal</strong><br>PVC Platform Type; Large Non-Slip Platform W/Grip</li> 																												      <li><strong>Cassette-Freewheel</strong><br>18T</li> 														        <li><strong>Rims</strong><br>Suncross Alloy 36H</li> 							     <li><strong>Hubs</strong><br>Steel 36H</li> 							     <li><strong>Tires</strong><br>26x1.95</li> 							    <li><strong>Brake Set</strong><br>Steel V-Brakes</li> 							    <li><strong>Brake Lever</strong><br>Half Alloy </li> 							    <li><strong>Head Set</strong><br>Threaded</li> 							      <li><strong>Handle Bar</strong><br>Suncross Steel</li> 							      <li><strong>Grips</strong><br>Soft Rubber Compound; Smaller Diameter </li> 							       <li><strong>Stem</strong><br>Quill Steel</li> 							      <li><strong>Saddle</strong><br>Suncross</li> 							     <li><strong>Seat Post</strong><br>Suncross Steel 25.4mm</li> 							     <li><strong>Seat Clamp</strong><br>Bolt   </li> 													</ul>,Suncrosshttp://suncrossbikes.com/bike_detail.php?BikeCatId=2,SUNCROSSBIKES, Mountain,BOYZONE S/S,8-13 Working Days,100,N,-200,Get your hands on the BOYZONE S/S. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy the BOYZONE S/S Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy BOYZONE S/S Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,4,5,6,7,http://suncrossbikes.com/script/timthumb.php?src=http://suncrossbikes.com/bikes/images/1998-boyzone-ss.jpg&w=1300&h=700,
Product,U-TECH*,Suncross, 10075.00, 10075.00,,<ul>							     <li><strong>Size:</strong> <br>18 Inch</li> 							     <li><strong>Frames:</strong> <br>Steel; Full Suspension; V-brake Compatible</li> 							        <li><strong>Fork:</strong> <br>Disc And V-brake Compatible</li> 							       <li><strong>Bottom Bracket</strong><br>Steel</li> 							        <li><strong>Crank Set</strong><br>Plastified 48-38-28T 170mm</li> 							        <li><strong>Pedal</strong><br>PVC</li> 							       <li><strong>Front Derailleur</strong><br>Sunrun</li> 							      <li><strong>Rear Derailleur</strong><br>Shimano Tourney TY-21</li> 							      <li><strong>Shifters</strong><br>AC-07</li> 							      <li><strong>Cassette-Freewheel</strong><br>Shimano Tourney MF-TZ21 </li> 							       <li><strong>Chain</strong><br>C410 1/2x1/8</li> 							        <li><strong>Rims</strong><br>Single Wall Alloy Rim 36h</li> 							     <li><strong>Hubs</strong><br>36H</li> 							     <li><strong>Tires</strong><br>26x1.95 </li> 							    <li><strong>Brake Set</strong><br>Steel V-Brakes </li> 							    <li><strong>Brake Lever</strong><br>AC-07 / RS35</li> 							    <li><strong>Head Set</strong><br>Threaded</li> 							      <li><strong>Handle Bar</strong><br>Steel</li> 							      <li><strong>Grips</strong><br>Black</li> 							       <li><strong>Stem</strong><br>Quill Steel</li> 							      <li><strong>Saddle</strong><br>Suncross (U-Tech)</li> 							     <li><strong>Seat Post</strong><br>Steel 25.4mm</li> 							     <li><strong>Seat Clamp</strong><br>Bolt</li> 							     <li><strong>Other Features</strong><br>Also available with Front Disc Brake </li> 						</ul>,Suncrosshttp://suncrossbikes.com/bike_detail.php?BikeCatId=2,SUNCROSSBIKES, Mountain,U-TECH,8-13 Working Days,100,N,-200,Get your hands on the U-TECH. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy the U-TECH Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy U-TECH Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,4,5,6,7,http://suncrossbikes.com/script/timthumb.php?src=http://suncrossbikes.com/bikes/images/4522-U-TECH-new.jpg&w=1300&h=700,
Product,X-FORCE (S/S)*,Suncross, 8275.00, 8275.00,,<ul>							     <li><strong>Size:</strong> <br>14 Inch</li> 							     <li><strong>Frames:</strong> <br>Steel; V-Brakes Compatible </li> 							        <li><strong>Fork:</strong> <br>Suncross Suspension; V-Brake Compatible </li> 							       <li><strong>Bottom Bracket</strong><br>Steel</li> 							        <li><strong>Crank Set</strong><br>Steel 42T Single Guard</li> 							        <li><strong>Pedal</strong><br>PVC Platform Type; Large Non-Slip Platform W/Grip</li> 																												      <li><strong>Cassette-Freewheel</strong><br>18T </li> 							       <li><strong>Chain</strong><br>TEC</li> 							        <li><strong>Rims</strong><br>Double Wall Alloy Rims 36H</li> 							     <li><strong>Hubs</strong><br>Steel 36H</li> 							     <li><strong>Tires</strong><br>26x2.35</li> 							    <li><strong>Brake Set</strong><br>V-Brake Steel</li> 							    <li><strong>Brake Lever</strong><br>Half Alloy</li> 							    <li><strong>Head Set</strong><br>Threaded</li> 							      <li><strong>Handle Bar</strong><br>Steel</li> 							      <li><strong>Grips</strong><br>Black</li> 							       <li><strong>Stem</strong><br>Suncross Quill Steel</li> 							      <li><strong>Saddle</strong><br>Suncross (U-Tech)</li> 							     <li><strong>Seat Post</strong><br>Steel 25.4</li> 							     <li><strong>Seat Clamp</strong><br>Bolt</li> 													</ul>,Suncrosshttp://suncrossbikes.com/bike_detail.php?BikeCatId=2,SUNCROSSBIKES, Mountain,X-FORCE (S/S),8-13 Working Days,100,N,-200,Get your hands on the X-FORCE (S/S). Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy the X-FORCE (S/S) Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy X-FORCE (S/S) Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,4,5,6,7,http://suncrossbikes.com/script/timthumb.php?src=http://suncrossbikes.com/bikes/images/3506-X-FORCE-single-speed-w.jpg&w=1300&h=700,
Product,COSMOS 21s*,Suncross, 10875.00, 10875.00,,<ul>							     <li><strong>Size:</strong> <br>16 Inch</li> 							     <li><strong>Frames:</strong> <br>Steel; Full Suspension; V-Brake Compatible; Rack &amp; Fender Mounts</li> 							        <li><strong>Fork:</strong> <br>Suncross Suspension Fork; Disc &amp; V-Brake Compatible</li> 							       <li><strong>Bottom Bracket</strong><br>Steel </li> 							        <li><strong>Crank Set</strong><br>Plastified Coated  48-38-28T </li> 							        <li><strong>Pedal</strong><br>PVC Platform Type; Large Non-Slip Platform W/Grip</li> 							       <li><strong>Front Derailleur</strong><br>Sunrun; Up Side Pull</li> 							      <li><strong>Rear Derailleur</strong><br>Shimano Tourney RD-TY21</li> 							      <li><strong>Shifters</strong><br> Shimano 7-Speed SL-RS35</li> 							      <li><strong>Cassette-Freewheel</strong><br>Shimano Tourney 7-Speed MF-TZ 21 </li> 							       <li><strong>Chain</strong><br>Maya </li> 							        <li><strong>Rims</strong><br>Suncross Alloy Rim 36H</li> 							     <li><strong>Hubs</strong><br>Steel Hubs 36H </li> 							     <li><strong>Tires</strong><br>24x1.75</li> 							    <li><strong>Brake Set</strong><br>V-Brakes</li> 							    <li><strong>Brake Lever</strong><br>Half Alloy</li> 							    <li><strong>Head Set</strong><br>Threaded </li> 							      <li><strong>Handle Bar</strong><br>Suncross Steel</li> 							      <li><strong>Grips</strong><br>Soft Rubber Compound; Smaller Diameter </li> 							       <li><strong>Stem</strong><br>Suncross Quill Steel</li> 							      <li><strong>Saddle</strong><br>Suncross</li> 							     <li><strong>Seat Post</strong><br>Suncross Steel 25.4mm</li> 							     <li><strong>Seat Clamp</strong><br>Bolt   </li> 							     <li><strong>Other Features</strong><br>Also available with Front Disc Brake </li> 						</ul>,Suncrosshttp://suncrossbikes.com/bike_detail.php?BikeCatId=2,SUNCROSSBIKES, Mountain,COSMOS 21s,8-13 Working Days,100,N,-200,Get your hands on the COSMOS 21s. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy the COSMOS 21s Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy COSMOS 21s Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,4,5,6,7,http://suncrossbikes.com/script/timthumb.php?src=http://suncrossbikes.com/bikes/images/cosmos21s24inch.jpg&w=1300&h=700,
Product,GALLOP*,Suncross, 9925.00, 9925.00,,<ul>							     <li><strong>Size:</strong> <br>18.5 Inch</li> 							     <li><strong>Frames:</strong> <br>Steel Full Suspension; V-Brake Compatible;  Rack &amp; Fender Mounts </li> 							        <li><strong>Fork:</strong> <br>Suspension Steel Fork with Disc Compatible</li> 							       <li><strong>Bottom Bracket</strong><br>5T / Cotterless</li> 							        <li><strong>Crank Set</strong><br>Dotek Triple 28-38-48T </li> 							        <li><strong>Pedal</strong><br>PVC Platform Type; Large Non-Slip Platform W/Grip</li> 							       <li><strong>Front Derailleur</strong><br>Sunrun</li> 							      <li><strong>Rear Derailleur</strong><br>Shimano  RD TY-18</li> 							      <li><strong>Shifters</strong><br>Easy Shifter 21 Speed</li> 							      <li><strong>Cassette-Freewheel</strong><br>Shimano 7 Speed MF TZ-21</li> 							       <li><strong>Chain</strong><br>KMC</li> 							        <li><strong>Rims</strong><br>Alloy 36H </li> 							     <li><strong>Hubs</strong><br>Steel 36H  </li> 							     <li><strong>Tires</strong><br>26x1.95</li> 							    <li><strong>Brake Set</strong><br>V-Brakes  </li> 							    <li><strong>Brake Lever</strong><br>Half Alloy </li> 							    <li><strong>Head Set</strong><br>Threaded</li> 							      <li><strong>Handle Bar</strong><br>Steel  </li> 							      <li><strong>Grips</strong><br>Soft Rubber Compound; Smaller Diameter</li> 							       <li><strong>Stem</strong><br>Quill Steel</li> 							      <li><strong>Saddle</strong><br>Suncross</li> 							     <li><strong>Seat Post</strong><br>Steel</li> 							     <li><strong>Seat Clamp</strong><br>Bolt</li> 							     <li><strong>Other Features</strong><br>Also available with Front Disc brake </li> 						</ul>,Suncrosshttp://suncrossbikes.com/bike_detail.php?BikeCatId=2,SUNCROSSBIKES, Mountain,GALLOP,8-13 Working Days,100,N,-200,Get your hands on the GALLOP. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy the GALLOP Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy GALLOP Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,4,5,6,7,http://suncrossbikes.com/script/timthumb.php?src=http://suncrossbikes.com/bikes/images/3858-GALLOP1.jpg&w=1300&h=700,
Product,Caldron*,Suncross, 11050.00, 11050.00,,<ul>							     <li><strong>Size:</strong> <br>18.5 Inch</li> 							     <li><strong>Frames:</strong> <br>Steel; Disc &amp; V-Brake Compatible</li> 							        <li><strong>Fork:</strong> <br>Suncross Suspension Fork Disc &amp; V-Brake Compatible</li> 							       <li><strong>Bottom Bracket</strong><br>Steel</li> 							        <li><strong>Crank Set</strong><br>Steel 42-34-24T 170mm PVC </li> 							        <li><strong>Pedal</strong><br> PVC </li> 							       <li><strong>Front Derailleur</strong><br>Shimano FD-TZ30</li> 							      <li><strong>Rear Derailleur</strong><br>Shimano Tourney RD-TY21</li> 							      <li><strong>Shifters</strong><br>Shimano Revo Shifter SL-RS35-7R/L </li> 							      <li><strong>Cassette-Freewheel</strong><br>7-Speed (14-28T) </li> 							       <li><strong>Chain</strong><br> Maya </li> 							        <li><strong>Rims</strong><br>Suncross Double Wall Rim 36H</li> 							     <li><strong>Hubs</strong><br>Steel Disc Hubs 36H</li> 							     <li><strong>Tires</strong><br>26x2.125</li> 							    <li><strong>Brake Set</strong><br>Suncross Disc Brake Front and Rear </li> 							    <li><strong>Brake Lever</strong><br>Suncross Half Alloy</li> 														      <li><strong>Handle Bar</strong><br>Suncross Steel</li> 							      <li><strong>Grips</strong><br>With Shifter; Smaller Diameter</li> 							       <li><strong>Stem</strong><br>Quill Steel</li> 							      <li><strong>Saddle</strong><br>Suncross</li> 							     <li><strong>Seat Post</strong><br>Suncross Steel 25.4mm</li> 							     <li><strong>Seat Clamp</strong><br>Alloy QR</li> 													</ul>,Suncrosshttp://suncrossbikes.com/bike_detail.php?BikeCatId=2,SUNCROSSBIKES, Mountain,Caldron,8-13 Working Days,100,N,-200,Get your hands on the Caldron. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy the Caldron Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Caldron Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,4,5,6,7,http://suncrossbikes.com/script/timthumb.php?src=http://suncrossbikes.com/bikes/images/2838-CALDRON.jpg&w=1300&h=700,
Product,COSMOS (6S)*,Suncross, 9575.00, 9575.00,,<ul>							     <li><strong>Size:</strong> <br>18 Inch</li> 							     <li><strong>Frames:</strong> <br>Steel; V-Brake Compatible; Rack &amp; Fender Mounts</li> 							        <li><strong>Fork:</strong> <br>Suncross Suspension Fork; Disc &amp; V-Brake Compatible</li> 							       <li><strong>Bottom Bracket</strong><br>Steel </li> 							        <li><strong>Crank Set</strong><br>44T Steel</li> 							        <li><strong>Pedal</strong><br>PVC Platform Type; Large Non-Slip Platform W/Grip</li> 														      <li><strong>Rear Derailleur</strong><br>Shimano Tourney RD-TX35</li> 							      <li><strong>Shifters</strong><br>Shimano 6-Speed SL-RS35-6</li> 							      <li><strong>Cassette-Freewheel</strong><br>6-Speed (14-28T)</li> 							       <li><strong>Chain</strong><br>KMC </li> 							        <li><strong>Rims</strong><br>Suncross Alloy Rim 36H</li> 							     <li><strong>Hubs</strong><br>Steel Hubs 36H </li> 							     <li><strong>Tires</strong><br>26x1.95</li> 							    <li><strong>Brake Set</strong><br>Steel V-Brakes</li> 							    <li><strong>Brake Lever</strong><br>Half Alloy</li> 							    <li><strong>Head Set</strong><br>Threaded</li> 							      <li><strong>Handle Bar</strong><br>Suncross Steel</li> 							      <li><strong>Grips</strong><br>Soft Rubber Compound; Smaller Diameter </li> 							       <li><strong>Stem</strong><br>Quill Steel</li> 							      <li><strong>Saddle</strong><br>Suncross</li> 							     <li><strong>Seat Post</strong><br>Suncross Steel 25.4mm</li> 							     <li><strong>Seat Clamp</strong><br>Bolt   </li> 							     <li><strong>Other Features</strong><br>Also available with Front Disc Brake </li> 						</ul>,Suncrosshttp://suncrossbikes.com/bike_detail.php?BikeCatId=2,SUNCROSSBIKES, Mountain,COSMOS (6S),8-13 Working Days,100,N,-200,Get your hands on the COSMOS (6S). Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy the COSMOS (6S) Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy COSMOS (6S) Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,4,5,6,7,http://suncrossbikes.com/script/timthumb.php?src=http://suncrossbikes.com/bikes/images/4708-cosmos-6speed1.jpg&w=1300&h=700,
Product,XC101*,Suncross, 10225.00, 10225.00,,<ul>							     <li><strong>Size:</strong> <br>18 Inch</li> 							     <li><strong>Frames:</strong> <br>Steel; Disc &amp; V-Brake Compatible</li> 							        <li><strong>Fork:</strong> <br>Suncross Suspension Fork Disc &amp; V-Brake Compatible</li> 							       <li><strong>Bottom Bracket</strong><br>Steel</li> 							        <li><strong>Crank Set</strong><br>Steel 42-34-24T 170mm PVC </li> 							        <li><strong>Pedal</strong><br>PVC </li> 							       <li><strong>Front Derailleur</strong><br>Shimano FD-TZ30</li> 							      <li><strong>Rear Derailleur</strong><br>Shimano Tourney RD-TY21</li> 							      <li><strong>Shifters</strong><br>Shimano Revo Shifter SL-RS35-7R/L</li> 							      <li><strong>Cassette-Freewheel</strong><br>7-Speed (14-28T) </li> 							       <li><strong>Chain</strong><br>Maya</li> 							        <li><strong>Rims</strong><br>Suncross Double Wall Rim 36H</li> 							     <li><strong>Hubs</strong><br>Steel Disc Hubs 36H </li> 							     <li><strong>Tires</strong><br>26x2.125</li> 							    <li><strong>Brake Set</strong><br>Front &amp; Rear Disc Brakes</li> 							    <li><strong>Brake Lever</strong><br>Suncross Half Alloy</li> 							    <li><strong>Head Set</strong><br>Neco Threaded</li> 							      <li><strong>Handle Bar</strong><br>Suncross Steel</li> 							      <li><strong>Grips</strong><br>With Shifter; Smaller Diameter</li> 							       <li><strong>Stem</strong><br>Quill Steel </li> 							      <li><strong>Saddle</strong><br>Suncross </li> 							     <li><strong>Seat Post</strong><br>Suncross Steel 25.4mm</li> 							     <li><strong>Seat Clamp</strong><br>Alloy QR </li> 							     <li><strong>Other Features</strong><br>Also available with Double Disc Brake (M.R.P. 10;625.00)</li> 						</ul>,Suncrosshttp://suncrossbikes.com/bike_detail.php?BikeCatId=2,SUNCROSSBIKES, Mountain,XC101,8-13 Working Days,100,N,-200,Get your hands on the XC101. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy the XC101 Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy XC101 Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,4,5,6,7,http://suncrossbikes.com/script/timthumb.php?src=http://suncrossbikes.com/bikes/images/9528-xc101.jpg&w=1300&h=700,
Product,SOCCER*,Suncross, 11975.00, 11975.00,,<ul>							     <li><strong>Size:</strong> <br>18 Inch </li> 							     <li><strong>Frames:</strong> <br>Steel; Disc &amp; V-Brake Compatible </li> 							        <li><strong>Fork:</strong> <br>Suncross Threadless Suspension Fork Disc &amp; V-Brake Compatible </li> 							       <li><strong>Bottom Bracket</strong><br>Steel </li> 							        <li><strong>Crank Set</strong><br>Steel 42-34-24T170mm PVC</li> 							        <li><strong>Pedal</strong><br>PVC</li> 							       <li><strong>Front Derailleur</strong><br>Shimano FD-TZ30 </li> 							      <li><strong>Rear Derailleur</strong><br>Shimano Tourney RD-TY21A</li> 							      <li><strong>Shifters</strong><br> Shimano Revo Shifter SL-RS35-7R/L  </li> 							      <li><strong>Cassette-Freewheel</strong><br>Shimano 7-Speed (14-28T)</li> 							       <li><strong>Chain</strong><br>Maya </li> 							        <li><strong>Rims</strong><br>Suncross Double Wall Rim 36H</li> 							     <li><strong>Hubs</strong><br>Steel Disc Hubs 36H </li> 							     <li><strong>Tires</strong><br>Wanda 26x2.125 </li> 							    <li><strong>Brake Set</strong><br>Suncross Disc Brake Front and Rear</li> 							    <li><strong>Brake Lever</strong><br>Suncross Half Alloy </li> 														      <li><strong>Handle Bar</strong><br>Suncross Steel </li> 							      <li><strong>Grips</strong><br>With Shifter; Smaller Diameter </li> 							       <li><strong>Stem</strong><br>Steel </li> 							      <li><strong>Saddle</strong><br>Suncross </li> 							     <li><strong>Seat Post</strong><br>Suncross Steel 25.4mm</li> 							     <li><strong>Seat Clamp</strong><br>Alloy QR</li> 							     <li><strong>Other Features</strong><br>Also available in W/double DISC BRAKE EF-51 ( M.R.P. 12;950.00) </li> 						</ul>,Suncrosshttp://suncrossbikes.com/bike_detail.php?BikeCatId=2,SUNCROSSBIKES, Mountain,SOCCER,8-13 Working Days,100,N,-200,Get your hands on the SOCCER. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy the SOCCER Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy SOCCER Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,4,5,6,7,http://suncrossbikes.com/script/timthumb.php?src=http://suncrossbikes.com/bikes/images/9451-soccer-new.jpg&w=1300&h=700,
Product,X-TRACK (S/S)*,Suncross, 8725.00, 8725.00,,<ul>							     <li><strong>Size:</strong> <br>18 Inch</li> 							     <li><strong>Frames:</strong> <br>Steel Full Suspension; V-Brake Compatible </li> 							        <li><strong>Fork:</strong> <br>Suspension Mode; Disc &amp; V-Brake Compatible </li> 							       <li><strong>Bottom Bracket</strong><br>Steel</li> 							        <li><strong>Crank Set</strong><br>Dotek Alloy 42T  170mm </li> 							        <li><strong>Pedal</strong><br>PVC Platform Type; Large Non-Slip Platform W/Grip</li> 																												      <li><strong>Cassette-Freewheel</strong><br>18T</li> 							       <li><strong>Chain</strong><br>TEC</li> 							        <li><strong>Rims</strong><br>Suncross Alloy Rims 36H </li> 							     <li><strong>Hubs</strong><br>Steel 36H</li> 							     <li><strong>Tires</strong><br>26x2.0</li> 							    <li><strong>Brake Set</strong><br>V-Brakes </li> 							    <li><strong>Brake Lever</strong><br>Half Alloy</li> 							    <li><strong>Head Set</strong><br>Threaded</li> 							      <li><strong>Handle Bar</strong><br>Suncross Steel</li> 							      <li><strong>Grips</strong><br>Soft Rubber Compound; Smaller Diameter</li> 							       <li><strong>Stem</strong><br>Quill Steel</li> 							      <li><strong>Saddle</strong><br>Suncross</li> 							     <li><strong>Seat Post</strong><br>Steel 28.6mm</li> 							     <li><strong>Seat Clamp</strong><br>Bolt</li> 							     <li><strong>Other Features</strong><br>Also available with Front Disc Brake </li> 						</ul>,Suncrosshttp://suncrossbikes.com/bike_detail.php?BikeCatId=2,SUNCROSSBIKES, Mountain,X-TRACK (S/S),8-13 Working Days,100,N,-200,Get your hands on the X-TRACK (S/S). Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy the X-TRACK (S/S) Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy X-TRACK (S/S) Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,4,5,6,7,http://suncrossbikes.com/script/timthumb.php?src=http://suncrossbikes.com/bikes/images/517-xtrack-single-speed.jpg&w=1300&h=700,
