SKU,Category,SubCategory,Specification,MRP,imgurl4,Description,Variant,productname,Description2,imgurl7,imgurl6,imgurl5,stock,imgurl3,imgurl2,imgurl1,Size
8.90334E+12,,Backpacks," 28 liters , 500 grams , 18"" x 13"" x 7.5"" , 600D Polyester Checks, YKK Runners &amp Zippers. , Backpacks , 20-40 liters , Men  Women , Backpacking , Campus &amp Youth , No ",1395,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338011200_Large_Top.jpg,"
	Whether you want to hit the campus or want to hit the road, pick the See-Saw a double compartment backpack.  The See Saw is designed to combat your everyday needs, so the padded shoulder straps & padded back take most of the blows.
	
	 ",GH;HT,See-saw  Campus Backpack,"
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
		Double compartment backpack.
		Side mesh pockets for water bottle.
		Padded shoulder straps and back for carrying comfort.
		Padded haul loop.
		Light Weight Backpack.
		Functional organizer on the inside gives more space for your accessories.
		Stylized print & Silhouette.
		Front easy access pocket for accessories.
		Material – 600D Polyester Checks.
		Bar tacked on specialized machines for increased durability.
		YKK Zippers and Runners.
		 ",http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/userimages/SeeSaw.jpg,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338011200_Large_Inside.jpg,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338011200_Large_Bottom.jpg,Stock Available,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338011200_Large_Side2.jpg,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338011200_Large_Side1.jpg,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338011200_Large_Frontangle.jpg,
8.90334E+12,,Backpacks," 19.5"" x 13.5"" x 8"" , 600D Polyester Houndstooth, 600D Polyester Oxford , 34.5 , Backpacks , Polyester , 20-40 liters , Women , Daytrip , Campus &amp Youth , Yes ",1895,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/RadonBackChart copy.jpg,"
	It carries your laptop, can hold charts, drafters, files, folders, I phone, I pad, cases, brushes, pencils, stationaries, chargers & other accessories, the Radon is perfect for work, for campus or even for outdoor trips. It also features a unique book sleeve & an internal organizer.",,Radon Campus Laptop Backpack,"
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	",http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/userimages/Radon.jpg,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338007937_Large_Bottom1.jpg,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338007937_Large_Top1.jpg,Stock Available,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338007937_Large_Side1.jpg,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338007937_Large_BackAngle1.jpg,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338007937_Large_FrontAngle1.jpg,
8.90334E+12,,Backpacks," 19"" x 14"" x 6"" , 690 grams , 1. Material – 450D / 600D Polyester. 2. Bar tacked on specialized machines for increased durability. 3. YKK Runners &amp Zippers. , 26 , Backpacks , Unisex , Backpacking , Campus &amp Youth ",2195,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338014317_Large_Top.jpg,"Head out the great outdoors or your campus grounds with the Wildcraft Raider, featuring stylised prints, a side zippered pocket and a unique functional organizer, the Raider is your perfect companion for all the outdoor hauls. The durable Raider is available in shades of black and green.",,Raider Retro Red Campus BackPack,"
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	",,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338014317_Large_Inside.jpg,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338014317_Large_Bottom.jpg,Stock Available,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338014317_Large_Side2.jpg,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338014317_Large_Side1.jpg,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338014317_Large_FrontAngle.jpg,
8.90334E+12,,Backpacks," 18"" x 12"" x 4.5"" , 330 grams , 1. Material – 450D Polyester. 2. Bar tacked on specialized machines for increased durability. 3. YKK Zippers and Runners. , 16 , Backpacks , Unisex , Backpacking , Campus &amp Youth ",1295,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338013341_Large_Top.jpg,"A pick it up & go pack, the stinger is your everyday urban outdoor needs backpack. Featuring flat sleeves, the Stinger makes it simply easy to carry important files & documents.  Apart from providing numerous features, the Stinger is a sturdy backpack, which is easy to haul around.",,Stinger Ray Blue Campus BackPack,"
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	",,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338013341_Large_Inside.jpg,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338013341_Large_Bottom.jpg,Stock Available,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338013341_Large_Side2.jpg,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338013341_Large_Side1.jpg,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338013341_Large_FrontAngle.jpg,
PulseBlackcopy.jpg,,Backpacks," 18"" x 13"" x 5"" , 710 grams , 19 , 1. Material – 420D Nylon (oxford + dobby). 2. Bar tacked on specialized machines for increased durability. 3. Quality zippers and runners. , Backpacks , Unisex , Backpacking , Business , Yes ",2295,,"
	Pulse, is a multi utility backpack designed for urban outdoor requirements. It’s an ideal companion with copious space, integrated haul loop, sturdy shoulder straps, ergonomic back system & an evolved organization.

	 

	
	

	
	",Black,Pulse Laptop Backpack,"
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	",http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/userimages/Pulse.jpg,,,Stock Available,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/PulseBlack1copy.jpg,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/PulseBlack2copy.jpg,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/PulseBlackcopy.jpg,
8.90334E+12,,Backpacks," 19"" X 13"" X 8"" , 460 , Mesh Pockets Capacity(liters) 32 Material  1.Material – 420 D Dobby Polyester, 600 D Dual-tone Polyester  2.YKK Zippers and Runners , 32 , 1.Material – 420 D Dobby Polyester, 600 D Dual-tone Polyester  2.YKK Zippers and Runners , Backpacks , Unisex , Backpacking , Campus &amp Youth , No ",1145,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338017851_Large_Front.jpg,"Cool, comfortable & light-weight, Neptune is an easy-to-carry double compartment pack designed for all those who are constantly on the move. Made with durable fabrics, this pack is resilient, strong and perfect for all your outdoor needs.
",,Neptune Grey Campus BackPack,"
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	",https://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/userimages/Cosmos-Collection%20%283%29.jpg,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338017851_Large_Back.jpg,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338017851_Large_BackAngle.jpg,Stock Available,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338017851_Large_Side2.jpg,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338017851_Large_Side1.jpg,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338017851_Large_FrontAngle.jpg,
8.90334E+12,,Backpacks," 18"" x 14"" x 6"" , Mesh Pockets Capacity(liters)  25 Material 1. Main fabric –  420D oxford/ 420D Dobby Nylon. 2. Bar tacked on specialized machines for increased durability. 3. Quality zippers and runners. , 25 , 1. Main fabric –  420D oxford/ 420D Dobby Nylon. 2. Bar tacked on specialized machines for increased durability. 3. Quality zippers and runners. , Backpacks , Unisex , Backpacking , Business , Yes ",2395,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338217107_Large_Top.jpg,"
	 

	A multi utility backpack designed for urban outdoor requirements, Orion is an ideal companion with copious space, integrated haul loop, sturdy shoulder straps, ergonomic back system & an evolved organization. The compression mechanism enables it to retain the compactness during light / heavy usage.</spa",Black,Orion Laptop Backpack,"
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	",http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/userimages/Orion.jpg,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338217107_Large_Bottom.jpg,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338217107_Large_Bottom.jpg,Stock Available,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338217107_Large_Side2.jpg,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338217107_Large_Side1.jpg,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338217107_Large_FrontAngle.jpg,
8.90334E+12,,Backpacks," 20"" x 14"" x 6"" , 610 grams , 16"" , 1.Material – 450D/600D Polyester. 2.Bar tacked on specialized machines for increased durability. 3. YKK Zippers and Runners , Backpacks , Unisex , Backpacking , Business , Yes ",2395,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338004998_Large_Bottom1.jpg,"
	 

	Sturdy & rock solid like a meteor, the Meteor is a dual compartment backpack that helps you carry your laptop ipad, iphone, notes, papers& other accessories with complete ease. While the backpack is named Meteor, it definitely is ergonomically designed to combat your everyday needs.",Grey,Meteor Campus Laptop Backpack,"
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
		Double compartment Laptop(16"") backpack.
		Sunglass pouch and Mesh pocket on the sides
		Elasticized front Cord Lock.
		Reflective tape along the edges.
		Specially designed channels on the back allow air circulation and minimize perspiration while carrying.
		An organizer on the inside for accessories.
		Stylish Haul Loop and Stylized prints.
		Material – 450D/600D Polyester.
		Bar tacked on specialized machines for increased durability.
		Quality zippers and runners.
		 ",http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/userimages/Meteor.jpg,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338004998_Large_Front1.jpg,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338004998_Large_Inside1.jpg,Stock Available,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338004998_Large_Top1.jpg,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338004998_Large_Side1.jpg,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338004998_Large_FrontAngle1.jpg,
8.90334E+12,,Backpacks," 490 Grams , Mesh Pockets Gear Size(H x W x D)  18.5"" x 13.5"" x 8"" Material 600D Polyester / Print Material – 600D Polyester Fabric Capacity(liters)  32 , 18.5"" x 13.5"" x 8"" , 600D Polyester / Print Material – 600D Polyester Fabric , 32 , Backpacks , Unisex , Campus &amp Youth ",1595,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338014904_Large_BackAngle1.jpg,"Carry your tablet, note, books, files, papers, files, chargers or whatever accessories you want with the Slide Retro. A dual compartment backpack, the Slide Retro features padded shoulder straps & back, which ensures complete comfort.",,Slide Retro Blue Campus Backpack,"
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	",,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338014904_Large_Bottom1.jpg,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338014904_Large_Top1.jpg,Stock Available,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338014904_Large_Side2.jpg,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338014904_Large_Side1.jpg,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338014904_Large_FrontAngle1.jpg,
8.90334E+12,,Backpacks,,2245,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338004431_Large_Top.jpg,"
	 

	Hitting the campus scene or heading out on a road trip, the LPTP is the perfect backpack for your outdoor ventures.  The LPTP is designed to combat your everyday needs it takes most of the blows you might receive with the heavy duty weight hauling.  The LPTP comes in shades of Red, Black & Green.",Grey;Red,LPTP Executive Laptop Bag,"
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	",http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/userimages/LPT_.jpg,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338004431_Large_Inside1.jpg,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338004431_Large_Bottom.jpg,Stock Available,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338004431_Large_Side1.jpg,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338004431_Large_Side2.jpg,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338004431_Large_FrontAngle.jpg,
8.90334E+12,,Backpacks," 19.5"" X 13"" X8"" , 520 , Mesh Pockets Capacity(liters) 34 Material  1.Material – 420 D Dobby Polyester, 600 D Dual-tone Polyester  2.YKK Zippers and Runners , 34 , 1.Material – 420 D Dobby Polyester, 600 D Dual-tone Polyester  2.YKK Zippers and Runners , Backpacks , Unisex , Backpacking , Campus &amp Youth , No ",1445,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338017943_Large_Front.jpg,"Looking for something that simply fits everything in? The Saturn is a unique triple compartment pack, which can accomodate everything ranging from your notes, pens, pebbles, papers, leaves or even that rock you pick off the street! Designed out of durable fabrics, Saturn is perfect for all the rough & rugged trails you might experience!
",Black;Blue;Brown;Purple;Peach,Saturn Campus BackPack,"
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	",https://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/userimages/Cosmos-Collection%20%283%29.jpg,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338017943_Large_Back.jpg,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338017943_Large_BackAngle.jpg,Stock Available,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338017943_Large_Inside.jpg,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338017943_Large_Side1.jpg,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338017943_Large_FrontAngle.jpg,
8.90334E+12,,Backpacks," 19.5"" x 12.5"" x 7"" , 510 grams , 600D Polyester Jacquard Checks, 600 D Polyester, YKK Runners &amp Zippers.  , 28 , Backpacks , Unisex , Backpacking  Daytrip , Campus &amp Youth ",1695,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338013242_Large_Top1.jpg,"Powerful, sturdy, strong, resilient & smart, the Rook is a dual compartment backpack, which allows you to carry your laptop, pens & pencils.  The Rook also features an organizer for accessories; it also features a side mesh pocket for water bottle. ",,Rook Bar Blue Campus BackPack,"
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	",,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338013242_Large_Inside1.jpg,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338013242_Large_Bottom1.jpg,Stock Available,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338013242_Large_Side2.jpg,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338013242_Large_Side1.jpg,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338013242_Large_FrontAngle1.jpg,
8.90334E+12,,Backpacks," 13.5 X 10"" X 6.5"" , 240 , Mesh Pockets Capacity(liters) 14 Material  1.Material – 420 D Dobby Polyester, 600 D Dual-tone Polyester  2.YKK Zippers and Runners , 14 , 1.Material – 420 D Dobby Polyester, 600 D Dual-tone Polyester  2.YKK Zippers and Runners , Backpacks , Unisex , Backpacking , Campus &amp Youth , No ",595,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338017639_Large_Front.jpg,"Compact & light-weight, Pluto is a easy to use, and comfortable double compartment pack for all your everyday explorations. Constructed out of durable fabrics, Pluto is strong, easy to use, light-weight and perfect for all your outdoor hauls
",,Pluto Green Campus BackPack,"
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	",https://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/userimages/Cosmos-Collection%20%283%29.jpg,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338017639_Large_Back.jpg,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338017639_Thujmbnail_BackAngle.jpg,Out of Stock ,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338017639_Large_Side2.jpg,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338017639_Large_Side1.jpg,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338017639_Large_FrontAngle.jpg,
pax.jpg,,Backpacks," 24 liters , 440 grams , 600D Polyester Oxford, 450D Polyester Ripstop , 20"" x 12"" x 6"" , Backpacks , Polyester , 20-40 liters , Men  Women , Backpacking  Daytrip , Campus &amp Youth ",1795,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/PaxOrangeBack.jpg,"
	 

	Carry your phone, ipad, accessories, books, pens, water bottle, notes & papers all in the Pax and head out to meet the challenges of your day! Do not fret, the Pax is designed to combat your everyday needs. The Pax is available in shades of Blue, Black and Orange.",Orange,Pax Campus Backpack,"
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	",http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/userimages/Pax.jpg,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/PaxGrey1.jpg,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/PaxGrey.jpg,Stock Available,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/PaxOrangeFront.jpg,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/pax 1.jpg,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/pax.jpg,
8.90334E+12,,Backpacks," 6 liters , 500 grams , 600D Polyester, 420D Nylon , 12"" x 16"" x 2"" , Portfolios and Slings , Nylon  Polyester , 0-20 liters , Men  Women , Daytrip , Business ",1895,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338008521_Large_Top.jpg,"
	The Maximus is the ultimate portfolio case packed with numerous features for the business professional. The ‘Checkpoint-Friendly’ feature makes running it through airport security most convenient.
	
	",,Maximus Laptop Backpack,"
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	",http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/userimages/Maximus.jpg,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338008521_Large_Inside1.jpg,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338008521_Large_Bottom.jpg,Stock Available,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338008521_Large_Side2.jpg,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338008521_Large_Side1.jpg,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338008521_Large_FrontAngle.jpg,
8.90334E+12,,Backpacks," 19"" x 13"" x 7' , 500 , Mesh Pockets Capacity(liters) 28 Material  1.Material – 420D Nylon Dobby. 2.210D double ripstop nylon. 3.Bar tacked on specialized machines for increased durability.4.Quality zippers and runners. , 28 , 1.Material – 420D Nylon Dobby. 2.210D double ripstop nylon. 3.Bar tacked on specialized machines for increased durability.4.Quality zippers and runners. , Backpacks , Unisex , Backpacking , Business , Yes ",1595,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338009733_Large_Top.jpg,"A dual compartment pack, the Wildcraft Club has been designed to suit your myriad urban outdoor requirements & needs. Featuring side mesh pockets, an internal organizer& laptop sleeve, the Club has copious space to accommodate all your campus or office needs.",Blue;Green;Grey;Orange,Club Campus Laptop Backpack,"
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
		Double Compartment.
		Can accommodate a 15.6” Laptop.
		Side mesh and front zippered pocket.
		Padded shoulder straps and haul loop.
		Padded back provides additional safety and carrying comfort.
		An organizer on the inside for accessories.
		Material – 420D Nylon Dobby.
		210D double ripstop nylon.
		Bar tacked on specialized machines for increased durability.
		Quality zippers and runners.
		 ",http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/userimages/Club.jpg,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338009733_Large_Inside.jpg,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338009733_Large_Bottom.jpg,Stock Available,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338009733_Large_Side2.jpg,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338009733_Large_Side1.jpg,http://martjackstorage.blob.core.windows.net/in-resources/5ce37242-239b-4986-b57c-5ca85e320542/Images/ProductImages/Large/8903338009733_Large_FrontAngle.jpg,
