Item Type,Product Name,Brand Name,Price,Retail Price,Sale Price,Product Description,Product Code/SKU,Category,Option Set,Product Availability,Current Stock Level,Free Shipping,Sort Order,Product Image Description-1,Product Image Is Thumbnail-1,Track Inventory,Product Image Sort - 1,Product Image Sort - 2,Product Image Sort - 3,Product Image Sort - 4,Product Image Sort - 5,Product Image File - 1,Product Image File - 2,Product Image File - 3,Product Image File - 4,Product Image File - 5
SKU,[S]Size= US 11.5,,,,,,UA1251479-029-11.5LEAD,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 12,,,,,,UA1251479-029-12LEAD,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 12.5,,,,,,UA1251479-029-12.5LEAD,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 13,,,,,,UA1251479-029-13LEAD,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 13.5,,,,,,UA1251479-029-13.5LEAD,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 14,,,,,,UA1251479-029-14LEAD,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 15,,,,,,UA1251479-029-15LEAD,,,,100,,,,,,,,,,,,,,,
Product,Men's UA Mobtown Shoes BLACK *,Under Armour,10024,10024,9623,This is where innovation & style meet: unrivaled materials; the performance of UA & attention to detail that borders on obsessive. These shoes just raised bar on what you wear off-field; post-gameanytime.;MULTICAM/GRAPHITE: Durable canvas upper;BROWN/BLACK/WHITE/ALUMINUM/SOLDER: Rich leather upper;Ultra-soft collar lining for unmatched comfort;Full-length ; sockliner for incredible cushion;Non-marking rubber outsole ,UA1231374-012BLACK ,Shoes/Men's Shoes/Basketball Shoes; Team Sports/Basketball/Basketball Shoes,Men's UA Mobtown Shoes,12-17 Working Days,100,N,-300,Buy Men's UA Mobtown Shoes Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,4,5,http://origin-d4.scene7.com/is/image/Underarmour/1231374-012_DEFAULT,http://origin-d4.scene7.com/is/image/Underarmour/1231374-012_SOLE,http://origin-d4.scene7.com/is/image/Underarmour/1231374-012_A,http://origin-d4.scene7.com/is/image/Underarmour/1231374-012_TOE,http://origin-d4.scene7.com/is/image/Underarmour/1231374-012_HEEL
SKU,[S]Size= US 7,,,,,,UA1231374-012-7BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 7.5,,,,,,UA1231374-012-7.5BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 8,,,,,,UA1231374-012-8BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 8.5,,,,,,UA1231374-012-8.5BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 9,,,,,,UA1231374-012-9BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 9.5,,,,,,UA1231374-012-9.5BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 10,,,,,,UA1231374-012-10BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 10.5,,,,,,UA1231374-012-10.5BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 11,,,,,,UA1231374-012-11BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 11.5,,,,,,UA1231374-012-11.5BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 12,,,,,,UA1231374-012-12BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 12.5,,,,,,UA1231374-012-12.5BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 13,,,,,,UA1231374-012-13BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 13.5,,,,,,UA1231374-012-13.5BLACK ,,,,100,,,,,,,,,,,,,,,
Product,Men's UA Micro G Juke Basketball Shoes BLACK *,Under Armour,10024,10024,9623, ;Form-fitting ; ankle construction delivers incredible; snug feel for an extra boost of speed & stability;Synthetic overlays in the forefoot; eyestays; and heel provide added durability & structure;Exposed mesh areas for superior breathability;Full-length ; foam turns cushioned landings into explosive takeoffs;TPU shank extends from the forefoot to the heel and wraps onto the lateral sidewall;Molded ; sockliner cushions and keeps your foot locked in;Combination of textured rubber & herringbone traction deliver only whats needed where you need it;Imported,UA1246939-001BLACK ,Shoes/Men's Shoes/Basketball Shoes; Team Sports/Basketball/Basketball Shoes,Men's UA Micro G Juke Basketball Shoes,12-17 Working Days,100,N,-300,Buy Men's UA Micro G Juke Basketball Shoes Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,4,5,http://origin-d4.scene7.com/is/image/Underarmour/1246939-001_DEFAULT,http://origin-d4.scene7.com/is/image/Underarmour/1246939-001_A,http://origin-d4.scene7.com/is/image/Underarmour/1246939-001_TOE,http://origin-d4.scene7.com/is/image/Underarmour/1246939-001_SOLE,http://origin-d4.scene7.com/is/image/Underarmour/1246939-001_HEEL
SKU,[S]Size= US 7.5,,,,,,UA1246939-001-7.5BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 8,,,,,,UA1246939-001-8BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 8.5,,,,,,UA1246939-001-8.5BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 9,,,,,,UA1246939-001-9BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 9.5,,,,,,UA1246939-001-9.5BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 10,,,,,,UA1246939-001-10BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 10.5,,,,,,UA1246939-001-10.5BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 11,,,,,,UA1246939-001-11BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 11.5,,,,,,UA1246939-001-11.5BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 12,,,,,,UA1246939-001-12BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 13,,,,,,UA1246939-001-13BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 14,,,,,,UA1246939-001-14BLACK ,,,,100,,,,,,,,,,,,,,,
Product,Men's UA Micro G Anatomix Spawn II Low Basketball Shoes HYPER GREEN*,Under Armour,10024,10024,9623,Interwoven layers of flexgear work with the tendons; ligaments & muscles are in the foot for a truly anatomic design;Reinforcements in the forefoot; eyestays & heel provide added durability & structure;Exposed mesh areas for superior breathability;Light; low; full-length ; midsole; strategically cored out to save weight & allow for natural flexibility; foam cushions as well as any traditional; bulkier foam & also rebounds your heel-strike energy for a quick re-launch;TPU shank extends from the forefoot to the heel & wraps onto the lateral sidewall for to help prevent rolling;Molded ; sockliner cushions & keeps your foot locked in;Combination of textured rubber & herringbone traction pods deliver only whats needed where you need it;Imported,UA1252477-389HYPER GREEN,Shoes/Men's Shoes/Basketball Shoes; Team Sports/Basketball/Basketball Shoes,Men's UA Micro G Anatomix Spawn II Low Basketball Shoes,12-17 Working Days,100,N,-300,Buy Men's UA Micro G Anatomix Spawn II Low Basketball Shoes Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,4,5,http://origin-d4.scene7.com/is/image/Underarmour/1252477-389_DEFAULT,http://origin-d4.scene7.com/is/image/Underarmour/1252477-389_A,http://origin-d4.scene7.com/is/image/Underarmour/1252477-389_TOE,http://origin-d4.scene7.com/is/image/Underarmour/1252477-389_SOLE,http://origin-d4.scene7.com/is/image/Underarmour/1252477-389_HEEL
SKU,[S]Size= US 7,,,,,,UA1252477-389-7HYPER GREEN,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 7.5,,,,,,UA1252477-389-7.5HYPER GREEN,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 8,,,,,,UA1252477-389-8HYPER GREEN,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 8.5,,,,,,UA1252477-389-8.5HYPER GREEN,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 9,,,,,,UA1252477-389-9HYPER GREEN,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 9.5,,,,,,UA1252477-389-9.5HYPER GREEN,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 10,,,,,,UA1252477-389-10HYPER GREEN,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 10.5,,,,,,UA1252477-389-10.5HYPER GREEN,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 11,,,,,,UA1252477-389-11HYPER GREEN,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 11.5,,,,,,UA1252477-389-11.5HYPER GREEN,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 12,,,,,,UA1252477-389-12HYPER GREEN,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 12.5,,,,,,UA1252477-389-12.5HYPER GREEN,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 13,,,,,,UA1252477-389-13HYPER GREEN,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 13.5,,,,,,UA1252477-389-13.5HYPER GREEN,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 14,,,,,,UA1252477-389-14HYPER GREEN,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 15,,,,,,UA1252477-389-15HYPER GREEN,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 16,,,,,,UA1252477-389-16HYPER GREEN,,,,100,,,,,,,,,,,,,,,
Product,Men's UA Micro G Anatomix Spawn II Low Basketball Shoes BLACK *,Under Armour,10024,10024,9623,Interwoven layers of flexgear work with the tendons; ligaments & muscles are in the foot for a truly anatomic design;Reinforcements in the forefoot; eyestays & heel provide added durability & structure;Exposed mesh areas for superior breathability;Light; low; full-length ; midsole; strategically cored out to save weight & allow for natural flexibility; foam cushions as well as any traditional; bulkier foam & also rebounds your heel-strike energy for a quick re-launch;TPU shank extends from the forefoot to the heel & wraps onto the lateral sidewall for to help prevent rolling;Molded ; sockliner cushions & keeps your foot locked in;Combination of textured rubber & herringbone traction pods deliver only whats needed where you need it;Imported,UA1252477-003BLACK ,Shoes/Men's Shoes/Basketball Shoes; Team Sports/Basketball/Basketball Shoes,Men's UA Micro G Anatomix Spawn II Low Basketball Shoes,12-17 Working Days,100,N,-300,Buy Men's UA Micro G Anatomix Spawn II Low Basketball Shoes Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,4,5,http://origin-d4.scene7.com/is/image/Underarmour/1252477-003_DEFAULT,http://origin-d4.scene7.com/is/image/Underarmour/1252477-003_A,http://origin-d4.scene7.com/is/image/Underarmour/1252477-003_TOE,http://origin-d4.scene7.com/is/image/Underarmour/1252477-003_SOLE,http://origin-d4.scene7.com/is/image/Underarmour/1252477-003_HEEL
SKU,[S]Size= US 5.5,,,,,,UA1252477-003-5.5BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 6,,,,,,UA1252477-003-6BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 6.5,,,,,,UA1252477-003-6.5BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 7,,,,,,UA1252477-003-7BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 7.5,,,,,,UA1252477-003-7.5BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 8,,,,,,UA1252477-003-8BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 8.5,,,,,,UA1252477-003-8.5BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 9,,,,,,UA1252477-003-9BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 9.5,,,,,,UA1252477-003-9.5BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 10,,,,,,UA1252477-003-10BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 10.5,,,,,,UA1252477-003-10.5BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 11,,,,,,UA1252477-003-11BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 11.5,,,,,,UA1252477-003-11.5BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 12,,,,,,UA1252477-003-12BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 12.5,,,,,,UA1252477-003-12.5BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 13,,,,,,UA1252477-003-13BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 13.5,,,,,,UA1252477-003-13.5BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 14,,,,,,UA1252477-003-14BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 15,,,,,,UA1252477-003-15BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 16,,,,,,UA1252477-003-16BLACK ,,,,100,,,,,,,,,,,,,,,
Product,Men's UA Micro G Juke Basketball Shoes LEAD*,Under Armour,10024,10024,9623, ;Form-fitting ; ankle construction delivers incredible; snug feel for an extra boost of speed & stability;Synthetic overlays in the forefoot; eyestays; and heel provide added durability & structure;Exposed mesh areas for superior breathability;Full-length ; foam turns cushioned landings into explosive takeoffs;TPU shank extends from the forefoot to the heel and wraps onto the lateral sidewall;Molded ; sockliner cushions and keeps your foot locked in;Combination of textured rubber & herringbone traction deliver only whats needed where you need it;Imported,UA1246939-029LEAD,Shoes/Men's Shoes/Basketball Shoes; Team Sports/Basketball/Basketball Shoes,Men's UA Micro G Juke Basketball Shoes,12-17 Working Days,100,N,-300,Buy Men's UA Micro G Juke Basketball Shoes Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,4,5,http://origin-d4.scene7.com/is/image/Underarmour/1246939-029_DEFAULT,http://origin-d4.scene7.com/is/image/Underarmour/1246939-029_A,http://origin-d4.scene7.com/is/image/Underarmour/1246939-029_TOE,http://origin-d4.scene7.com/is/image/Underarmour/1246939-029_SOLE,http://origin-d4.scene7.com/is/image/Underarmour/1246939-029_HEEL
SKU,[S]Size= US 7.5,,,,,,UA1246939-029-7.5LEAD,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 8,,,,,,UA1246939-029-8LEAD,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 8.5,,,,,,UA1246939-029-8.5LEAD,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 9,,,,,,UA1246939-029-9LEAD,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 9.5,,,,,,UA1246939-029-9.5LEAD,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 10,,,,,,UA1246939-029-10LEAD,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 10.5,,,,,,UA1246939-029-10.5LEAD,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 11,,,,,,UA1246939-029-11LEAD,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 11.5,,,,,,UA1246939-029-11.5LEAD,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 12,,,,,,UA1246939-029-12LEAD,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 13,,,,,,UA1246939-029-13LEAD,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 14,,,,,,UA1246939-029-14LEAD,,,,100,,,,,,,,,,,,,,,
Product,Men's UA Micro G Pro Basketball Shoes BLACK *,Under Armour,10967,10967,10528,Form-fitting ; ankle construction delivers incredible; snug feel for an extra boost of speed & stability;Light; low; full-length ; midsole; strategically cored out to save weight & allow for natural flexibility; foam cushions as well as any traditional; bulkier foam & also rebounds your heel-strike energy for a quick re-launch;TPU shank extends from the forefoot to the heel & wraps onto the lateral sidewall for to help prevent rolling;Molded ; sockliner cushions & keeps your foot locked in;Combination of textured rubber & herringbone traction pods deliver only whats needed where you need it;Imported,UA1251479-005BLACK ,Shoes/Men's Shoes/Basketball Shoes; Team Sports/Basketball/Basketball Shoes,Men's UA Micro G Pro Basketball Shoes,12-17 Working Days,100,N,-300,Buy Men's UA Micro G Pro Basketball Shoes Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,4,5,http://origin-d4.scene7.com/is/image/Underarmour/1251479-005_DEFAULT,http://origin-d4.scene7.com/is/image/Underarmour/1251479-005_A,http://origin-d4.scene7.com/is/image/Underarmour/1251479-005_TOE,http://origin-d4.scene7.com/is/image/Underarmour/1251479-005_SOLE,http://origin-d4.scene7.com/is/image/Underarmour/1251479-005_HEEL
SKU,[S]Size= US 7,,,,,,UA1251479-005-7BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 7.5,,,,,,UA1251479-005-7.5BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 8,,,,,,UA1251479-005-8BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 8.5,,,,,,UA1251479-005-8.5BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 9,,,,,,UA1251479-005-9BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 9.5,,,,,,UA1251479-005-9.5BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 10,,,,,,UA1251479-005-10BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 10.5,,,,,,UA1251479-005-10.5BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 11,,,,,,UA1251479-005-11BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 11.5,,,,,,UA1251479-005-11.5BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 12,,,,,,UA1251479-005-12BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 12.5,,,,,,UA1251479-005-12.5BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 13,,,,,,UA1251479-005-13BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 13.5,,,,,,UA1251479-005-13.5BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 14,,,,,,UA1251479-005-14BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 15,,,,,,UA1251479-005-15BLACK ,,,,100,,,,,,,,,,,,,,,
Product,Men's UA Micro G Anatomix Spawn II Low Basketball Shoes CAROLINA BLUE*,Under Armour,10024,10024,9623,Interwoven layers of flexgear work with the tendons; ligaments & muscles are in the foot for a truly anatomic design;Reinforcements in the forefoot; eyestays & heel provide added durability & structure;Exposed mesh areas for superior breathability;Light; low; full-length ; midsole; strategically cored out to save weight & allow for natural flexibility; foam cushions as well as any traditional; bulkier foam & also rebounds your heel-strike energy for a quick re-launch;TPU shank extends from the forefoot to the heel & wraps onto the lateral sidewall for to help prevent rolling;Molded ; sockliner cushions & keeps your foot locked in;Combination of textured rubber & herringbone traction pods deliver only whats needed where you need it;Imported,UA1252477-475CAROLINA BLUE,Shoes/Men's Shoes/Basketball Shoes; Team Sports/Basketball/Basketball Shoes,Men's UA Micro G Anatomix Spawn II Low Basketball Shoes,12-17 Working Days,100,N,-300,Buy Men's UA Micro G Anatomix Spawn II Low Basketball Shoes Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,4,5,http://origin-d4.scene7.com/is/image/Underarmour/1252477-475_DEFAULT,http://origin-d4.scene7.com/is/image/Underarmour/1252477-475_A,http://origin-d4.scene7.com/is/image/Underarmour/1252477-475_TOE,http://origin-d4.scene7.com/is/image/Underarmour/1252477-475_SOLE,http://origin-d4.scene7.com/is/image/Underarmour/1252477-475_HEEL
SKU,[S]Size= US 4,,,,,,UA1252477-475-4CAROLINA BLUE,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 4.5,,,,,,UA1252477-475-4.5CAROLINA BLUE,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 5,,,,,,UA1252477-475-5CAROLINA BLUE,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 5.5,,,,,,UA1252477-475-5.5CAROLINA BLUE,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 6,,,,,,UA1252477-475-6CAROLINA BLUE,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 6.5,,,,,,UA1252477-475-6.5CAROLINA BLUE,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 7,,,,,,UA1252477-475-7CAROLINA BLUE,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 7.5,,,,,,UA1252477-475-7.5CAROLINA BLUE,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 8,,,,,,UA1252477-475-8CAROLINA BLUE,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 8.5,,,,,,UA1252477-475-8.5CAROLINA BLUE,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 9,,,,,,UA1252477-475-9CAROLINA BLUE,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 9.5,,,,,,UA1252477-475-9.5CAROLINA BLUE,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 10,,,,,,UA1252477-475-10CAROLINA BLUE,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 10.5,,,,,,UA1252477-475-10.5CAROLINA BLUE,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 11,,,,,,UA1252477-475-11CAROLINA BLUE,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 11.5,,,,,,UA1252477-475-11.5CAROLINA BLUE,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 12,,,,,,UA1252477-475-12CAROLINA BLUE,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 12.5,,,,,,UA1252477-475-12.5CAROLINA BLUE,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 13,,,,,,UA1252477-475-13CAROLINA BLUE,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 13.5,,,,,,UA1252477-475-13.5CAROLINA BLUE,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 14,,,,,,UA1252477-475-14CAROLINA BLUE,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 15,,,,,,UA1252477-475-15CAROLINA BLUE,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 16,,,,,,UA1252477-475-16CAROLINA BLUE,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 19,,,,,,UA1252477-475-19CAROLINA BLUE,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 20,,,,,,UA1252477-475-20CAROLINA BLUE,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 21,,,,,,UA1252477-475-21CAROLINA BLUE,,,,100,,,,,,,,,,,,,,,
Product,Men's UA Micro G Pro Basketball Shoes CAROLINA BLUE*,Under Armour,10967,10967,10528,Form-fitting ; ankle construction delivers incredible; snug feel for an extra boost of speed & stability;Light; low; full-length ; midsole; strategically cored out to save weight & allow for natural flexibility; foam cushions as well as any traditional; bulkier foam & also rebounds your heel-strike energy for a quick re-launch;TPU shank extends from the forefoot to the heel & wraps onto the lateral sidewall for to help prevent rolling;Molded ; sockliner cushions & keeps your foot locked in;Combination of textured rubber & herringbone traction pods deliver only whats needed where you need it;Imported,UA1251479-475CAROLINA BLUE,Shoes/Men's Shoes/Basketball Shoes; Team Sports/Basketball/Basketball Shoes,Men's UA Micro G Pro Basketball Shoes,12-17 Working Days,100,N,-300,Buy Men's UA Micro G Pro Basketball Shoes Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,4,5,http://origin-d4.scene7.com/is/image/Underarmour/1251479-475_DEFAULT,http://origin-d4.scene7.com/is/image/Underarmour/1251479-475_A,http://origin-d4.scene7.com/is/image/Underarmour/1251479-475_TOE,http://origin-d4.scene7.com/is/image/Underarmour/1251479-475_SOLE,http://origin-d4.scene7.com/is/image/Underarmour/1251479-475_HEEL
SKU,[S]Size= US 7,,,,,,UA1251479-475-7CAROLINA BLUE,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 7.5,,,,,,UA1251479-475-7.5CAROLINA BLUE,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 8,,,,,,UA1251479-475-8CAROLINA BLUE,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 8.5,,,,,,UA1251479-475-8.5CAROLINA BLUE,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 9,,,,,,UA1251479-475-9CAROLINA BLUE,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 9.5,,,,,,UA1251479-475-9.5CAROLINA BLUE,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 10,,,,,,UA1251479-475-10CAROLINA BLUE,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 10.5,,,,,,UA1251479-475-10.5CAROLINA BLUE,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 11,,,,,,UA1251479-475-11CAROLINA BLUE,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 11.5,,,,,,UA1251479-475-11.5CAROLINA BLUE,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 12,,,,,,UA1251479-475-12CAROLINA BLUE,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 12.5,,,,,,UA1251479-475-12.5CAROLINA BLUE,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 13,,,,,,UA1251479-475-13CAROLINA BLUE,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 13.5,,,,,,UA1251479-475-13.5CAROLINA BLUE,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 14,,,,,,UA1251479-475-14CAROLINA BLUE,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 15,,,,,,UA1251479-475-15CAROLINA BLUE,,,,100,,,,,,,,,,,,,,,
Product,Men's UA Jet Basketball Shoes LEAD*,Under Armour,7197,7197,6909,Only the story is simple. The streamlined midsole & clean design approach give you on-court/off-court versatility.;Leather & synthetic overlays give you lateral & medial stability ;Open mesh & diecut foam make the collar ridiculously breathable;Molded OrthoLite sockliner cushions & keeps your foot locked in;Compression molded full-length EVA foam midsole for cushioning & support;Full-length one-piece rubber outsole with multi-directional traction pattern gives sure-footed lateral & linear movement;Imported,UA1246943-029LEAD,Shoes/Men's Shoes/Basketball Shoes; Team Sports/Basketball/Basketball Shoes,Men's UA Jet Basketball Shoes,12-17 Working Days,100,N,-300,Buy Men's UA Jet Basketball Shoes Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,4,5,http://origin-d4.scene7.com/is/image/Underarmour/1246943-029_DEFAULT,http://origin-d4.scene7.com/is/image/Underarmour/1246943-029_A,http://origin-d4.scene7.com/is/image/Underarmour/1246943-029_TOE,http://origin-d4.scene7.com/is/image/Underarmour/1246943-029_SOLE,http://origin-d4.scene7.com/is/image/Underarmour/1246943-029_HEEL
SKU,[S]Size= US 7.5,,,,,,UA1246943-029-7.5LEAD,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 8,,,,,,UA1246943-029-8LEAD,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 8.5,,,,,,UA1246943-029-8.5LEAD,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 9,,,,,,UA1246943-029-9LEAD,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 9.5,,,,,,UA1246943-029-9.5LEAD,,,,100,,,,,,,,,,,,,,,
