Item Type,Product Name,Brand Name,Product Code,Availability,Price, Description,Images
Product,Handle Bar - 2,Suncross, SCS-HB-023(SC)A, In Stock,Rs 525,"<table class=""attribute"">
										<thead>
						<tr>
							<td colspan=""2"">Specifications</td>
						</tr>
					</thead>
					<tbody>
												<tr>
							<td>Material</td>
							<td>Alloy</td>
						</tr>
												<tr>
							<td>Colours</td>
							<td>Black</td>
						</tr>
												<tr>
							<td>Width</td>
							<td>580mm</td>
						</tr>
												<tr>
							<td>Clamping Diameter</td>
							<td>31.8mm</td>
						</tr>
											</tbody>
									</table>",http://rydercycles.com/image/cache/data/Sparesandaccesories/HandleBar/SCS-HB-023(SC)A-500x500.jpg
Product,Saddle - 3,Suncross, SCS-SDL-608A, In Stock,Rs 365,"<table class=""attribute"">
										<thead>
						<tr>
							<td colspan=""2"">Specifications</td>
						</tr>
					</thead>
					<tbody>
												<tr>
							<td>Material</td>
							<td>PU</td>
						</tr>
												<tr>
							<td>Colours</td>
							<td>Black/Blue, Black/Red, Black/Silver</td>
						</tr>
											</tbody>
									</table>",http://rydercycles.com/image/cache/data/Sparesandaccesories/saddle/SCS-SDL-608A-500x500.jpg
Product,Freewheel 5 Speed Non-Index,Suncross, SCS-FW-005 , In Stock,Rs 240,"<table class=""attribute"">
										<thead>
						<tr>
							<td colspan=""2"">Specifications</td>
						</tr>
					</thead>
					<tbody>
												<tr>
							<td>Index</td>
							<td>No</td>
						</tr>
												<tr>
							<td>Teeth</td>
							<td>14-28T</td>
						</tr>
												<tr>
							<td>Colours</td>
							<td>Golden Brown </td>
						</tr>
												<tr>
							<td>Speed</td>
							<td>5 Speed</td>
						</tr>
											</tbody>
									</table>",http://rydercycles.com/image/cache/data/Freewheel/10-500x500.jpg
Product,Bee 16A,Schnell, SKB001, In Stock,"Rs 5,690","<table class=""attribute"">
										<thead>
						<tr>
							<td colspan=""2"">Specifications</td>
						</tr>
					</thead>
					<tbody>
												<tr>
							<td>Frames</td>
							<td>STEEL</td>
						</tr>
												<tr>
							<td>Rims</td>
							<td>STEEL 16"" </td>
						</tr>
												<tr>
							<td>Fork</td>
							<td>RIGID</td>
						</tr>
												<tr>
							<td>Front Break</td>
							<td>V BREAK </td>
						</tr>
												<tr>
							<td>Rear Suspension</td>
							<td>-</td>
						</tr>
												<tr>
							<td>Front Deraileur</td>
							<td>-</td>
						</tr>
												<tr>
							<td>Handle &amp; Stem</td>
							<td>STEEL</td>
						</tr>
												<tr>
							<td>Rear Deraileur</td>
							<td>-</td>
						</tr>
												<tr>
							<td>Rear Break</td>
							<td>V BREAK </td>
						</tr>
												<tr>
							<td>Free Wheel</td>
							<td>STEEL</td>
						</tr>
												<tr>
							<td>Wheels</td>
							<td>-</td>
						</tr>
												<tr>
							<td>Seat Post</td>
							<td>STEEL WITH Q/R </td>
						</tr>
												<tr>
							<td>Shifters</td>
							<td>-</td>
						</tr>
												<tr>
							<td>Crank Set</td>
							<td>STEEL</td>
						</tr>
												<tr>
							<td>Tyre</td>
							<td>-</td>
						</tr>
											</tbody>
									</table>",http://rydercycles.com/image/cache/data/schnell/BEE 16a-500x500.jpg
Product,Rear Derailleur - 3,Suncross, SCS-YD-H35, In Stock,Rs 235,"<table class=""attribute"">
										<thead>
						<tr>
							<td colspan=""2"">Specifications</td>
						</tr>
					</thead>
					<tbody>
												<tr>
							<td>Index</td>
							<td>No</td>
						</tr>
												<tr>
							<td>Mount</td>
							<td>Dropout (Rear Axle)</td>
						</tr>
												<tr>
							<td>Colours</td>
							<td>Silver-Red</td>
						</tr>
												<tr>
							<td>Speed</td>
							<td>6-7</td>
						</tr>
											</tbody>
									</table>",http://rydercycles.com/image/cache/data/Derailleur/derailleur7-500x500.jpg
Product,Crankset Steel M/S 5,Suncross, SCS-CWC-018, In Stock,Rs 440,"<table class=""attribute"">
										<thead>
						<tr>
							<td colspan=""2"">Specifications</td>
						</tr>
					</thead>
					<tbody>
												<tr>
							<td>Guard</td>
							<td>Yes</td>
						</tr>
												<tr>
							<td>Index</td>
							<td>Steel Cotterless</td>
						</tr>
												<tr>
							<td>Teeth</td>
							<td>24/34/42T</td>
						</tr>
												<tr>
							<td>Length</td>
							<td>170mm</td>
						</tr>
												<tr>
							<td>Material</td>
							<td>Plastified Steel</td>
						</tr>
												<tr>
							<td>Colours</td>
							<td>Black</td>
						</tr>
											</tbody>
									</table>",http://rydercycles.com/image/cache/data/Sparesandaccesories/Crackset/SCS-CWC-018-500x500.jpg
Product,Chainguard- 1,Suncross, SCS-CG4-001C, In Stock,Rs 75,"<table class=""attribute"">
										<thead>
						<tr>
							<td colspan=""2"">Specifications</td>
						</tr>
					</thead>
					<tbody>
												<tr>
							<td>Colours</td>
							<td>Transparent and Black</td>
						</tr>
											</tbody>
									</table>",http://rydercycles.com/image/cache/data/crank/crank14-500x500.jpg
Product,Cottered Axle,Suncross, ECNBB-004, In Stock,Rs 95,"<table class=""attribute"">
										<thead>
						<tr>
							<td colspan=""2"">Specifications</td>
						</tr>
					</thead>
					<tbody>
												<tr>
							<td>Axle</td>
							<td>148</td>
						</tr>
												<tr>
							<td>Bracket Width</td>
							<td>68</td>
						</tr>
												<tr>
							<td>Size</td>
							<td>45*52*51</td>
						</tr>
											</tbody>
									</table>",http://rydercycles.com/image/cache/data/bbsets/bb7-500x500.jpg
Product,Cassette 8 Speed Index,Suncross, SCS-CS-008, In Stock,"Rs 1,625","<table class=""attribute"">
										<thead>
						<tr>
							<td colspan=""2"">Specifications</td>
						</tr>
					</thead>
					<tbody>
												<tr>
							<td>Gear Combination</td>
							<td>11-32T</td>
						</tr>
												<tr>
							<td>Colours</td>
							<td>Silver</td>
						</tr>
												<tr>
							<td>Speed</td>
							<td>8</td>
						</tr>
											</tbody>
									</table>",http://rydercycles.com/image/cache/data/Freewheel/4-500x500.jpg
Product,BRAKE LEVER-5,Suncross, SCS-BL-34-R , In Stock,Rs 165,"<table class=""attribute"">
										<thead>
						<tr>
							<td colspan=""2"">Specifications</td>
						</tr>
					</thead>
					<tbody>
												<tr>
							<td>Adjuster</td>
							<td>Reach &amp; barrel </td>
						</tr>
												<tr>
							<td>Material</td>
							<td>PVC Bracket with alloy levers</td>
						</tr>
												<tr>
							<td>Colours</td>
							<td>Bracket-Black, Lever-Silver</td>
						</tr>
												<tr>
							<td>Brake Lever</td>
							<td>For Linear pulled or Regular Canti brakes for Thumb or Grip Shifter.</td>
						</tr>
											</tbody>
									</table>",http://rydercycles.com/image/cache/data/Brake Lever/timthumb6-500x500.jpg
Product,Caliper Brake- 2,Suncross, SCS-CL-BRK-YD-Z55, In Stock,Rs 565,"<table class=""attribute"">
										<thead>
						<tr>
							<td colspan=""2"">Specifications</td>
						</tr>
					</thead>
					<tbody>
												<tr>
							<td>Adjuster</td>
							<td>Cam</td>
						</tr>
												<tr>
							<td>Material</td>
							<td>Alloy</td>
						</tr>
												<tr>
							<td>Colours</td>
							<td>Silver</td>
						</tr>
											</tbody>
									</table>",http://rydercycles.com/image/cache/data/discbrake/db9-500x500.jpg
Product,Bottle Cage - 3,Suncross, SCS-BC-006, In Stock,Rs 75,"<table class=""attribute"">
										<thead>
						<tr>
							<td colspan=""2"">Specifications</td>
						</tr>
					</thead>
					<tbody>
												<tr>
							<td>Weight</td>
							<td>33 Gms</td>
						</tr>
												<tr>
							<td>Material</td>
							<td>PVC</td>
						</tr>
												<tr>
							<td>Code</td>
							<td>BC-001</td>
						</tr>
											</tbody>
									</table>",http://rydercycles.com/image/cache/data/Sparesandaccesories/Accesories/SCS-BC-006-500x500.jpg
Product,BRAKE LEVER-2,Suncross, SCS-BL-FR-ST , In Stock,Rs 250,"<table class=""attribute"">
										<thead>
						<tr>
							<td colspan=""2"">Specifications</td>
						</tr>
					</thead>
					<tbody>
												<tr>
							<td>Brake Lever</td>
							<td>(FOR FREESTYLE)</td>
						</tr>
											</tbody>
									</table>",http://rydercycles.com/image/cache/data/Brake Lever/timthumb 2-500x500.jpg
Product,Crankset Steel Single Speed 3,Suncross, SCS-CWC-012, In Stock,Rs 315,"<table class=""attribute"">
										<thead>
						<tr>
							<td colspan=""2"">Specifications</td>
						</tr>
					</thead>
					<tbody>
												<tr>
							<td>Axle Compatible</td>
							<td>Cotter Pin</td>
						</tr>
												<tr>
							<td>Guard</td>
							<td>--</td>
						</tr>
												<tr>
							<td>Teeth</td>
							<td>44T (1/2'' x 1/8'')</td>
						</tr>
												<tr>
							<td>Length</td>
							<td>170mm</td>
						</tr>
												<tr>
							<td>Material</td>
							<td>Steel</td>
						</tr>
												<tr>
							<td>Colours</td>
							<td>Black </td>
						</tr>
											</tbody>
									</table>",http://rydercycles.com/image/cache/data/Sparesandaccesories/Crackset/SCS-CWC-012-500x500.jpg
Product,Crankset Steel Multispeed 9,Suncross, SCS-CWC-007, In Stock,Rs 475,"<table class=""attribute"">
										<thead>
						<tr>
							<td colspan=""2"">Specifications</td>
						</tr>
					</thead>
					<tbody>
												<tr>
							<td>Axle Compatible</td>
							<td>Square Taper</td>
						</tr>
												<tr>
							<td>Guard</td>
							<td>Yes</td>
						</tr>
												<tr>
							<td>Teeth</td>
							<td>42-34-24T</td>
						</tr>
												<tr>
							<td>Length</td>
							<td>170mm</td>
						</tr>
												<tr>
							<td>Material</td>
							<td>Steel Plastic Coated</td>
						</tr>
												<tr>
							<td>Colours</td>
							<td>Black </td>
						</tr>
											</tbody>
									</table>",http://rydercycles.com/image/cache/data/Sparesandaccesories/Crackset/SCS-CWC-007-500x500.jpg
Product,Crankset Steel Multispeed 8,Suncross, SCS-CWC-008, In Stock,Rs 475,"<table class=""attribute"">
										<thead>
						<tr>
							<td colspan=""2"">Specifications</td>
						</tr>
					</thead>
					<tbody>
												<tr>
							<td>Axle Compatible</td>
							<td>Square Taper</td>
						</tr>
												<tr>
							<td>Guard</td>
							<td>Yes</td>
						</tr>
												<tr>
							<td>Teeth</td>
							<td>48/38/28T</td>
						</tr>
												<tr>
							<td>Length</td>
							<td>170mm</td>
						</tr>
												<tr>
							<td>Material</td>
							<td>Steel Plastic Coated</td>
						</tr>
												<tr>
							<td>Colours</td>
							<td>Black </td>
						</tr>
											</tbody>
									</table>",http://rydercycles.com/image/cache/data/Sparesandaccesories/Crackset/SCS-CWC-008-500x500.jpg
Product,Crankset Steel Single Speed,Suncross, SCS-CWC-010, In Stock,Rs 415,"<table class=""attribute"">
										<thead>
						<tr>
							<td colspan=""2"">Specifications</td>
						</tr>
					</thead>
					<tbody>
												<tr>
							<td>Axle Compatible</td>
							<td>Cotter Pin</td>
						</tr>
												<tr>
							<td>Guard</td>
							<td>Yes (Double)</td>
						</tr>
												<tr>
							<td>Teeth</td>
							<td>44T (1/2'' x 1/8'')</td>
						</tr>
												<tr>
							<td>Length</td>
							<td>170mm</td>
						</tr>
												<tr>
							<td>Material</td>
							<td>Steel</td>
						</tr>
												<tr>
							<td>Colours</td>
							<td>Black </td>
						</tr>
											</tbody>
									</table>",http://rydercycles.com/image/cache/data/Sparesandaccesories/Crackset/SCS-CWC-010-500x500.jpg
Product,BRAKE LEVER-4,Suncross, SCS-BL-B45 , In Stock,Rs 145,"<table class=""attribute"">
										<thead>
						<tr>
							<td colspan=""2"">Specifications</td>
						</tr>
					</thead>
					<tbody>
												<tr>
							<td>Adjustment</td>
							<td>Reach &amp; Cable Adjuster Option</td>
						</tr>
												<tr>
							<td>Material</td>
							<td>PVC Bracket &amp; Alloy Lever</td>
						</tr>
												<tr>
							<td>Colours</td>
							<td>Combination of Black &amp; Silver </td>
						</tr>
												<tr>
							<td>Brake Lever</td>
							<td>Pair Compatible : Caliper Brake &amp; V-Brake </td>
						</tr>
											</tbody>
									</table>",http://rydercycles.com/image/cache/data/Brake Lever/timthumb 4-500x500.jpg
Product,Crankset Steel M/S- 4,Suncross, SCS-CWC-017, In Stock,Rs 450,"<table class=""attribute"">
										<thead>
						<tr>
							<td colspan=""2"">Specifications</td>
						</tr>
					</thead>
					<tbody>
												<tr>
							<td>Axle Compatible</td>
							<td>Square Taper</td>
						</tr>
												<tr>
							<td>Guard</td>
							<td>Yes</td>
						</tr>
												<tr>
							<td>Teeth</td>
							<td>48-38-28T</td>
						</tr>
												<tr>
							<td>Length</td>
							<td>170mm</td>
						</tr>
												<tr>
							<td>Material</td>
							<td>Steel Plastic Coated</td>
						</tr>
												<tr>
							<td>Colours</td>
							<td>Grey</td>
						</tr>
											</tbody>
									</table>",http://rydercycles.com/image/cache/data/crank/crank19-500x500.jpg
Product,Crankset Steel M/S- 3,Suncross, SCS-CWC-016, In Stock,Rs 450,"<table class=""attribute"">
										<thead>
						<tr>
							<td colspan=""2"">Specifications</td>
						</tr>
					</thead>
					<tbody>
												<tr>
							<td>Guard</td>
							<td>Black</td>
						</tr>
												<tr>
							<td>Index</td>
							<td>Steel Cotterless</td>
						</tr>
												<tr>
							<td>Teeth</td>
							<td>28/38/48T</td>
						</tr>
												<tr>
							<td>Length</td>
							<td>170mm</td>
						</tr>
												<tr>
							<td>Material</td>
							<td>Plastified Steel</td>
						</tr>
												<tr>
							<td>Colours</td>
							<td>Black </td>
						</tr>
											</tbody>
									</table>",http://rydercycles.com/image/cache/data/crank/crank18-500x500.jpg
