Item Type,Product ID,Product Name,Brand Name,Price,Retail Price,Sale Price,Product Description,Product Code/SKU,Bin Picking Number,Category,Option Set,Product Availability,Current Stock Level,Free Shipping,Sort Order,Meta Description,Page Title,Product Image Description - 1,Product Image Is Thumbnail - 1,Track Inventory,Product Image Sort - 1,Product Image Sort - 2,Product Image Sort - 3,Product Image Sort - 4,Product Image Sort-5,Product Image Sort-6,Product Image Sort-7,Product Image Sort-8,Product Image File - 1,Product Image File - 2,Product Image File - 3,Product Image File - 4,Product Image File - 5 ,Product Image File - 6,Product Image File - 7,Product Image File - 8
Product,,Asics Gel Neo 3 Women Hockey Shoe Indigo Blue/Flash Coral/Pistachio*,Asics,15013.705,15013.705,13748.6908975,<li>Speed and comfort on the field</li>.<li>The new GEL-Hockey Neo 3 has been designed and developed for fast movements on the hockeyfield. Catering to quick and agile players it has a low profile and great responsiveness.</li>.<li>In this edition the new midsole and the new flex grooves in the outsole promote more efficient and aggressive turns and forward movements.</li>.<li>To ensure optimal traction on the field the outsole is made AHAR+ rubber. The studs on the lateral side are slightly bigger for better traction while turning.</li>.<li>The new upper construction offers a very comfortable but supportive fit.</li>.<li>Plus the GEL-Cushioning in the forefoot and heelabsorbs impact and offers extra comfort.</li>.<li>Colour: Indigo Blue/Flash Coral/Pistachio</li>.<li>Size: 3 - 9</li>,826274HKD,HOCKEYDIRECT,Team Sports/Hockey/Hockey Shoes;Shoes/Women's Shoes/Hockey Shoes and Spikes,Asics Gel Neo 3 Women Hockey Shoe6,12-17 Working Days,100,N,-300,Get your hands on the Asics Gel Neo 3 Women Hockey Shoe. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy the Asics Gel Neo 3 Women Hockey Shoe Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Asics Gel Neo 3 Women Hockey Shoe Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Option,1,2,3,4,5,http://www.hockeydirect.com/imagecache/12b37f39-c0d0-4dc5-b822-a4b3009442e7_500x500.jpg,http://www.hockeydirect.com/imagecache/2eb910d5-f1f9-4f62-bd05-a4b3009442e8_500x500.jpg,http://www.hockeydirect.com/imagecache/19a1c617-ce96-47cb-8cfd-a4b3009442e9_500x500.jpg,http://www.hockeydirect.com/imagecache/daec178f-0615-42f4-85b5-a4b3009442e9_500x500.jpg,http://www.hockeydirect.com/imagecache/6a8e60ed-b266-49e5-a736-a4b3009442e9_500x500.jpg,http://www.hockeydirect.com/imagecache/668a7020-ebf1-4aa3-a63e-a4b3009442e9_500x500.jpg,
Product,,Kookaburra Viper Junior Hockey Shoe Midnight Black/Tangy Orange*,Kookaburra,7209.6379,7209.6379,6573.9840475,<li>Lightweight low profile shoe NEW for 2015</li>.<li>Waterproof durable upper with the very latest in breathable mesh construction</li>.<li>Hockey specific outsole to provide superb traction</li>.<li>Advanced EVA mid sole for superior shock absorption</li>.<li>Stitched toe section for enhanced durability</li>.<li>Lightweight insole with heel and front support to reduce shockwaves</li>.<li>Padded tongue ankle and heel for extreme comfort</li>.<li>Colour: Midnight Black / Tangy Orange</li>.<li>JUNIOR UK 3 - 6 (full sizes only)</li>,246012HKD,HOCKEYDIRECT,Team Sports/Hockey/Hockey Shoes;Shoes/Women's Shoes/Hockey Shoes and Spikes,Kookaburra Viper Junior Hockey Shoe6,12-17 Working Days,100,N,-300,Get your hands on the Kookaburra Viper Junior Hockey Shoe. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy the Kookaburra Viper Junior Hockey Shoe Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Kookaburra Viper Junior Hockey Shoe Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Option,1,2,3,4,5,http://www.hockeydirect.com/imagecache/0ef20ac6-7539-41cf-a605-a4b5009ecd54_500x500.jpg,http://www.hockeydirect.com/imagecache/a26d6c9a-9e27-4c09-aff2-a4b5009ecd68_500x500.jpg,http://www.hockeydirect.com/imagecache/3a7a63b3-529d-490e-a266-a4b5009ecd68_500x500.jpg,http://www.hockeydirect.com/imagecache/e6965f66-7b98-4524-ac58-a4b5009ecd68_500x500.jpg,http://www.hockeydirect.com/imagecache/c35d2b75-b346-45f9-90ff-a4b5009ecd68_500x500.jpg,
SKU,,[S]Size=UK 3,,,,,,246012UK3X,HOCKEYDIRECT,,,,100
SKU,,[S]Size=UK 4,,,,,,246012UK4X,HOCKEYDIRECT,,,,100
SKU,,[S]Size=UK 5,,,,,,246012UK5X,HOCKEYDIRECT,,,,100
SKU,,[S]Size=UK 6,,,,,,246012UK6X,HOCKEYDIRECT,,,,100
Product,,Grays G11000 Hockey Shoe Lime/Orange*,Grays,12496.264,12496.264,11482.9939975,<li>The new G11000 Shoe has been designed and developed for fast quick movements on the hockey field. </li>.<li>Aimed at quick agile powerful players looking for a shoe with great responsiveness.</li>.<li>Upper Construction:</li>.<li>New upper construction with one piece revamped G-LITE PRO lightweight microfibre providing high tech comfortable waterproof performance.</li>.<li>GFIT Bracing System – Enhanced support brace system provides stability required for motion guidance for efficient quick turning movements.</li>.<li>Superior Heel Fit – External TPU heel counter provides stability a secure fit and reduces lateral movement in the heel area.</li>.<li>GTuff Plus - Reinforced rubber compound attached to the forefoot providing increased durability and protection.</li>.<li>Internal:</li>.<li>Removable Sockliner – pre moulded to the shape of the foot using high-grade memory EVA.</li>.<li>EVA Tongue construction provides superior comfort and ergonomic design ensures the perfect fit.</li>.<li>GTECH PRO SOLE UNIT:</li>.<li>Outsole Traction - GTech Pro Sole cleats are suitable for sand and water based pitches full rubber with multi directional-cleated grip pattern.</li>.<li>GTECH forefoot flex grooves and exposed EVA promote natural foot movement and increased ball striking power.</li>.<li>GTech Midsole – Full length dual density midsole - Enhances support and cushioning throughout the foot for both forward and sideways movement.</li>.<li>New improved high grade EVA in midsole to provide instant responsiveness during foot strike off.</li>.<li>COLOUR: Lime/Orange</li>.<li>SIZES: 3 3.5 4 4.5 5 5.5 6 6.5 7 7.5 8 8.5 9 9.510 10.5 11 11.5 12 13</li>,226044HKD,HOCKEYDIRECT,Team Sports/Hockey/Hockey Shoes;Shoes/Men's Shoes/Hockey Shoes and Spikes,Grays G11000 Hockey Shoe6,12-17 Working Days,100,N,-300,Get your hands on the Grays G11000 Hockey Shoe. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy the Grays G11000 Hockey Shoe Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Grays G11000 Hockey Shoe Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Option,1,2,3,4,5,http://www.hockeydirect.com/imagecache/11a7ec7e-256e-4218-968f-a4b30112dd3c_500x500.jpg,http://www.hockeydirect.com/imagecache/f9645c61-d5f4-4152-a61f-a4b30112dd3c_500x500.jpg,http://www.hockeydirect.com/imagecache/986af405-dddd-4b62-acaf-a4b30112dd3c_500x500.jpg,
SKU,,[S]Size=UK 3,,,,,,226044UK3X,HOCKEYDIRECT,,,,100
SKU,,[S]Size=UK 3.5,,,,,,226044UK3.5X,HOCKEYDIRECT,,,,100
SKU,,[S]Size=UK 4,,,,,,226044UK4X,HOCKEYDIRECT,,,,100
SKU,,[S]Size=UK 4.5,,,,,,226044UK4.5X,HOCKEYDIRECT,,,,100
SKU,,[S]Size=UK 5,,,,,,226044UK5X,HOCKEYDIRECT,,,,100
SKU,,[S]Size=UK 5.5,,,,,,226044UK5.5X,HOCKEYDIRECT,,,,100
SKU,,[S]Size=UK 6,,,,,,226044UK6X,HOCKEYDIRECT,,,,100
SKU,,[S]Size=UK 6.5,,,,,,226044UK6.5X,HOCKEYDIRECT,,,,100
SKU,,[S]Size=UK 7,,,,,,226044UK7X,HOCKEYDIRECT,,,,100
SKU,,[S]Size=UK 7.5,,,,,,226044UK7.5X,HOCKEYDIRECT,,,,100
SKU,,[S]Size=UK 8,,,,,,226044UK8X,HOCKEYDIRECT,,,,100
SKU,,[S]Size=UK 8.5,,,,,,226044UK8.5X,HOCKEYDIRECT,,,,100
SKU,,[S]Size=UK 9,,,,,,226044UK9X,HOCKEYDIRECT,,,,100
SKU,,[S]Size=UK 9.5,,,,,,226044UK9.5X,HOCKEYDIRECT,,,,100
SKU,,[S]Size=UK 10,,,,,,226044UK10X,HOCKEYDIRECT,,,,100
SKU,,[S]Size=UK 10.5,,,,,,226044UK10.5X,HOCKEYDIRECT,,,,100
SKU,,[S]Size=UK 11,,,,,,226044UK11X,HOCKEYDIRECT,,,,100
SKU,,[S]Size=UK 11.5,,,,,,226044UK11.5X,HOCKEYDIRECT,,,,100
SKU,,[S]Size=UK 12,,,,,,226044UK12X,HOCKEYDIRECT,,,,100
SKU,,[S]Size=UK 13,,,,,,226044UK13X,HOCKEYDIRECT,,,,100
Product,81358,Gryphon Aero G2 Hockey Shoe Pink*,Gryphon,8720.1025,8720.1025,8084.4486475,<li>The GRYPHON AERO G2 has the ultimate in multi-stud hockey shoe configuration with a rubber sole providing brilliant grip on synthetic and natural grass.</li>.<li>With excellent forefoot flex and rear foot stability combined with a premium non-stretch upper The AERO G2 fits better feels better creating an optimal hockey footwear experience.</li>.<li>Super light 335g  </li>.<li>Multi-Stud configuration for optimal grip</li>.<li>Stability focused design for increased comfort and performance</li>.<li>Reinforced toe cap for added protection whilst maintaining mobility</li>.<li>Forefoot Flex allows excellent surface contact on accelleration turning and stopping</li>.<li>Available in European sizes: 35-45.</li>.<li>Colour : Pink</li>,316006PHKD,HOCKEYDIRECT,Team Sports/Hockey/Hockey Shoes;Shoes/Men's Shoes/Hockey Shoes and Spikes,Gryphon Aero G2 Hockey Shoe5,12-17 Working Days,100,N,-300,Get your hands on the Gryphon Aero G2 Hockey Shoe. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy the Gryphon Aero G2 Hockey Shoe Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Gryphon Aero G2 Hockey Shoe Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Option,1,2,3,4,5,6,7,8,http://www.hockeydirect.com/imagecache/cc3ffa29-a5e2-4225-a3ad-a35d00c1bca7_500x500.jpg,http://www.hockeydirect.com/imagecache/fb2e3e6a-b79d-49ff-ab70-a35d00c1bca7_500x500.jpg,
SKU,195196,[S]Size=EU 35,,,,,,316006PUK35X,HOCKEYDIRECT,,,,100
SKU,195197,[S]Size=EU 36,,,,,,316006PUK36X,HOCKEYDIRECT,,,,100
SKU,195198,[S]Size=EU 37,,,,,,316006PUK37X,HOCKEYDIRECT,,,,100
SKU,195199,[S]Size=EU 38,,,,,,316006PUK38X,HOCKEYDIRECT,,,,100
SKU,195200,[S]Size=EU 39,,,,,,316006PUK39X,HOCKEYDIRECT,,,,100
SKU,195201,[S]Size=EU 41,,,,,,316006PUK41X,HOCKEYDIRECT,,,,100
