Item Type,Product ID,Product Name,Brand Name,Price,Retail Price,Sale Price,Product Description,Product Code/SKU,Bin Picking Number,Category,Option Set,Product Availability,Current Stock Level,Free Shipping,Sort Order,Meta Description,Page Title,Product Image Description - 1,Product Image Is Thumbnail - 1,Track Inventory,Product Image Sort - 1,Product Image Sort - 2,Product Image Sort - 3,Product Image Sort - 4,Product Image Sort-5,Product Image Sort-6,Product Image Sort-7,Product Image Sort-8,Product Image File - 1,Product Image File - 2,Product Image File - 3,Product Image File - 4,Product Image File - 5 ,Product Image File - 6,Product Image File - 7,Product Image File - 8,
Product,,Cosmic Cosmic 26 Prince Bicycle,Cosmic,10999,10999,,"<ul class=""a-vertical a-spacing-none"">
					
					
						<li><span class=""a-list-item""> STEEL FRAME/FRONT SUSPENSION</span></li>
					
						<li><span class=""a-list-item""> ALLOY BRAKE LEVERS/ALLOY RIMS</span></li>
					
						<li><span class=""a-list-item""> SHIMANO 21 SPEED GRIP SHIFT RS-35 SET</span></li>
					
						<li><span class=""a-list-item""> FRONT AND REAR DISC BRAKES</span></li>
					
						<li><span class=""a-list-item""> KICK STAND Kindly note: This product will be shipped in a semi assembled/dismantled state</span></li>
					
				</ul><tr><td class=""label"">Age-Range</td><td class=""value"">10 years and above</td></tr><tr><td class=""label"">Bike-Type</td><td class=""value"">All-Mountain</td></tr><tr><td class=""label"">Brake-Type</td><td class=""value"">dual disc brake</td></tr><tr><td class=""label"">Brand</td><td class=""value"">Cosmic</td></tr><tr><td class=""label"">Frame-Material</td><td class=""value"">steel</td></tr><tr><td class=""label"">Frame-Size</td><td class=""value"">19</td></tr><tr><td class=""label"">Number-of-Items</td><td class=""value"">1</td></tr><tr><td class=""label"">Number-of-Speeds</td><td class=""value"">21</td></tr><tr><td class=""label"">Sport</td><td class=""value"">Cycling</td></tr><tr><td class=""label"">Suspension</td><td class=""value"">front suspension</td></tr><tr><td class=""lAttr""> </td><td class=""lAttr""> </td></tr>",B00LHRRW1A,PresidencyCycles,"Sports, Fitness & Outdoors/Cycling/Bikes/Comfort Bikes",Cosmic Cosmic 26 Prince Bicycle,8-13 Working Days,100,N,-250,Get your hands on the Cosmic Cosmic 26 Prince Bicycle. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Get your hands on the Cosmic Cosmic 26 Prince Bicycle. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Get your hands on the Cosmic Cosmic 26 Prince Bicycle. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,4,5,6,7,8,http://ecx.images-amazon.com/images/I/51A-a6sMWuL.jpg,,,,,,,,
Product,,Hero Cycles Kid Zone Sundancer Bicycle,Hero,4798,4798,,"<ul class=""a-vertical a-spacing-none"">
					
					
						<li><span class=""a-list-item""> Ergonomically Designed Stylish D-Tech, Seat Tube Less Mig Welded.</span></li>
					
						<li><span class=""a-list-item""> Oversized Oval Tubing For Unmatched Strength And Rigidity.</span></li>
					
						<li><span class=""a-list-item""> Stylishly Designed. Soft Synthetic Resin Grips With Mushroom Design.</span></li>
					
						<li><span class=""a-list-item""> Specially Enginnered Side Pull Caliper Brake System. Steel Reinforced Resin Moulded Brake Levers. Friction-Free Cable Casings For Effective Braking.</span></li>
					
						<li><span class=""a-list-item""> Improved Resin Moulded Anti-Skid Body Refletorised Pedals. Kindly note: This product will be shipped in a semi assembled/dismantled state</span></li>
					
				</ul><tr><td class=""label"">Color</td><td class=""value"">Multi</td></tr><tr class=""item-model-number""><td class=""label"">Item part number</td><td class=""value"">SUNDANCER</td></tr><tr><td class=""label"">Manufacturer's Minimum Suggested Age (years)</td><td class=""value"">3</td></tr><tr><td class=""lAttr""> </td><td class=""lAttr""> </td></tr>",B00LHRYFFG,PresidencyCycles,"Toys & Games/Bikes, Trikes & Ride-Ons/Kids' Bikes & Accessories/Kids' Bikes",Hero Cycles Kid Zone Sundancer Bicycle,8-13 Working Days,100,N,-250,Get your hands on the Hero Cycles Kid Zone Sundancer Bicycle. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Get your hands on the Hero Cycles Kid Zone Sundancer Bicycle. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Get your hands on the Hero Cycles Kid Zone Sundancer Bicycle. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,4,5,6,7,8,http://ecx.images-amazon.com/images/I/517wBfG4bVL.jpg,,,,,,,,
Product,,"X-Bicycle Cico 14"" Bicycle",X-Bicycle,5998,5998,,"<ul class=""a-vertical a-spacing-none"">
					
					
						<li><span class=""a-list-item""> Hi-Tensile Steel Frame With Bmx Fork.</span></li>
					
						<li><span class=""a-list-item""> Bmx Fork/Front And Rear Caliper Brakes.</span></li>
					
						<li><span class=""a-list-item""> Tyre Size 14X1.75.</span></li>
					
						<li><span class=""a-list-item""> Alloy Rim With Spokes, Size 14X1.75.</span></li>
					
						<li><span class=""a-list-item""> Trainer Wheels, Front Basket Kindly note: This product will be shipped in a semi assembled/dismantled state</span></li>
					
				</ul><tr><td class=""label"">Color</td><td class=""value"">Multi</td></tr><tr class=""item-model-number""><td class=""label"">Item part number</td><td class=""value"">Cico 14"" Boy</td></tr><tr><td class=""label"">Manufacturer's Minimum Suggested Age (years)</td><td class=""value"">3</td></tr><tr><td class=""lAttr""> </td><td class=""lAttr""> </td></tr>",B00LHRZXKW,PresidencyCycles,"Toys & Games/Bikes, Trikes & Ride-Ons/Balance Bikes","X-Bicycle Cico 14"" Bicycle",8-13 Working Days,100,N,-250,"Get your hands on the X-Bicycle Cico 14"" Bicycle. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts","Get your hands on the X-Bicycle Cico 14"" Bicycle. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts","Get your hands on the X-Bicycle Cico 14"" Bicycle. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts",Y,By Product,1,2,3,4,5,6,7,8,http://ecx.images-amazon.com/images/I/516Sfp9rmeL.jpg,http://ecx.images-amazon.com/images/I/516Sfp9rmeL.jpg,,,,,,,
Product,,HLX-NMC Bow Red Kids Bicycle,HLX-NMC,5498,5498,,"<ul class=""a-vertical a-spacing-none"">
					
					
						<li><span class=""a-list-item""> Designer Bow Basket And Trunk</span></li>
					
						<li><span class=""a-list-item""> Trouble Free Tyre, Tube And Eva Wheels</span></li>
					
						<li><span class=""a-list-item""> Musical Backrest With Folding Arms/Painted Rims And Handle Bars</span></li>
					
						<li><span class=""a-list-item""> Mirror On Handle Bar/Tiger Face Pop Horn</span></li>
					
						<li><span class=""a-list-item""> Training Wheels For Children/Size Available For Age Group 2 Years To 7 Years Kindly note: This product will be shipped in a semi assembled/dismantled state</span></li>
					
				</ul><tr><td class=""label"">Color</td><td class=""value"">Multi</td></tr><tr class=""item-model-number""><td class=""label"">Item part number</td><td class=""value"">BOW Red</td></tr><tr><td class=""label"">Manufacturer's Minimum Suggested Age (years)</td><td class=""value"">3</td></tr><tr><td class=""lAttr""> </td><td class=""lAttr""> </td></tr>",B00LHRUCWQ,PresidencyCycles,,HLX-NMC Bow Red Kids Bicycle,8-13 Working Days,100,N,-250,Get your hands on the HLX-NMC Bow Red Kids Bicycle. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Get your hands on the HLX-NMC Bow Red Kids Bicycle. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Get your hands on the HLX-NMC Bow Red Kids Bicycle. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,4,5,6,7,8,http://ecx.images-amazon.com/images/I/410s0OGVYLL.jpg,,,,,,,,
Product,,HLX-NMC 2758 Battery Operated Kids Ride On(Blue),HLX-NMC,9499,9499,,"<ul class=""a-vertical a-spacing-none"">
					
					
						<li><span class=""a-list-item""> Multi Function Steering Wheel With Horn</span></li>
					
						<li><span class=""a-list-item""> Aux Socket For Mp3 Player/In Built Speaker For Music</span></li>
					
						<li><span class=""a-list-item""> Forward And Reverse Gears/4 Channel Remote Controller/6V-7Ah Rechargeable Battery With Charger</span></li>
					
						<li><span class=""a-list-item""> Size L.W.H : 110X59X51 Cms</span></li>
					
						<li><span class=""a-list-item""> Kindly note: This product will be shipped in a semi assembled/dismantled state</span></li>
					
				</ul><tr><td class=""label"">Color</td><td class=""value"">Blue</td></tr><tr class=""item-model-number""><td class=""label"">Item part number</td><td class=""value"">2758 (Blue)</td></tr><tr><td class=""label"">Manufacturer's Minimum Suggested Age (years)</td><td class=""value"">3</td></tr><tr><td class=""lAttr""> </td><td class=""lAttr""> </td></tr>",B00LHRWBR0,PresidencyCycles,,HLX-NMC 2758 Battery Operated Kids Ride On(Blue),8-13 Working Days,100,N,-250,Get your hands on the HLX-NMC 2758 Battery Operated Kids Ride On(Blue). Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Get your hands on the HLX-NMC 2758 Battery Operated Kids Ride On(Blue). Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Get your hands on the HLX-NMC 2758 Battery Operated Kids Ride On(Blue). Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,4,5,6,7,8,http://ecx.images-amazon.com/images/I/51MWXeLlCGL.jpg,,,,,,,,
Product,,HLX-NMC 109 Kids Ride On,HLX-NMC,4798,4798,,"<ul class=""a-vertical a-spacing-none"">
					
					
						<li><span class=""a-list-item""> New Design Tiger Shaped Tricycle</span></li>
					
						<li><span class=""a-list-item""> Seat With Backrest And Protection</span></li>
					
						<li><span class=""a-list-item""> Guitar Toy</span></li>
					
						<li><span class=""a-list-item""> Rear Storage Space</span></li>
					
						<li><span class=""a-list-item""> Foot Rest/Hood/Parental Control/Musical Horn Kindly note: This product will be shipped in a semi assembled/dismantled state</span></li>
					
				</ul><tr><td class=""label"">Color</td><td class=""value"">Multi</td></tr><tr class=""item-model-number""><td class=""label"">Item part number</td><td class=""value"">109</td></tr><tr><td class=""label"">Manufacturer's Minimum Suggested Age (years)</td><td class=""value"">3</td></tr><tr><td class=""lAttr""> </td><td class=""lAttr""> </td></tr>",B00LHRTT20,PresidencyCycles,,HLX-NMC 109 Kids Ride On,8-13 Working Days,100,N,-250,Get your hands on the HLX-NMC 109 Kids Ride On. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Get your hands on the HLX-NMC 109 Kids Ride On. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Get your hands on the HLX-NMC 109 Kids Ride On. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,4,5,6,7,8,http://ecx.images-amazon.com/images/I/416rLaaA%2BAL.jpg,,,,,,,,
Product,,HLX-NMC 1118 Battery Operated Kids Ride On(Red),HLX-NMC,13999,13999,,"<ul class=""a-vertical a-spacing-none"">
					
					
						<li><span class=""a-list-item""> Multi Functional Steering Wheel</span></li>
					
						<li><span class=""a-list-item""> Aux Socket For Mp3 Player/In Built Speaker For Music</span></li>
					
						<li><span class=""a-list-item""> Forward And Reverse Gears/4 Channel Remote Controller/6V-7Ah Rechargeable Battery With Charger</span></li>
					
						<li><span class=""a-list-item""> Size L.W.H: 123X55X63 Cms</span></li>
					
						<li><span class=""a-list-item""> Kindly note: This product will be shipped in a semi assembled/dismantled state</span></li>
					
				</ul><tr><td class=""label"">Color</td><td class=""value"">Red</td></tr><tr class=""item-model-number""><td class=""label"">Item part number</td><td class=""value"">1118 (Red)</td></tr><tr><td class=""label"">Manufacturer's Minimum Suggested Age (years)</td><td class=""value"">3</td></tr><tr><td class=""lAttr""> </td><td class=""lAttr""> </td></tr>",B00LHRX0ZC,PresidencyCycles,,HLX-NMC 1118 Battery Operated Kids Ride On(Red),8-13 Working Days,100,N,-250,Get your hands on the HLX-NMC 1118 Battery Operated Kids Ride On(Red). Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Get your hands on the HLX-NMC 1118 Battery Operated Kids Ride On(Red). Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Get your hands on the HLX-NMC 1118 Battery Operated Kids Ride On(Red). Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,4,5,6,7,8,http://ecx.images-amazon.com/images/I/51Ho6N%2BNZ9L.jpg,,,,,,,,
Product,,HLX-NMC 802 Basic Kids Ride On,HLX-NMC,2298,2298,,"<ul class=""a-vertical a-spacing-none"">
					
					
						<li><span class=""a-list-item""> Children Tricycle</span></li>
					
						<li><span class=""a-list-item""> Scooter Face Design</span></li>
					
						<li><span class=""a-list-item""> Mirror</span></li>
					
						<li><span class=""a-list-item""> Rear Storage Face</span></li>
					
						<li><span class=""a-list-item""> Seat With Backrest Kindly note: This product will be shipped in a semi assembled/dismantled state</span></li>
					
				</ul><tr><td class=""label"">Color</td><td class=""value"">Multi</td></tr><tr class=""item-model-number""><td class=""label"">Item part number</td><td class=""value"">802 BASIC</td></tr><tr><td class=""label"">Manufacturer's Minimum Suggested Age (years)</td><td class=""value"">3</td></tr><tr><td class=""lAttr""> </td><td class=""lAttr""> </td></tr>",B00LHRU3IO,PresidencyCycles,,HLX-NMC 802 Basic Kids Ride On,8-13 Working Days,100,N,-250,Get your hands on the HLX-NMC 802 Basic Kids Ride On. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Get your hands on the HLX-NMC 802 Basic Kids Ride On. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Get your hands on the HLX-NMC 802 Basic Kids Ride On. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,4,5,6,7,8,http://ecx.images-amazon.com/images/I/415UVxUfdjL.jpg,,,,,,,,
Product,,HLX-NMC 2928 Battery Operated Kids Ride On(Green),HLX-NMC,15999,15999,,"<ul class=""a-vertical a-spacing-none"">
					
					
						<li><span class=""a-list-item""> Multi Functional Steering Wheel</span></li>
					
						<li><span class=""a-list-item""> Aux Socket For Mp3 Player/In Built Speaker For Music</span></li>
					
						<li><span class=""a-list-item""> Forward And Reverse Gears/4 Channel Remote Controller/6V-7Ah Rechargeable Battery With Charger</span></li>
					
						<li><span class=""a-list-item""> Size L.W.H: 122X70X80 Cms</span></li>
					
						<li><span class=""a-list-item""> Kindly note: This product will be shipped in a semi assembled/dismantled state</span></li>
					
				</ul><tr><td class=""label"">Batteries Required</td><td class=""value"">Yes</td></tr><tr><td class=""label"">Color</td><td class=""value"">Green</td></tr><tr class=""item-model-number""><td class=""label"">Item part number</td><td class=""value"">2928 (Green)</td></tr><tr><td class=""label"">Manufacturer's Minimum Suggested Age (years)</td><td class=""value"">3</td></tr><tr><td class=""lAttr""> </td><td class=""lAttr""> </td></tr>",B00LHRXJB2,PresidencyCycles,"Toys & Games/Bikes, Trikes & Ride-Ons/Kids' Bikes & Accessories/Kids' Bikes",HLX-NMC 2928 Battery Operated Kids Ride On(Green),8-13 Working Days,100,N,-250,Get your hands on the HLX-NMC 2928 Battery Operated Kids Ride On(Green). Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Get your hands on the HLX-NMC 2928 Battery Operated Kids Ride On(Green). Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Get your hands on the HLX-NMC 2928 Battery Operated Kids Ride On(Green). Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,4,5,6,7,8,http://ecx.images-amazon.com/images/I/41WpT%2BIRfuL.jpg,,,,,,,,
Product,,HLX-NMC 2758 Battery Operated Kids Ride On(Yellow),HLX-NMC,9499,9499,,"<ul class=""a-vertical a-spacing-none"">
					
					
						<li><span class=""a-list-item""> Multi Function Steering Wheel With Horn</span></li>
					
						<li><span class=""a-list-item""> Aux Socket For Mp3 Player/In Built Speaker For Music</span></li>
					
						<li><span class=""a-list-item""> Forward And Reverse Gears/4 Channel Remote Controller/6V-7Ah Rechargeable Battery With Charger</span></li>
					
						<li><span class=""a-list-item""> Size L.W.H : 110X59X51 Cms</span></li>
					
						<li><span class=""a-list-item""> Kindly note: This product will be shipped in a semi assembled/dismantled state</span></li>
					
				</ul><tr><td class=""label"">Color</td><td class=""value"">Yellow</td></tr><tr class=""item-model-number""><td class=""label"">Item part number</td><td class=""value"">2758 (Yellow)</td></tr><tr><td class=""label"">Manufacturer's Minimum Suggested Age (years)</td><td class=""value"">3</td></tr><tr><td class=""lAttr""> </td><td class=""lAttr""> </td></tr>",B00LHRWEG8,PresidencyCycles,,HLX-NMC 2758 Battery Operated Kids Ride On(Yellow),8-13 Working Days,100,N,-250,Get your hands on the HLX-NMC 2758 Battery Operated Kids Ride On(Yellow). Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Get your hands on the HLX-NMC 2758 Battery Operated Kids Ride On(Yellow). Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Get your hands on the HLX-NMC 2758 Battery Operated Kids Ride On(Yellow). Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,4,5,6,7,8,http://ecx.images-amazon.com/images/I/51Qa5lJJTrL.jpg,,,,,,,,
Product,,HLX-NMC 9010 Kids Ride On,HLX-NMC,2498,2498,,"<ul class=""a-vertical a-spacing-none"">
					
					
						<li><span class=""a-list-item""> Bear Shaped Swing Car</span></li>
					
						<li><span class=""a-list-item""> Back Rest</span></li>
					
						<li><span class=""a-list-item""> Steering Wheel With Horn And Lights</span></li>
					
						<li><span class=""a-list-item""> Large Seating Space</span></li>
					
						<li><span class=""a-list-item""> Smooth Wheels For Easy Riding Kindly note: This product will be shipped in a semi assembled/dismantled state</span></li>
					
				</ul><tr><td class=""label"">Color</td><td class=""value"">Multi</td></tr><tr class=""item-model-number""><td class=""label"">Item part number</td><td class=""value"">9010</td></tr><tr><td class=""label"">Manufacturer's Minimum Suggested Age (years)</td><td class=""value"">3</td></tr><tr><td class=""lAttr""> </td><td class=""lAttr""> </td></tr>",B00LHRTK38,PresidencyCycles,,HLX-NMC 9010 Kids Ride On,8-13 Working Days,100,N,-250,Get your hands on the HLX-NMC 9010 Kids Ride On. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Get your hands on the HLX-NMC 9010 Kids Ride On. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Get your hands on the HLX-NMC 9010 Kids Ride On. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,4,5,6,7,8,http://ecx.images-amazon.com/images/I/21ORd9LVzqL.jpg,,,,,,,,
Product,,HLX-NMC 105 Kids Ride On,HLX-NMC,4098,4098,,"<ul class=""a-vertical a-spacing-none"">
					
					
						<li><span class=""a-list-item""> New Design Tricycle</span></li>
					
						<li><span class=""a-list-item""> Seat With Backrest And Protection</span></li>
					
						<li><span class=""a-list-item""> Rocker</span></li>
					
						<li><span class=""a-list-item""> Rear Storage Space</span></li>
					
						<li><span class=""a-list-item""> Foot Rest/Hood/Parental Control/Musical Horn And Lights Kindly note: This product will be shipped in a semi assembled/dismantled state</span></li>
					
				</ul><tr><td class=""label"">Color</td><td class=""value"">Multi</td></tr><tr class=""item-model-number""><td class=""label"">Item part number</td><td class=""value"">105</td></tr><tr><td class=""label"">Manufacturer's Minimum Suggested Age (years)</td><td class=""value"">3</td></tr><tr><td class=""lAttr""> </td><td class=""lAttr""> </td></tr>",B00LHRTXXK,PresidencyCycles,"Toys & Games/Bikes, Trikes & Ride-Ons/Kids' Bikes & Accessories",HLX-NMC 105 Kids Ride On,8-13 Working Days,100,N,-250,Get your hands on the HLX-NMC 105 Kids Ride On. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Get your hands on the HLX-NMC 105 Kids Ride On. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Get your hands on the HLX-NMC 105 Kids Ride On. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,4,5,6,7,8,http://ecx.images-amazon.com/images/I/415agSRmGjL.jpg,,,,,,,,
Product,,HLX-NMC 102 Delux Kids Ride On,HLX-NMC,3798,3798,,"<ul class=""a-vertical a-spacing-none"">
					
					
						<li><span class=""a-list-item""> Children Tricycle</span></li>
					
						<li><span class=""a-list-item""> Toy On Handlebar With Horn</span></li>
					
						<li><span class=""a-list-item""> Front And Rear Storage Space</span></li>
					
						<li><span class=""a-list-item""> Seat With Protection</span></li>
					
						<li><span class=""a-list-item""> Foot Rest/Hood/Navigator Kindly note: This product will be shipped in a semi assembled/dismantled state</span></li>
					
				</ul><tr><td class=""label"">Batteries Required</td><td class=""value"">No</td></tr><tr><td class=""label"">Color</td><td class=""value"">Multi</td></tr><tr class=""item-model-number""><td class=""label"">Item part number</td><td class=""value"">102 DELUX</td></tr><tr><td class=""label"">Manufacturer's Minimum Suggested Age (years)</td><td class=""value"">3</td></tr><tr><td class=""lAttr""> </td><td class=""lAttr""> </td></tr>",B00LHRTMJK,PresidencyCycles,,HLX-NMC 102 Delux Kids Ride On,8-13 Working Days,100,N,-250,Get your hands on the HLX-NMC 102 Delux Kids Ride On. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Get your hands on the HLX-NMC 102 Delux Kids Ride On. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Get your hands on the HLX-NMC 102 Delux Kids Ride On. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,4,5,6,7,8,http://ecx.images-amazon.com/images/I/412GU60H%2BzL.jpg,,,,,,,,
Product,,HLX-NMC 9020 Kids Ride On,HLX-NMC,2498,2498,,"<ul class=""a-vertical a-spacing-none"">
					
					
						<li><span class=""a-list-item""> Sheep Faced Swing Car</span></li>
					
						<li><span class=""a-list-item""> Back Rest</span></li>
					
						<li><span class=""a-list-item""> Steering Wheel With Horn And Lights</span></li>
					
						<li><span class=""a-list-item""> Large Seating Space</span></li>
					
						<li><span class=""a-list-item""> Smooth Wheels For Easy Riding Kindly note: This product will be shipped in a semi assembled/dismantled state</span></li>
					
				</ul><tr><td class=""label"">Batteries Required</td><td class=""value"">No</td></tr><tr><td class=""label"">Color</td><td class=""value"">Multi</td></tr><tr class=""item-model-number""><td class=""label"">Item part number</td><td class=""value"">9020</td></tr><tr><td class=""label"">Manufacturer's Minimum Suggested Age (years)</td><td class=""value"">3</td></tr><tr><td class=""lAttr""> </td><td class=""lAttr""> </td></tr>",B00LHRTGSW,PresidencyCycles,,HLX-NMC 9020 Kids Ride On,8-13 Working Days,100,N,-250,Get your hands on the HLX-NMC 9020 Kids Ride On. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Get your hands on the HLX-NMC 9020 Kids Ride On. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Get your hands on the HLX-NMC 9020 Kids Ride On. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,4,5,6,7,8,http://ecx.images-amazon.com/images/I/311NNvIMt6L.jpg,,,,,,,,
Product,,Hero Cycles Street Racer 24 Mountain Bike,Hero,5298,5298,,"<ul class=""a-vertical a-spacing-none"">
					
					
						<li><span class=""a-list-item""> Unique design mountain bike frame with integral carrier, ergonomically designed oversized mig welded, unmatched strength built-in design</span></li>
					
						<li><span class=""a-list-item""> Uni-crown mig welded, extra rigidity provided in design</span></li>
					
						<li><span class=""a-list-item""> Mtb style double curved handle with extended stem, synthetic resin grips for better riding comforts, attractive small bar ends with pvc sleeves</span></li>
					
						<li><span class=""a-list-item""> High strength v-brake with reinforced alloy brake levers. friction-free casing for braking with ease</span></li>
					
						<li><span class=""a-list-item""> Wheels 24x1.75, 36h kindly note, this product will be shipped in a semi assembled/dismantled state</span></li>
					
				</ul><tr><td class=""label"">Bike-Type</td><td class=""value"">Freeride</td></tr><tr><td class=""label"">Brake-Type</td><td class=""value"">V-Brake</td></tr><tr><td class=""label"">Brand</td><td class=""value"">Hero</td></tr><tr><td class=""label"">Frame-Material</td><td class=""value"">steel</td></tr><tr><td class=""label"">Sport</td><td class=""value"">cycling</td></tr><tr><td class=""lAttr""> </td><td class=""lAttr""> </td></tr>",B00LHRP9TM,PresidencyCycles,"Sports, Fitness & Outdoors/Cycling/Bikes/Mountain Bikes",Hero Cycles Street Racer 24 Mountain Bike,8-13 Working Days,100,N,-250,Get your hands on the Hero Cycles Street Racer 24 Mountain Bike. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Get your hands on the Hero Cycles Street Racer 24 Mountain Bike. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Get your hands on the Hero Cycles Street Racer 24 Mountain Bike. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,4,5,6,7,8,http://ecx.images-amazon.com/images/I/51FgNQtCNAL.jpg,,,,,,,,
Product,,Hero Cycles Roadsters Royal Gold Bicycle,Hero,4799,4799,,"<ul class=""a-vertical a-spacing-none"">
					
					
						<li><span class=""a-list-item""> Frame ergonomically designed, lugged roadster frame/fork extra rigidity provided in design, attractive fork eyes/ handle ergonomically designed handle for comfortable riding posture in up-right position</span></li>
					
						<li><span class=""a-list-item""> Specially engineered centre pull brake system</span></li>
					
						<li><span class=""a-list-item""> 44tx7 crank, steel cp</span></li>
					
						<li><span class=""a-list-item""> Dome shaped steel mudguards, specially designed reflector for rear mudguard</span></li>
					
						<li><span class=""a-list-item""> Improved quality of, cups and axle etc. for better performance and prolonged life. thin barrel, steel cp, 32/40 holes. kindly note, this product will be shipped in a semi assembled/dismantled state</span></li>
					
				</ul><tr><td class=""label"">Bike-Type</td><td class=""value"">Freeride</td></tr><tr><td class=""label"">Brake-Type</td><td class=""value"">V-Brake</td></tr><tr><td class=""label"">Brand</td><td class=""value"">Hero</td></tr><tr><td class=""label"">Frame-Material</td><td class=""value"">steel</td></tr><tr><td class=""label"">Sport</td><td class=""value"">cycling</td></tr><tr><td class=""lAttr""> </td><td class=""lAttr""> </td></tr>",B00LHRQVCQ,PresidencyCycles,,Hero Cycles Roadsters Royal Gold Bicycle,8-13 Working Days,100,N,-250,Get your hands on the Hero Cycles Roadsters Royal Gold Bicycle. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Get your hands on the Hero Cycles Roadsters Royal Gold Bicycle. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Get your hands on the Hero Cycles Roadsters Royal Gold Bicycle. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,4,5,6,7,8,http://ecx.images-amazon.com/images/I/51MSYD2nF9L.jpg,,,,,,,,
