Category,SKU,Description,Review,SP,,SubCategory,productname,Size,,,imgurl1,imgurl2,imgurl3,imgurl4,imgurl5,imgurl6,imgurl7,imgurl8,imgurl9
Racket Grips,[Export Packing],"

    
        
            
            Specifications:
            
            
            Yonex AC102EX 
            
        
        
            
            Size
            
            
            25mm Wide / 0.6mm Thick
            1200mm Long (for 3 rackets)
            
        
        
            
            Minimum Order Quantity
            
            
            10 packs
            
        
        
            
            Available Color
            
            
            See option below
            Subject to stock availability
            
        
        
            
            Material
            
            
            100% Polyurethane
            
        
    

",,2790,,,Yonex Super Grap AC102EX (5 reels),,,,,,,,,,,,
Grommets,,"

    
        
            
            Specifications:
            
            
            MBS® Badminton Racket Grommets
            
        
        
            
            Types &amp; Measurements
            
            
            Type K  -  Ø 2.1 x L 11.0 mm
            
        
        
            
            Minimum Order Quantity
            
            
            Pack of approximately 100pcs per Color
            
        
        
            
            Color
            
            
            See options below
            
        
        
            
            Material
            
            
            Plastic
            
        
    

",,368.28,,,MBS Color Grommets K (approx. 100 pieces),,,,http://www.mybadmintonstore.comhttp://www.mybadmintonstore.com/shop/images/MBSColorGrommetsKL%20copy.jpg,,,http://www.mybadmintonstore.comhttp://www.mybadmintonstore.com/shop/images/MBSColorGrommetsKL%20copy.jpg,,,,,
Strings,[BS110],,,4278,,,Gosen MultiLade R4X 110 (box of 10),,,,,,,,,,,,
Strings,[BL-8000],"

    
        
            
            Specifications:
            
            
            Toalson® BL-8000
            
        
        
            
            Packing
            
            
            10m bag
            
        
        
            
            Minimum Order Quantity
            
            
            10 bags
            
        
        
            
            Available Color
            
            
            See option below
            Subject to stock availability
            
        
        
            
            Material
            
            
            Micron 70 Synthetic String 
            0.70mm
            Durability + Repulsion
            
        
    

",,3608.4,,,Toalson BioLogic 8000 (box of 10),,,,,,,http://www.mybadmintonstore.com/shop/images/ToalsonBL8000.jpg,,,,,
Racket Grips,[AC018],"

    
        
            
            Specifications:
            
            
            Victor Grip Powder AC018
            
        
        
            
            Volume
            
            
            Net 25 gram
            
        
        
            
            Material
            
            
            Magnesium Carbonate
            Calcium Carbonate
            Sweat absorption for PU &amp; towel grips
            
        
    

",,740.28,,,Victor Grip Powder AC018,,,,,,,,,,,,
Victor Thruster,[TK-9000],"

    
        
            
            Specifications:
            
            
            Victor® Thruster K-9000
            
        
        
            
            Stiffness
            
            
            Stiff
            
        
        
            
            Frame Shape
            
            
            Isometric
            
        
        
            
            Frame
            
            
            Multi-Layer Graphene, Nano Resin
            Power Box
            
        
        
            
            Shaft
            
            
            UHM Graphite + Nano Fortify
            7.0mm Shaft
            
        
        
            
            Weight
            
            
            3U (85-89g)
            4U (80-84g)
            
        
        
            
            Total Length (frame tip – handle end)
            
            
            675mm (26.5 inches)
            
        
        
            
            Grip Size
            
            
            3UG5, 4UG5
            
        
        
            
            Recommended String Tension 
            
            
            3U: 20-28lbs
            
        
        
            
            4U: 20-26lbs
            
        
        
            
            Balance Point from Grip End
            
            
            295-305mm (Head Heavy)
            
        
    

",,14284.8,,,Victor Thruster K-9000,,,,,,,http://www.mybadmintonstore.com/shop/images/VictorTK9000Frame1.jpg,http://www.mybadmintonstore.com/shop/images/VictorTK9000Frame2.jpg,http://www.mybadmintonstore.com/shop/images/VictorTK9000Frame3.jpg,http://www.mybadmintonstore.com/shop/images/VictorTK9000Shaft.jpg,http://www.mybadmintonstore.com/shop/images/VictorTK9000Full.jpg,
Yonex ArcSaber,[ARC-11 SP],"

    
        
            
            Specifications:
            
            
            Yonex ArcSaber 11 SP/IP
            
        
        
            
            Stiffness
            
            
            Stiff
            
        
        
            
            Frame Shape
            
            
            Isometric
            New Built-in T-Joint - T-ANCHOR
            
        
        
            
            Frame
            
            
            HM Graphite
            Neo CS Carbon Nanotube
            Sonic Metal
            
        
        
            
            Shaft
            
            
            HM Graphite + Ultra PEF
            
        
        
            
            Weight
            
            
            3UG4, 3UG5
            
        
        
            
            Total Length (frame tip – handle end)
            
            
            674mm (26.5 inches)
            
        
        
            
            Grip Size
            
            
            G4 / G5 (subject to availability)
            
        
        
            
            Recommended String Tension 
            
            
            Main 20-24lbs
            
        
        
            
            Cross 22-26lbs
            
        
        
            
            Balance Point from Grip End
            
            
            285-295mm
            
        
    

",,14508,,,Yonex ArcSaber 11 SP/IP,,,,http://www.mybadmintonstore.com/shop/images/YonexARC11FullR.jpg,,,http://www.mybadmintonstore.com/shop/images/YonexARC11FullR.jpg,,,,,
Strings,[BG-68T-2 Export],"

    
        
            
            Specifications:
            
            
            Yonex® BG-68T-2
            Export Packing
            
        
        
            
            Packing
            
            
            200m Reel
            
        
        
            
            Minimum Order Quantity
            
            
            1 Reel (No MOQ)
            
        
        
            
            Available Color
            
            
            See option below
            (subject to stock availability)
            
        
        
            
            Material
            
            
            Micron 68 Synthetic String
            0.68mm / 22 gauge
            
        
    

",,8332.8,,,Yonex BG-68Ti EX (200m) (each),,,,http://www.mybadmintonstore.com/shop/images/YonexBG68Ti200m.jpg,,,,,,,,
Socks,[1865],"

    
        
            
            Specifications:
            
            
            Yonex Mens Socks SSB-1865
            
        
        
            
            Material
            
            
            Thick Cotton / Spandex / Nylon
            
        
        
            
            Size
            
            
            Stretch to fit 25-28cm feet
            
        
    

",,2380.8,,,Yonex Men Socks SSB-1865 (5 pairs),,,,,,,,,,,,
Badminton Nets,[NB-09A (BWF Standard)],"




Specifications:

Hi-Qua® Badminton Net 


Size

17mm Mesh / 35mm Top Band


Material

9-Ply Nylon / 5mm Braided PP Top Rope",,4092,,,HQ Badminton Net NB-09A (one pair),,,,,,,,,,,,
Racket Grips,[JP Labels],"

    
        
            
            Specifications:
            
            
            Kimony® Towel Grip KGT117
            
        
        
            
            Size
            
            
            32mm Wide / 0.70mm Thick
            700mm Long
            
        
        
            
            Minimum Order Quantity
            
            
            5 pcs
            
        
        
            
            Available Color
            
            
            See option below:
            
            RD - Red 
            BK - Black
            WH - White
            YL - Yellow 
            OR - Orange
            BL - Blue
            Subject to stock availability
            
        
        
            
            Material
            
            
            Anti-bacterial Cotton
            
        
    

",,1484.28,,,Kimony Towel Grip KGT117 (pack of 5),,,,,,,,,,,,
Strings,[BG-80 SP],"

    
        
            
            Specifications:
            
            
            Yonex® BG-80 Badminton String
            
        
        
            
            Packing
            
            
            10m bag
            
        
        
            
            Minimum Order Quantity
            
            
            30 bags
            
        
        
            
            Available Color
            
            
            See option below
            Subject to stock availability
            
        
        
            
            Material
            
            
            Micron 80 Synthetic String
            0.68mm / 22 gauge
            
        
    

",,14842.8,,,Yonex BG-80 SP  (box of 30),,,,,,,,,,,,
Yonex Voltric,[VT-80 SP],"

    
        
            
            Specifications:
            
            
            Yonex Voltric 80 SP/IP
            
        
        
            
            Stiffness
            
            
            Stiff
            
        
        
            
            Frame Shape
            
            
            Isometric
            New Built-in T-Joint Technology
            
        
        
            
            Frame
            
            
            HM Graphite, Tri-Voltage System
            Sound Filter
            Tangsten
            
        
        
            
            Shaft
            
            
            HM Graphite + Ultra PEF
            NanoPreme Technology
            
        
        
            
            Weight
            
            
            3U / 4U (subject to stock availability)
            
        
        
            
            Total Length (frame tip – handle end)
            
            
            674mm (26.5 inches)
            
        
        
            
            Grip Size
            
            
            3UG4, 3UG5
            4UG5
            (subject to availability)
            
        
        
            
            Recommended String Tension 
            
            
            Main 20-24lbs (8-10kg)
            
        
        
            
            Cross 22-26lbs (9-11kg)
            
        
        
            
            Balance Point from Grip End
            
            
            290-300mm
            
        
    

,,",,14508,,,Yonex Voltric 80 SP/IP,,,,http://www.mybadmintonstore.comhttp://www.mybadmintonstore.com/shop/images/YYVT80A.jpg,,,http://www.mybadmintonstore.comhttp://www.mybadmintonstore.com/shop/images/YYVT80A.jpg,,,,,http://www.mybadmintonstore.com/shop/images/YYVT80A.jpg
Racket Grips,[JP Original],"

    
        
            
            Specifications:
            
            
            Kimony® Over Grip KGT100
            
        
        
            
            Size
            
            
            29mm Wide / 0.50mm Thick
            1050mm Long
            
        
        
            
            Minimum Order Quantity
            
            
            5 pcs
            
        
        
            
            Available Color
            
            
            See option below:
            RD - Red
            VI - Violet
            BK - Black
            WH - White
            YL - Yellow
            NV - Navy
            OR - Orange
            FS - Light Blue
            FY - Fluorescent Yellow
            FG - Fluorescent Green
            RB - Royal Blue
            BL - Blue
            LV - Lavender
            DB - Dark Blue
            Subject to stock availability
            
        
        
            
            Material
            
            
            PU Fiber
            
        
    

",,1484.28,,,Kimony Over Grip KGT100 (pack of 5),,,,,,,,,,,,
Yonex Titanium,[Ti-10 (III)],"

    
        
            
            Specifications:
            
            
            Yonex Ti-10 Long SP/IP
            (Generation III)
            
        
        
            
            Stiffness
            
            
            Extra Stiff
            
        
        
            
            Frame Shape
            
            
            Isometric / Built-in T-Joint
            
        
        
            
            Frame
            
            
            HM Graphite + Ti Mesh 
            
        
        
            
            Shaft
            
            
            UHM Graphite
            
        
        
            
            Weight
            
            
            2U (90-94g)
            3U (85-89g)
            
        
        
            
            Total Length (frame tip - handle end)
            
            
            675mm (26.5 inches)
            
        
        
            
            Grip Size
            
            
            2UG4, 2UG5
            3UG4, NO 3UG5
            
        
        
            
            Recommended String Tension 
            
            
            Main 17-20lbs
            
        
        
            
            Cross 18-22lbs
            
        
        
            
            Balance Point from Grip End
            
            
            285-295mm
            
        
    

",,21055.2,,,Yonex Ti-10 Long SP/IP (Gen. III) (one pair),,,,,,,,,,,,
Strings,[BG-66M JP],",",,930,,,Yonex BG-66 Maxima JP (each),,,,http://www.mybadmintonstore.comhttp://www.mybadmintonstore.com/shop/images/YonexBG66M25.jpg,,,http://www.mybadmintonstore.comhttp://www.mybadmintonstore.com/shop/images/YonexBG66M25.jpg,,,,,http://www.mybadmintonstore.com/shop/images/YonexBG66M25.jpg
Strings,[BG-66UM JP],",",,930,,,Yonex BG-66 Ultimax JP (each),,,,http://www.mybadmintonstore.comhttp://www.mybadmintonstore.com/shop/images/BG66UM.jpg,,,http://www.mybadmintonstore.comhttp://www.mybadmintonstore.com/shop/images/BG66UM.jpg,,,,,http://www.mybadmintonstore.com/shop/images/BG66UM.jpg
Strings,[ST516701],"

    
        
            
            Specifications:
            
            
            adidas® Power Tour 66
            
        
        
            
            Packing
            
            
            10m bag
            
        
        
            
            Minimum Order Quantity
            
            
            5 bags
            
        
        
            
            Available Color
            
            
            See option below
            Subject to stock availability
            
        
        
            
            Material
            
            
            0.67mm Hi-Polymer Nylon
            Durability - 7
            Control - 9
            Sound - 10
            Power - 9
            Made in Japan
            
        
    

",,2604,,,adidas Power Tour 66 (box of 5),,,,http://www.mybadmintonstore.com/shop/images/adiPowerTour66_R40.jpg,,,http://www.mybadmintonstore.com/shop/images/adiPowerTour66_R40.jpg,,,,,
Racket Grips,[JP Original],"

    
        
            
            Specifications:
            
            
            Kimony® Cushion Grip KGT113
            
        
        
            
            Size
            
            
            29mm Wide / 1.50mm Thick
            1050mm Long
            
        
        
            
            Minimum Order Quantity
            
            
            5 pcs
            
        
        
            
            Available Color
            
            
            See option below:
            
            RD - Red 
            BK - Black
            WH - White
            RB - Royal Blue
            OR - Orange
            DB - Dark Blue (Navy)
            FP - Flouresent Pink
            YL - Yellow
            Subject to stock availability
            
        
        
            
            Material
            
            
            PU Rubber
            Wide Foam Rib Backing
            
        
    

",,1674,,,Kimony Cushion Grip KGT113 (pack of 5),,,,,,,,,,,,
Racket Grips,[GR230300],"

    
        
            
            Specifications:
            
            
            adidas® Performance Feel
            Over Grip (For Tacky Feel)
            
        
        
            
            Size
            
            
            25mm Wide / 0.6mm Thick
            (High Tack Super Comfort)
            
        
        
            
            Packaging
            
            
            1 Pack (3 Grips)
            
        
        
            
            Available Color
            
            
            See option below
            Subject to stock availability
            
        
        
            
            Material
            
            
            100% PU Rubber
            
        
    

",,591.48,,,adidas Performance Feel (OG) (1 pack),,,,,,,,,,,,
Strings,[NS-95 (AXJE-008)],"

    
        
            
            Specifications:
            
            
            Li-Ning® NS-95
            
        
        
            
            Packing
            
            
            10m bag
            
        
        
            
            Minimum Order Quantity
            
            
            5 packs
            
        
        
            
            Available Color
            
            
            See option below
            Subject to stock availability
            
        
        
            
            Material
            
            
            Micron 70 Synthetic String
            NanoCoating
            0.70mm / 22 gauge
            
        
    

",,3087.6,,,Li-Ning NS-95 (box of 5),,,,http://www.mybadmintonstore.comhttp://www.mybadmintonstore.com/shop/images/LNN95R.jpg,,,http://www.mybadmintonstore.comhttp://www.mybadmintonstore.com/shop/images/LNN95R.jpg,,,,,
Strings,[VS-850],"

    
        
            
            Specifications:
            
            
            Victor® VS-850
            
        
        
            
            Packing
            
            
            10m bag
            
        
        
            
            Minimum Order Quantity
            
            
            10 bags
            
        
        
            
            Available Color
            
            
            See option below
            Subject to stock availability
            
        
        
            
            Material
            
            
            Micron 68 Nano Synthetic String
            0.68mm / 22 gauge
            
        
    

",,4650,,,Victor VS-850 (box of 10),,,,http://www.mybadmintonstore.com/shop/images/VictorVS850new.jpg,,,http://www.mybadmintonstore.com/shop/images/VictorVS850new.jpg,,,,,
Racket Grips,[JP Original],"

    
        
            
            Specifications:
            
            
            Kimony® Neo-Dry Grip KGT143
            
        
        
            
            Size
            
            
            29mm Wide / 0.50mm Thick
            980mm Long
            
        
        
            
            Minimum Order Quantity
            
            
            5 pcs
            
        
        
            
            Available Color
            
            
            See option below
            Subject to stock availability
            
        
        
            
            Material
            
            
            PU Fiber with absorbent material
            
        
    

",,1860,,,Kimony Neo-Dry Over Grip KGT143 (pack of 5),,,,http://www.mybadmintonstore.com/shop/images/Kimony-KGT143R.jpg,,,http://www.mybadmintonstore.com/shop/images/Kimony-KGT143R.jpg,,,,,
Victor Brave Sword,[BRS-LYD N],"

    
        
            
            Specifications:
            
            
            Victor® Brave Sword LYD (Gen II)
            Tailor-made for Lee Yong Dae (KOR)
            
        
        
            
            Stiffness
            
            
            Stiff
            
        
        
            
            Frame Shape
            
            
            Isometric
            
        
        
            
            Frame
            
            
            UHM Graphite, Nano Resin
            
        
        
            
            Shaft
            
            
            UHM Graphite, 7.0mmShaft
            Nano Resin
            
        
        
            
            Weight
            
            
            3U (85-89g)
            4U (80-84g)
            
        
        
            
            Total Length (frame tip – handle end)
            
            
            674mm (26.5 inches)
            
        
        
            
            Available Stock
            
            
            3UG5
            4UG5
            
        
        
            
            Recommended String Tension 
            
            
            3U: 20-28lbs
            
        
        
            
            4U: 20-26lbs
            
        
        
            
            Balance Point from Grip End
            
            
            295-305mm (HH)
            
        
    

,,",,13020,,,Victor Brave Sword LYDN (Gen II),,,,http://www.mybadmintonstore.com/shop/images/VictorBSLYDGen2FrameAR.jpg,http://www.mybadmintonstore.com/shop/images/VictorBSLYDGen2FrameBR.jpg,http://www.mybadmintonstore.com/shop/images/VictorBSLYDGen2FrameCR.jpg,http://www.mybadmintonstore.com/shop/images/VictorBSLYDGen2FrameAR.jpg,http://www.mybadmintonstore.com/shop/images/VictorBSLYDGen2FrameBR.jpg,http://www.mybadmintonstore.com/shop/images/VictorBSLYDGen2FrameCR.jpg,http://www.mybadmintonstore.com/shop/images/VictorBSLYDGen2ShaftR.jpg,http://www.mybadmintonstore.com/shop/images/VictorBSLYDGen2posterR.jpg,http://www.mybadmintonstore.com/shop/images/VictorBSLYDGen2Full.jpg
Yonex ArcSaber,[ARC-10 PREM],"

    
        
            
            Specifications:
            
            
            Yonex ArcSaber 10 Premium SP/IP
            
        
        
            
            Stiffness
            
            
            Extra Stiff
            
        
        
            
            Frame Shape
            
            
            Isometric
            New Built-in T-Joint Technology
            
        
        
            
            Frame
            
            
            HM Graphite
            CS Carbon Nanotube + Super HMG
            Hybrid Technology
            
        
        
            
            Shaft
            
            
            HM Graphite + Ultra PEF
            Control Support Cap
            New Soft Leather Grip
            
        
        
            
            Weight
            
            
            3UG4, 3UG5
            
        
        
            
            Total Length (frame tip – handle end)
            
            
            674mm (26.5 inches)
            
        
        
            
            Grip Size
            
            
            G4 / G5 (subject to availability)
            
        
        
            
            Recommended String Tension 
            
            
            Main 20-24lbs
            
        
        
            
            Cross 22-26lbs
            
        
        
            
            Balance Point from Grip End
            
            
            285-295mm
            
        
    

",,13168.8,,,Yonex ArcSaber 10 PREMIUM SP/IP,,,,http://www.mybadmintonstore.com/shop/images/arcsaber 10 premium 2012.jpg,,,http://www.mybadmintonstore.com/shop/images/arcsaber 10 premium 2012.jpg,,,,,
Victor Meteor,[MX-90],"

    
        
            
            Specifications:
            
            
            Victor® Meteor X-90
            
        
        
            
            Stiffness
            
            
            Stiff
            
        
        
            
            Frame Shape
            
            
            Isometric
            
        
        
            
            Frame
            
            
            Hybrid Composite, Nano Resin
            Carbon XT
            
        
        
            
            Shaft
            
            
            UHM Graphite, Nano Resin
            7.0mm Shaft
            
        
        
            
            Weight
            
            
            3U (85-89g)
            4U (80-84g)
            
        
        
            
            Total Length (frame tip – handle end)
            
            
            675mm (26.5 inches)
            
        
        
            
            Grip Size
            
            
            3UG5
            4UG5
            
        
        
            
            Recommended String Tension 
            
            
            3U: 20-28lbs
            
        
        
            
            4U: 20-26lbs
            
        
        
            
            Balance Point from Grip End
            
            
            295-305mm (HH)
            
        
    

",,13317.6,,,Victor Meteor X-90,,,,http://www.mybadmintonstore.com/shop/images/VictorMX90FrameA.jpg,http://www.mybadmintonstore.com/shop/images/VictorMX90FrameB.jpg,http://www.mybadmintonstore.com/shop/images/VictorMX90Shaft.jpg,http://www.mybadmintonstore.com/shop/images/VictorMX90FrameA.jpg,http://www.mybadmintonstore.com/shop/images/VictorMX90FrameB.jpg,http://www.mybadmintonstore.com/shop/images/VictorMX90Shaft.jpg,http://www.mybadmintonstore.com/shop/images/VictorMX90TJoint.jpg,http://www.mybadmintonstore.com/shop/images/VictorMX90Full.jpg,
Racket Grips,[Extra Strong],"

    
        
            
            Specifications:
            
            
            Nitto Grip-end Binding Tape
            
        
        
            
            Size
            
            
            0.13mm x 10mm x 20m
            
        
        
            
            Minimum Order Quantity
            
            
            Pack of 3
            
        
        
            
            Available Color
            
            
            Black or White
            
        
        
            
            Material
            
            
            Polyvinyl Chloride (PVC)
            Water &amp; Chemical Resistant
            
        
    

",,740.28,,,Nitto Grip-end Binding Tape (pack of 3),,,,,,,,,,,,
Strings,[VS-850-200],"

    
        
            
            Specifications:
            
            
            Victor® VS-850 (200m)
            
        
        
            
            Packing
            
            
            200m Reel
            
        
        
            
            Minimum Order Quantity
            
            
            1 reel
            
        
        
            
            Available Color
            
            
            See option below
            Subject to stock availability
            
        
        
            
            Material
            
            
            Micron 68 Nano Synthetic String
            0.68mm / 22 gauge
            
        
    

",,7588.8,,,Victor VS-850 (200m),,,,,,,,,,,,
Stencil Kit,[AC418],"

    
        
            
            Specifications:
            
            
            Yonex® Stencil Card AC418
            
        
        
            
            Material
            
            
            PVC Plastic (Flexible)
            
        
        
            
            MOQ
            
            
            One piece
            
        
        
            
            Application
            
            
            Painting logo on badminton racket string bed
            
        
        
            
             
            
            
             
            
        
    

",,591.48,,,Yonex Badminton Stencil Card AC418,,,,,,,,,,,,
Racket Grips,[JP Original],"

    
        
            
            Specifications:
            
            
            Kimony® Over Grip KGT212
            
        
        
            
            Size
            
            
            25mm Wide / 0.50mm Thick
            1050mm Long
            
        
        
            
            Minimum Order Quantity
            
            
            1 reel (10 strips of KGT102)
            
        
        
            
            Available Color
            
            
            See option below
            WH - White
            BK - Black
            FY - Fluorescent Yellow
            YL - Yellow
            OR - Orange
            FS - Light Blue 
            Subject to stock availability
            
        
        
            
            Material
            
            
            PU Fiber (perforated)
            
        
    

",,2228.28,,,Kimony Punched Over Grip KGT212 (1 reel),,,,,,,,,,,,
Badminton Nets,[NB-09A (BWF Standard)],"




Specifications:

Hi-Qua® Badminton Net 


Size

17mm Mesh / 35mm Top Band


Material

9-Ply Nylon / 5mm Braided PP Top Rope",,2451.48,,,HQ Badminton Net NB-09A,,,,,,,,,,,,
Strings,[0.67mm],"

    
        
            
            Specifications:
            
            
            Ashaway Zymax 67 (200m)
            Badminton String
            
        
        
            
            Packing
            
            
            200m Reel
            
        
        
            
            Minimum Order Quantity
            
            
            1 reel
            
        
        
            
            Available Color
            
            
            See option below
            Subject to stock availability
            
        
        
            
            Material
            
            
            Microfilament String
            0.67mm
            
        
    

",,5431.2,,,Ashaway Zymax 67 (200m) (each),,,,http://www.mybadmintonstore.com/shop/images/AshawayZM67200m.jpg,,,,,,,,
Strings,[BS100],,,483.6,,,Gosen MultiLade R4X 100 (each),,,,,,,,,,,,
Protective Supports,[SS-8080],"





Specifications:

Yonex® Knee Support (one pair)


Style

Elastic Band


Sizes

Free Size, 230mm long


Available Color

White


Material

Elastic Fibre,




Specifications:

Yonex® Knee Support (one pair)


Style

Elastic Band


Sizes

Free Size, 230mm long


Available Color

White


Material

Elastic Fibre",,517.08,,,Yonex Knee Support (one pair),,,,,,,,,,,,
Strings,[ST617212],"

    
        
            
            Specifications:
            
            
            adidas® Power Hybrid
            
        
        
            
            Packing
            
            
            10m bag
            
        
        
            
            Minimum Order Quantity
            
            
            5 bags
            
        
        
            
            Available Color
            
            
            See option below
            Subject to stock availability
            
        
        
            
            Material
            
            
            Main String (WHITE)
            0.72mm Power Team
            Cross String (YELLOW)
            0.69mm Power Balance
            Durability - 8
            Control - 10
            Sound - 7
            Power - 9
            Made in Japan
            
        
    

",,2566.8,,,adidas Power Hybrid (box of 5),,,,http://www.mybadmintonstore.com/shop/images/adiPowerHybrid_R40.jpg,,,http://www.mybadmintonstore.com/shop/images/adiPowerHybrid_R40.jpg,,,,,
Grommets,[PP-700],"

    
        
            
            Specifications:
            
            
            Eagnas® Grommet Remover
            
        
        
            
            Type
            
            
            Push-pin
            
        
        
            
            Component
            
            
             
            
        
        
            
            Application
            
            
            For removing worn grommets from racket frame
            
        
        
            
            Material
            
            
            100% Alloy Metal
            Plastic Handle
            
        
    

",,3865.08,,,Eagnas Grommet Remover (each),,,,http://www.mybadmintonstore.comhttp://www.mybadmintonstore.com/shop/images/EagnasGrommetRemoverPP70025.jpg,,,http://www.mybadmintonstore.comhttp://www.mybadmintonstore.com/shop/images/EagnasGrommetRemoverPP70025.jpg,,,,,
Strings,[BG-65P],"

    
        
            
            Specifications:
            
            
            Yonex BG-65 Power JP
            
        
        
            
            Packing
            
            
            10m bag
            
        
        
            
            Minimum Order Quantity
            
            
            1 bag (No MOQ)
            
        
        
            
            Available Color
            
            
            See option below
            Subject to stock availability
            
        
        
            
            Material
            
            
            Micron 70 Synthetic String
            0.70mm / 22 gauge
            
        
    

",,740.28,,,Yonex BG-65 Power JP (each),,,,http://www.mybadmintonstore.com/shop/images/YonexBG65Power.jpg,,,http://www.mybadmintonstore.com/shop/images/YonexBG65Power.jpg,,,,,
Shoes,[Power Cushion 74EX],"

    
        
            
            Specifications:
            
            
            Yonex® Power Cushion 74EX
            Badminton Shoes
            
        
        
            
            Material
            
            
            PU Leather / Double Russell Mesh
            Tough Guard III
            
        
        
            
            Sole
            
            
            Power Cushion T.P.U. Insole
            PU Gum (Non-marking) Outersole
            MS-Lite Midsole
            
        
        
            
            Sizes
            
            
            23 - 30 (subject to availability)
            
        
        
            
            Color
            
            
            Red / Black
            
        
    

",,6621.6,,,Yonex SHB-74EX (RD/BK),,,,http://www.mybadmintonstore.com/shop/images/YonexSHB-74EXRed.jpg,,,http://www.mybadmintonstore.com/shop/images/YonexSHB-74EXRed.jpg,,,,,
Shoes,[Power Cushion SC6EX],"

    
        
            
            Specifications:
            
            
            Yonex® Power Cushion SC6EX
            Badminton Shoes
            
        
        
            
            Material
            
            
            PU Leather / Double Russell Mesh
            Tough Guard III
            
        
        
            
            Sole
            
            
            Power Cushion T.P.U. Insole
            ToughBrid Light Midsole
            PU Gum (Non-marking) Outersole
            Power Graphite Sheet
            
        
        
            
            Sizes
            
            
            24 - 30 (subject to availability)
            
        
        
            
            Color
            
            
            White / Ocean Blue
            
        
    

",,8853.6,,,Yonex SHB-SC6EX,,,,http://www.mybadmintonstore.com/shop/images/YonexSHBSC6EXa.jpg,http://www.mybadmintonstore.com/shop/images/YonexSHBSC6EXb.jpg,,http://www.mybadmintonstore.com/shop/images/YonexSHBSC6EXa.jpg,http://www.mybadmintonstore.com/shop/images/YonexSHBSC6EXb.jpg,,,,
Victor Thruster,[TK-8000],"

    
        
            
            Specifications:
            
            
            Victor® Thruster K-8000
            
        
        
            
            Stiffness
            
            
            Mid Stiff
            
        
        
            
            Frame Shape
            
            
            Isometric
            
        
        
            
            Frame
            
            
            Multi-Layer Graphene, Nano Resin
            Power Box
            
        
        
            
            Shaft
            
            
            UHM Graphite, 7.0mmShaft
            
        
        
            
            Weight
            
            
            3U (85-89g)
            
        
        
            
            Total Length (frame tip – handle end)
            
            
            675mm (26.5 inches)
            
        
        
            
            Grip Size
            
            
            3UG5
            
        
        
            
            Recommended String Tension 
            
            
            3U: 20-28lbs
            
        
        
            
            4U: 20-26lbs
            
        
        
            
            Balance Point from Grip End
            
            
            295-305mm (HH)
            
        
    

",,13020,,,Victor Thruster K-8000,,,,http://www.mybadmintonstore.com/shop/images/VictorTK8000RimAR.jpg,http://www.mybadmintonstore.com/shop/images/VictorTK8000RimBR.jpg,http://www.mybadmintonstore.com/shop/images/VictorTK8000ShaftR.jpg,http://www.mybadmintonstore.com/shop/images/VictorTK8000RimAR.jpg,http://www.mybadmintonstore.com/shop/images/VictorTK8000RimBR.jpg,http://www.mybadmintonstore.com/shop/images/VictorTK8000ShaftR.jpg,http://www.mybadmintonstore.com/shop/images/VictorTK8000FullR.jpg,http://www.mybadmintonstore.com/shop/images/VictorTK8000KSH.jpg,
Strings,[0.70mm],"

    
        
            
            Specifications:
            
            
            Ashaway Zymax 70 (200m)
            Badminton String
            
        
        
            
            Packing
            
            
            200m Reel
            
        
        
            
            Minimum Order Quantity
            
            
            1 reel
            
        
        
            
            Available Color
            
            
            See option below
            Subject to stock availability
            
        
        
            
            Material
            
            
            Microfilament String
            0.70mm
            
        
    

",,5282.4,,,Ashaway Zymax 70 (200m) (each),,,,http://www.mybadmintonstore.com/shop/images/AshawayZM70200m.jpg,,,,,,,,
Racket Grips,[MG25C],"

    
        
            
            Specifications:
            
            
            MBS Pro-Cushion Replacement Grip
            
        
        
            
            Size
            
            
            25mm Wide / 0.90mm Thick
            1000mm Long
            
        
        
            
            Minimum Order Quantity
            
            
            10 pcs
            
        
        
            
            Available Color
            
            
            See option below
            Subject to stock availability
            
        
        
            
            Material
            
            
            PU Fiber / Anti-Slip Surface
            Adhesive Backing
            
        
    

",,2604,,,MBS Pro-Cushion Replacement Grip (pack of 10),,,,,,,,,,,,
Yonex NanoRay,[NR700FX],"

    
        
            
            Specifications:
            
            
            Yonex® NanoRay 700FX SP/IP
            
        
        
            
            Stiffness
            
            
            Flexible
            
        
        
            
            Frame Shape
            
            
            Isometric / New Built-in T-Joint
            
        
        
            
            Frame
            
            
            HM Graphite + Toughlex
            
        
        
            
            Shaft
            
            
            HM Graphite + X-Fullerene
            
        
        
            
            Weight
            
            
            3U, 4U
            (subject to stock availability)
            
        
        
            
            Total Length (frame tip – handle end)
            
            
            675mm (26.5 inches)
            
        
        
            
            Grip Size
            
            
            3UG4, 3UG5
            4UG4, 4UG5
            
        
        
            
            Recommended String Tension 
            
            
            Main 19-23lbs
            
        
        
            
            Cross 21-25lbs
            
        
        
            
            Balance Point from Grip End
            
            
            285-295mm
            
        
    

",,13912.8,,,Yonex NanoRay 700FX SP/IP,,,,,,,,,,,,
