stock,Description,Size,MRP,imgurl,productname
,"<div class=""box-collateral box-description"">
                            <h2>Details</h2>
    <div class=""std"">
        <p><strong>Features:</strong></p>
<ul>
<li><strong>Handheld Design</strong></li>
<li><strong>Two AA batteries</strong></li>
<li><strong>All Climate</strong></li>
<li><strong>Loud Sound (125dB speaker)</strong></li>
<li><strong>Tough and Durable</strong></li>
<li><strong>Fast action push button response</strong></li>
<li><strong>Over-molded rubber grips</strong></li>
<li><strong>Adjustable wrist lanyard</strong></li>
</ul>
<p>**Two AA batteries included.</p>    </div>
        </div>",,S$0.00,"http://www.axtrosports.com/media/catalog/product/cache/1/thumbnail/85x85/9df78eab33525d08d6e5fb8d27136e95/p/e/pe00742_large.jpg,http://www.axtrosports.com/media/catalog/product/cache/1/thumbnail/85x85/9df78eab33525d08d6e5fb8d27136e95/e/e/eew_lrg.jpg",
In stock,"<div class=""box-collateral box-description"">
                            <h2>Details</h2>
    <div class=""std"">
        <h1 style=""font-size: 28px;"">Move C300</h1>
<h2>Track with Precision.</h2>
<p>Your activity progress is displayed graphically by hour, day, week or workout. LifeTrak makes reaching your goals easy.</p>
<p>Move C300 also has the ability to connect and sync to compatible smartphones using Bluetooth<sup>®</sup> Smart technology.</p>
<p>Connect to some of the most popular health and fitness apps!</p>
<h2>Features</h2>
<div id=""c300-icon0"" class=""span6 features-icon"">
<h4>Bluetooth Smart Connectivity</h4>
<ul>
<li>Transfer data between Move C300 and smartphones</li>
<li>Gateway to a world of health and fitness apps</li>
</ul>
<div id=""c300-icon2"" class=""span6 offset1 features-icon"">
<h4>Automatic Tracking</h4>
<ul>
<li>All-Day Calorie Burn</li>
<li>All-Day Steps</li>
<li>Auto-Calibrated Distance</li>
</ul>
<div id=""c300-icon4"" class=""span6 features-icon"">
<h4>Advanced Calorie Tracking</h4>
<ul>
<li>Proprietary calorie algorithm integrates heart rate and activity data to provide a full day’s record of calories burned</li>
</ul>
<div id=""c300-icon6"" class=""span6 offset1 features-icon"">
<h4>Dynamic Distance Calibration</h4>
<ul>
<li>Patented pace-based calibration algorithm dynamically adjusts stride length based on identification of walking, jogging and running motions</li>
</ul>
<div id=""c300-icon8"" class=""span6 features-icon"">
<h4>Enhanced Step Filtering</h4>
<ul>
<li>Filters out false steps from step count</li>
</ul>
<div id=""c300-icon1"" class=""span6 features-icon"">
<h4>ComfortFit Band</h4>
<ul>
<li>Reversible/interchangeable bands for full customization</li>
<li>Additional band colors available (Sold Separately) </li>
</ul>
<div id=""c300-icon3"" class=""span6 features-icon"">
<h4>ECG Accurate Heart Rate</h4>
<ul>
<li>Patented heart rate from a simple press of a button</li>
<li>ECG wave refrences</li>
<li>Stores last heart rate taken</li>
</ul>
<div id=""c300-icon5"" class=""span6 features-icon"">
<h4>No charging</h4>
<ul>
<li>Long-lasting coin cell battery</li>
</ul>
<div id=""c300-icon7"" class=""span6 features-icon"">
<h4>7-Day and Hourly Records</h4>
<ul>
<li>Review your results from the past seven days</li>
<li>See your progress throughout the day with a 24-hour chart</li>
</ul>
<h4 class=""span6 features-icon"">Waterproof</h4>
<div class=""span6 features-icon"">
<ul>
<li>Fully submersible to 90 ft</li>
</ul>
</div>
<p> </p>
<hr>
<p> </p>
<p><iframe src=""//www.youtube-nocookie.com/embed/N0UaoIU3pQk?rel=0"" frameborder=""0"" width=""560"" height=""315""></iframe></p>
<hr></div>
<div id=""c300-icon7"" class=""span6 features-icon""><strong>Argus App</strong></div>
</div>
<div class=""span6 features-icon""> </div>
<div class=""span6 features-icon""><a href=""http://azumio.com/getargus/lifetrak""><img src=""http://lifetrakusa.com/wp-content/themes/lifetrak/img/app_store.png"" alt=""ITunes App""></a></div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>    </div>
        </div>",,S$0.00,"http://www.axtrosports.com/media/catalog/product/cache/1/thumbnail/85x85/9df78eab33525d08d6e5fb8d27136e95/c/3/c300_with_app_screenshots.jpg,http://www.axtrosports.com/media/catalog/product/cache/1/thumbnail/85x85/9df78eab33525d08d6e5fb8d27136e95/c/3/c300_with_mobile_app.png,http://www.axtrosports.com/media/catalog/product/cache/1/thumbnail/85x85/9df78eab33525d08d6e5fb8d27136e95/c/3/c300_quick_features_1.jpg,http://www.axtrosports.com/media/catalog/product/cache/1/thumbnail/85x85/9df78eab33525d08d6e5fb8d27136e95/c/3/c300_with_argus_screenshots.jpg,http://www.axtrosports.com/media/catalog/product/cache/1/thumbnail/85x85/9df78eab33525d08d6e5fb8d27136e95/c/3/c300_getmoving.jpg,http://www.axtrosports.com/media/catalog/product/cache/1/thumbnail/85x85/9df78eab33525d08d6e5fb8d27136e95/c/3/c300_reversible_bands.jpg,http://www.axtrosports.com/media/catalog/product/cache/1/thumbnail/85x85/9df78eab33525d08d6e5fb8d27136e95/c/3/c300_with_logo__071113.jpg",
In stock,"<div class=""box-collateral box-description"">
                            <h2>Details</h2>
    <div class=""std"">
        <div class=""main-panel"">
<div class=""column"">
<div class=""group-image-none clearfix"">
<div class=""bkg-none"">
<p>The Misfit Shine is a sleek personal monitor that syncs with your iPhone, iPad, or iPad touch and the free Shine app to track your activity level. You can wear it anywhere on your body for any type of activity. Simply tap it and a cluster of lights glows through the metal shell to indicate your progress toward your daily goal.</p>
</div>
</div>
<div class=""group-image-none clearfix"">
<div class=""bkg-none"">
<h4 class=""h4"">Simple</h4>
<p>Use the free Shine app to set your goals. Then sync the data collected by your Shine monitor to the app by simply placing it on your iPhone, iPad, or iPod touch screen. Any time you want, you can tap the app to see your progress. It's all done without buttons, cables, or recharging.</p>
</div>
</div>
<div class=""group-image-none clearfix"">
<div class=""bkg-none"">
<h4 class=""h4"">Strong</h4>
<p>Built to last a lifetime, Shine is carved from aircraft-grade aluminum. An easy-to-change battery provides power for up to four months. And the unit is water-resistant, so you can include swimming in your training regimen.</p>
</div>
</div>
<div class=""group-image-none clearfix"">
<div class=""bkg-none"">
<h4 class=""h4"">Wearable</h4>
<p>Crafted like a piece of jewelry, Shine is a tiny disc with a lovely halo of lights that light up in relation to your activity level. It complements any style clothing. You can wear it anywhere—on your wrist, shoe, bra strap, belt, or around your neck. It comes with a one-size-fits-all Sport Band for your wrist.</p>
<h4>Highlight</h4>
<div class=""main-panel"">
<div class=""column"">
<div class=""group-image-none clearfix"">
<div class=""bkg-none"">
<ul class=""pbl bulleted"">
<li>Device and app track a number of activities such as sleeping, cycling, and swimming, not just walking and running</li>
<li>Elegant all-metal construction</li>
<li>Different accessories for wearing on hip, neck, wrist, shoes, shirt, or bra</li>
<li>Water resistant to 100 meters; great for swimming</li>
<li>No charging required; battery lasts for up to four months</li>
<li>Transfer data by just laying Shine on the iOS device screen</li>
<li>Calculates steps and estimates calories burned and distance travelled</li>
</ul>
<h4>What's In The Box</h4>
<div class=""main-panel"">
<div class=""column"">
<div class=""group-image-none clearfix"">
<div class=""bkg-none"">
<ul class=""pbl bulleted"">
<li>Misfit Shine Personal Physical Activity Monitor</li>
<li>Clasp</li>
<li>One-size-fits-all Sport Band wristband</li>
<li>CR2032 battery</li>
<li>Battery replacement tool</li>
</ul>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>    </div>
        </div>",,S$0.00,"http://www.axtrosports.com/media/catalog/product/cache/1/thumbnail/85x85/9df78eab33525d08d6e5fb8d27136e95/0/1/01_shine_img_big.jpg,http://www.axtrosports.com/media/catalog/product/cache/1/thumbnail/85x85/9df78eab33525d08d6e5fb8d27136e95/0/4/04_sportband_img_big.jpg,http://www.axtrosports.com/media/catalog/product/cache/1/thumbnail/85x85/9df78eab33525d08d6e5fb8d27136e95/0/3/03_clasp_img_big.jpg,http://www.axtrosports.com/media/catalog/product/cache/1/thumbnail/85x85/9df78eab33525d08d6e5fb8d27136e95/0/2/02_compare_img_big.jpg",
,"<div class=""box-collateral box-description"">
                            <h2>Details</h2>
    <div class=""std"">
        <h1 style=""padding-top: 12px; padding-bottom: 12px; color: #3198ff; font-size: 20px; font-style: italic; font-weight: bold;"">Golf Swing Analysis &amp; Video Capture</h1>
<h2><span style=""font-weight: bold;"">Mobile Golf Swing Coach: Shows you what happened, why it happened and how to fix it</span></h2>
<p> </p>
<ul>
<li style=""margin: 20px 0px 0px 0px;""><span style=""color: #3198ff; font-weight: bold;"">Impact Analysis</span> — Reproduces a video-like animation of your swing, let’s you compare a best swing and reports on key impact metrics</li>
<li style=""margin: 20px 0px 0px 0px;""><span style=""color: #3198ff; font-weight: bold;"">Auto-Video &amp; Audio Capture</span> — Bluetooth activates phone's video camera and audio recorder to capture a video of your swing that can be analyzed and easily shared via email and Facebook</li>
<li style=""margin: 20px 0px 0px 0px;""><span style=""color: #3198ff; font-weight: bold;"">Power and Plane Analysis</span> — Instruction–style analysis across five swing checkpoints that pinpoints strengths and flaws across nine swing aspects</li>
<li style=""margin: 20px 0px 0px 0px;""><span style=""color: #3198ff; font-weight: bold;"">Instructional Tips and Videos</span> — Two top coaches provide advice and practice drills to help you master swing mechanics</li>
<li style=""margin: 20px 0px 0px 0px;""><span style=""color: #3198ff; font-weight: bold;"">Scorecards and MySwingTIP.com</span> — Summarize performance stats and track your improvement</li>
</ul>
<p> </p>
<p><span style=""font-weight: bold;""><br></span></p>    </div>
        </div>",,S$0.00,"http://www.axtrosports.com/media/catalog/product/cache/1/thumbnail/85x85/9df78eab33525d08d6e5fb8d27136e95/s/w/swingtip_box_300dpi_tmb.jpg,http://www.axtrosports.com/media/catalog/product/cache/1/thumbnail/85x85/9df78eab33525d08d6e5fb8d27136e95/s/w/swingtip_sensor-devices_300dpi_tmb.jpg,http://www.axtrosports.com/media/catalog/product/cache/1/thumbnail/85x85/9df78eab33525d08d6e5fb8d27136e95/s/w/swingtip-golfer-lifestyle1_tmb.jpg,http://www.axtrosports.com/media/catalog/product/cache/1/thumbnail/85x85/9df78eab33525d08d6e5fb8d27136e95/s/w/swingtip-app-iphones_tmb.jpg,http://www.axtrosports.com/media/catalog/product/cache/1/thumbnail/85x85/9df78eab33525d08d6e5fb8d27136e95/s/w/swingtip_3d_motion_sensor_6x6_300dpi_tmb.jpg,http://www.axtrosports.com/media/catalog/product/cache/1/thumbnail/85x85/9df78eab33525d08d6e5fb8d27136e95/s/w/swingtip_complete-package_72dpi_tmb.jpg",
In stock,"<div class=""box-collateral box-description"">
                            <h2>Details</h2>
    <div class=""std"">
        <p>The Surge Goggle is designed for Open Water and Triathlon training. Its polarized polycarbonate lens provides optimum clarity while reducing eye strain. 99% of vertical glare is removed and the lens includes both UVA and UVB protection along with an anti-fog treatment. The wide curved lens reduces distortion and enables optimal peripheral viewing. With the patented side-button clips you can adjust the strap tension instantly. The Surge uses a one piece comfortable frame that is over molded for increased durability. The silicone split-strap provides extra comfort and security.</p>
<ul>
<li><strong>Polarized Lens</strong><br>Provides optimum clarity and reduces eye strain</li>
<li><strong>Glare Prevention</strong><br>99% of vertical glare is removed, includes UVA/UVB protection</li>
<li><strong>Wide Curved Lens</strong><br>Reduces distortion for optimal peripheral viewing</li>
<li><strong>Comfortable One Piece Frame</strong><br>Overmolded polyurethane frame distributes pressure evenly across face</li>
<li><strong>Patented Side-Button Clips</strong><br>Makes fittings and adjustments simple</li>
<li><strong>Silicone Strap </strong><br>Split strap provides added comfort and security</li>
<li><strong>Anti Fog</strong></li>
<li><strong>Latex Free</strong></li>
</ul>    </div>
        </div>","-- Please Select --,Black/Yellow ,Silver/Black ",S$0.00,"http://www.axtrosports.com/media/catalog/product/cache/1/thumbnail/85x85/9df78eab33525d08d6e5fb8d27136e95/s/u/surge-goggles-silver-hero-hr.jpg,http://www.axtrosports.com/media/catalog/product/cache/1/thumbnail/85x85/9df78eab33525d08d6e5fb8d27136e95/s/u/surge-goggles-yellow-hero-hr.jpg",
In stock,"<div class=""box-collateral box-description"">
                            <h2>Details</h2>
    <div class=""std"">
        <h1 class=""Pro_Detail_Left_Line""><span style=""color: #000000;"">WIRELESS BODY ANALYSIS SCALE (HS5)</span></h1>
<div class=""Pro_Detail_Left_Line""><span style=""color: #000000;"">Don’t be fooled by its cool design. Our Wireless Body Analysis Scale is a workhorse.                         Measure, track and share 9 different characteristics of your body composition on                         our free iHealth mobile app. You can use it online or off. And our scale supports                         up to 20 users, so go ahead, compare your muscle mass with the whole family.</span></div>
<h2 class=""Pro_Detail_Left_Line""><span style=""color: #000000;"">Features:</span></h2>
<div class=""Pro_Detail_Left_Line"">
<ul>
<li><span style=""color: #000000;"">Measure weight, body fat, lean mass, muscle mass, bone mass, body water, daily calorie                                 intake, body mass index, and visceral fat rating</span></li>
<li><span style=""color: #000000;"">Set goals and reminders, view trends, and organize records</span></li>
<li><span style=""color: #000000;"">Share your results instantly with friends, family or your doctor.</span></li>
<li><span style=""color: #000000;"">Log calories and daily activities</span></li>
</ul>
<h2><span style=""color: #000000;"">Specs:</span></h2>
<p><span style=""color: #000000;"">Product name: Wireless Body Analysis Scale<br> Product model: HS5<br> Classification: Internally powered, Type BF applied part<br> Machine size: 14.96” x 12.20” x 1.38”(380 mm × 310 mm × 35 mm)<br> Weight: 3.3 lbs / 1.5 kg (excluding battery)<br> Measuring method: Automatic full electronic measurement<br> Power: 4 × 1.5V AA batteries<br> Body weight range: 11 lb – 330 lb/ 5-150 kg<br> Body fat measurement range: 5%-65%<br> Body water measurement range: 20%-85%<br> Visceral fat rating range: 1-59<br> Body weight: ±1.1lbs (11lbs~88lbs); ±(1%+0.2lbs) (8~330lbs); ±0.5kg (5kg~40kg);                             ±(1%+0.1kg)(40kg~150kg)<br> Body fat: ±1%<br> Body water: ±1%<br> Body muscle mass: ±(1% + 0.2 lbs) / ±(1% + 0.1 kg)<br> Bones mass: ±0.66lbs / ±0.3 kg<br> Visceral fat rating: ±2<br> DCI (Daily Calorie Intake): ±200kcal<br> Operating temperature: 10°C - 35 °C (50°F~95°F)<br> Operating humidity: 20 - 85% RH<br> Storage and transport temperature: -20°C - 60 °C (-4°F~140°F)<br> Storage and transport humidity: 10 - 95% RH</span></p>
<h2><span style=""color: #000000;"">FAQ:</span></h2>
<p><span style=""color: #000000;""><strong>How does the iHealth Wireless Body Analysis Scale work?</strong> <br> iHealth Wireless Body Analysis uses four electronic sensors, as well as a set of                             proprietary algorithms to measure body composition. By standing still on these sensors                             with bare feet, the scale can accurately measure 9 different body components. Data                             is displayed on the scale, and automatically sent wirelessly to the free iHealth                             MyVitals app, which has personalized health tools to help you get the most out of                             your data and to better manage your health goal.<br> <br> <strong>What does the iHealth Wireless Body Analysis Scale measure?</strong><br> The iHealth Wireless Body Analysis Scale measures 9 different components including                             body weight, body fat, lean mass, muscle mass, bone mass, body water, daily calorie                             intake (DCI), and visceral fat rating.<br> <br> <strong>How accurate is the iHealth Wireless Body Analysis Scale?</strong><br> The iHealth Wireless Body Analysis Scale is a FDA and CE approved device. It meets                             the rigorous accuracy standards set by the governing bodies in the USA and Europe.<br> <br> <strong>Can children use iHealth Wireless Body Analysis Scale? </strong> <br> The iHealth Wireless Body Analysis Scale is designed for adults. Infants or young                             children or any person who cannot stand still without assistance should not use                             it.                             <br> <br> <strong>Can people with heart disease use the iHealth Wireless Body Analysis Scale? </strong> <br> Yes, however, people with pacemakers should not use the scale due to electrical                             interference. <br><br> <strong>What is body composition? </strong> <br> In physical fitness, body composition is used to describe the percentages of fat,                             bone and muscle in human bodies. Because muscular tissue takes up less space in                             our body than fat tissue, our body composition—as well as our weight—determines                             leanness.                             <br><br> <strong>How many users can iHealth Wireless Body Analysis Scale support?</strong><br> The scale can accommodate up to 20 users and  store up to 200 measurements for each user. When each user’s memory is  full, any new measurements will overwrite the oldest ones. The scale is  an ideal tool for families, fitness clubs and sports teams.                              <br><br> <strong>Can the iHealth Wireless Body Analysis Scale be used without an iOS device? </strong> <br> Yes. The scale can be used without an iOS device after the first connection is established.                             However it may be necessary to use your iOS device (launch the app) at least once                             every 200 weigh-ins, as new measurements overwrite older ones stored in the Scale.                             When the Wi-Fi connection is re-established measurement data will be uploaded to                             your iOS device                             <br><br> <strong>What is iHealth Cloud and how to access it? </strong> <br> Upon setting up your app user account, you will also have access to a free, secure                             iHealth cloud service account where all of your data is backed up and stored securely.                             Go to www.ihealthlabs.com, then click on ""Sign in"" to access your cloud service                             account using your app login name and password. You can log in to the cloud from                             anywhere and anytime to access your data, regardless of where the measurement was                             taken.</span></p>
</div>    </div>
        </div>",,S$0.00,"http://www.axtrosports.com/media/catalog/product/cache/1/thumbnail/85x85/9df78eab33525d08d6e5fb8d27136e95/p/r/pro27_3.jpg,http://www.axtrosports.com/media/catalog/product/cache/1/thumbnail/85x85/9df78eab33525d08d6e5fb8d27136e95/p/r/pro27_1.jpg,http://www.axtrosports.com/media/catalog/product/cache/1/thumbnail/85x85/9df78eab33525d08d6e5fb8d27136e95/p/r/pro27_4.jpg,http://www.axtrosports.com/media/catalog/product/cache/1/thumbnail/85x85/9df78eab33525d08d6e5fb8d27136e95/p/r/pro27_5.jpg,http://www.axtrosports.com/media/catalog/product/cache/1/thumbnail/85x85/9df78eab33525d08d6e5fb8d27136e95/p/r/pro27_2.jpg",
In stock,"<div class=""box-collateral box-description"">
                            <h2>Details</h2>
    <div class=""std"">
        <h1><span style=""color: #000000;"">WIRELESS ACTIVITY AND SLEEP TRACKER (AM3)</span></h1>
<div class=""Pro_Detail_Left_Line""><span style=""color: #000000;"">The iHealth Wireless Activity and Sleep Tracker is a device that tracks your daily                         activity and sleep. It uses Bluetooth 4.0 with low energy techonology and is sweat,                         rain and splash proof. Each Tracker comes with two color options for wristbands                         and waist clips. This Tracker, along with the free iHealth MyVitals app, can keep                         you motivated and help you stay on track to a more active and healthier lifestyle.</span></div>
<h2 class=""Pro_Detail_Left_Line""><span style=""color: #000000;"">Features:</span></h2>
<div class=""Pro_Detail_Left_Line"">
<ul>
<li><span style=""color: #000000;"">Measure steps taken, calories burned, distance traveled, sleep hours and sleep efficiency</span></li>
<li><span style=""color: #000000;"">Set goals and silent alarms that vibrate, view trends, and organize records</span></li>
<li><span style=""color: #000000;"">Share your results instantly with friends and family</span></li>
<li><span style=""color: #000000;"">Keep track of physical activities and daily diet as part of your overall health</span></li>
</ul>
<h2><span style=""color: #000000;"">Specs:</span></h2>
<p><span style=""color: #000000;"">Product name: Wireless Activity and Sleep Tracker</span><br><span style=""color: #000000;""> Product code: AM3</span><br><span style=""color: #000000;""> Wireless communication: Bluetooth 4.0 BLE</span><br><span style=""color: #000000;""> Device compatibility: iPhone 4S+, iPad 3+, iPad Mini, iPod touch 5<sup>th</sup> generation+</span><br><span style=""color: #000000;""> Storage condition: -4°F - 131°F (-20°C - 55°C)</span><br><span style=""color: #000000;""> Humidity: &lt;95%</span><br><span style=""color: #000000;""> Operating condition: 32 F -113F (0°C- 45°C)</span><br><span style=""color: #000000;""> Power:DC5.0V140mA,Battery:1*3.7V Li-ion 165mAh</span><br><span style=""color: #000000;""> Operating temperature: 0°C~40°C</span><br><span style=""color: #000000;""> Operating humidity:≤85%</span><br><span style=""color: #000000;""> Storage and transport temperature: -20°C~55°C</span><br><span style=""color: #000000;""> Storage and transport Humidity: ≤95%</span></p>
<h2><span style=""color: #000000;"">FAQ:</span></h2>
<p><span style=""color: #000000;""><strong>What is the iHealth Activity and Sleep Tracker?</strong></span><br><span style=""color: #000000;""> The iHealth Activity and Sleep Tracker tracks every step you take, distance traveled,                         calories burned, and sleep efficiency. Its silent alarm feature wakes you up gently                         without disturbing the person next to you, and the smart alarm feature helps you                         remember to be more active. A playful Activity Level feature motivates you to be                         more active for different levels of steps achieved. It connects with an iOS device                         via Bluetooth 4.0.</span><br> <br><span style=""color: #000000;""> <strong>What iOS devices are iHealth Wireless Activity &amp; Sleep Tracker compatible?</strong></span><br><span style=""color: #000000;""> iPhone 4S +</span><br><span style=""color: #000000;""> iPad 3+, iPad Mini</span><br><span style=""color: #000000;""> iPod touch 5<sup>th</sup> generation +</span><br> <br><span style=""color: #000000;""> <strong>How does the iHealth Tracker work?</strong></span><br><span style=""color: #000000;""> The iHealth Activity and Sleep Tracker is optimized for walking, running, and everyday                         lifestyle activities. It gives you an idea of how active you are, in general, by                         tracking total activity throughout the day and calories burned from your activities.                         It also tracks your sleep patterns and helps you get a closer look at your sleep                         efficiency over time. The Tracker works with the free iHealth MyVitals app, which                         has personalized health tools to help you get the most out of your data and better                         manage your health goals.</span><br><span style=""color: #000000;""> The iHealth Tracker uses a 3-axis accelerometer that detects your motion patterns                         in three dimensions and converts that information to your steps taken, calories                         burned, distance travelled, and sleep efficiency.</span><br> <br><span style=""color: #000000;""> <strong>How long does the battery last on a full charge?</strong></span><br><span style=""color: #000000;""> The iHealth Activity and Sleep Tracker is powered by a rechargeable built-in battery.                         The battery typically lasts at 5-7 days between charges. If you check stats frequently                         or set up multiple alarms, you may need to charge battery more often.</span><br> <br><span style=""color: #000000;""> <strong>What information does the iHealth Activity and Sleep Tracker display? </strong> </span><br><span style=""color: #000000;""> The iHealth Activity and Sleep Tracker shows time of day, number of steps taken,                         distance traveled, calories burned, and daily activity level. Press the button to                         switch between each view.</span><br> <br><span style=""color: #000000;""> <strong>How should I wear my iHealth Activity and Sleep Tracker?</strong></span><br><span style=""color: #000000;""> The Tracker can be worn one of two ways: on your wrist, or on your waist with the                         clip provided. When wearing on your waist, always use the clip provided, as the                         clip will trigger the Tracker to switch from “wrist tracking” to “waist tracking,”                         for maximum tracking accuracy.</span><br> <br><span style=""color: #000000;""> <strong>How accurate is the iHealth Activity and Sleep Tracker?</strong></span><br><span style=""color: #000000;""> When worn as recommended, the iHealth Tracker has a 95-97% accuracy rate for step                         counting.</span><br> <br><span style=""color: #000000;""> <strong>What materials are used in the manufacture of the iHealth Activity and Sleep Tracker?</strong></span><br><span style=""color: #000000;""> The wristband accompanying the iHealth Tracker is made of hypoallergenic TPU rubber,                         which is latex- and PVC-free and is safe to use next to your skin.</span><br> <br><span style=""color: #000000;""> <strong>Is the iHealth Activity and Sleep Tracker waterproof?</strong></span><br><span style=""color: #000000;""> The Tracker is rain, splash and sweat proof. However, it is not waterproof and should                         not be worn while swimming or showering.</span></p>
</div>    </div>
        </div>",,S$0.00,"http://www.axtrosports.com/media/catalog/product/cache/1/thumbnail/85x85/9df78eab33525d08d6e5fb8d27136e95/p/r/pro81_4_1.jpg,http://www.axtrosports.com/media/catalog/product/cache/1/thumbnail/85x85/9df78eab33525d08d6e5fb8d27136e95/p/r/pro81_1_1.jpg,http://www.axtrosports.com/media/catalog/product/cache/1/thumbnail/85x85/9df78eab33525d08d6e5fb8d27136e95/p/r/pro81_2_1.jpg,http://www.axtrosports.com/media/catalog/product/cache/1/thumbnail/85x85/9df78eab33525d08d6e5fb8d27136e95/p/r/pro81_5_1.jpg,http://www.axtrosports.com/media/catalog/product/cache/1/thumbnail/85x85/9df78eab33525d08d6e5fb8d27136e95/p/r/pro81_3_1.jpg",
