Item Type,Product ID,Product Name,Brand Name,Price,Retail Price,Sale Price,Product Description,Product Code/SKU,Bin Picking Number,Category,Option Set,Product Availability,Current Stock Level,Free Shipping,Sort Order,Meta Description,Page Title,Product Image Description - 1,Product Image Is Thumbnail - 1,Track Inventory,Product Image Sort - 1,Product Image Sort - 2,Product Image Sort - 3,Product Image Sort - 4,Product Image Sort - 5,Product Image Sort - 6,Product Image Sort - 7,Product Image Sort - 8,Product Image File - 1,Product Image File - 2,Product Image File - 3,Product Image File - 4,Product Image File - 5 ,Product Image File - 6,Product Image File - 7,Product Image File - 8
Product,,AB Blaster,Magic Home Gym,"Rs 4,700.00","Rs 4,700.00","Rs 3,800.00","<div id=""tab-description"" class=""tab-content""><p>
	The Ab Blaster Situp Board Provides A Serious Ab Workout By Locking The Knees And Isolating The Ab Muscles. Perform A Range Of Highly Effective Workouts To Tone The Abs And Obliques, See Visible Results In Days. Adjustable Knee Lock Rollers Ensure That The Product Can Be Used By Multiple Users. Folding Design Makes The Product Compact For Storage After Use. High Quality Construction. Excellent After Sales Service.</p>
<p>
	Features:</p>
<ul>
	<li>
		Serious Ab Workout</li>
	<li>
		Adjustable Knee Locks</li>
	<li>
		Visible Results In Days</li>
	<li>
		Folding Compact Design<br>
		 </li>
</ul>
</div><div id=""tab-attribute"" class=""tab-content"">
    <table class=""attribute"">
            <thead>
        <tr>
          <td colspan=""2"">General</td>
        </tr>
      </thead>
      <tbody>
                <tr>
          <td>General</td>
          <td>Dimensions LXBXH= 24X10X20 inches
Strong steel construction, epoxy powder coating finish. Thick cushion padding on seat, foam rollers for knee support. Shipped nearly assembled. No special assembly required.
</td>
        </tr>
              </tbody>
          </table>
  </div>",AB BlasterMGCHGYM,MAGICHOMEGYM,CORE and AB Trainers,AB Blaster,7-12 Working Days,100,N,-200,Buy AB Blaster Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy AB Blaster Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy AB Blaster Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,4,5,6,7,8,http://magichomegym.com/image/cache/data/Ab-Blaster/ab1-500x500.jpg,http://magichomegym.com/image/cache/data/Ab-Blaster/ab2-500x500.jpg
