Item Type,Product ID,Product Name,Product Type,Product Code/SKU,Bin Picking Number,Brand Name,Option Set,Option Set Align,Price,Cost Price,Retail Price,Sale Price,Free Shipping,Track Inventory,Current Stock Level,Category,Product Image File - 1,Product Image File - 2,Product Image File - 3,Product Image File - 4,Product Image File - 5,Product Image File - 6,Product Image File - 7,Product Image File - 8,Product Image File - 9,Product Image File - 10,Product Image File - 11,Product Image File - 12,Product Image File - 13,Product Image File - 14,Product Image File - 15,Product Image File - 16,Product Image File - 17,Product Image File - 18,Product Image File - 19,Product Image File - 20,Product Image File - 21,Product Image File - 22,Product Image File - 23,Product Image File - 24,Product Image File - 25,Product Image File - 26,Product Image File - 27,Product Image File - 28,Product Image File - 29,Product Image File - 30,Product Image File - 31,Product Image File - 32,Product Image File - 33,Product Image File - 34,Product Image File - 35,Product Image File - 36,Product Image File - 37,Product Image File - 38,Product Image File - 39,Product Image File - 40,Product Image File - 41,Product Image File - 42,Product Image File - 43,Product Image File - 44,Product Image File - 45,Sort Order,Product URL,Redirect Old URL?,,
Product,74147,ARPENAZ-20*,P,DECA920195,DECATHLON,Quechua,ARPENAZ-201,Right,999,999,999,999,N,by option,0,Other Sports/Hiking and Mountaineering/Backpacks,http://www.liveyoursport.com/product_images/t/455/big_73515874__13045.jpg,http://www.liveyoursport.com/product_images/l/096/big_73515956__27328.jpg,http://www.liveyoursport.com/product_images/g/138/big_73515894__71309.jpg,http://www.liveyoursport.com/product_images/k/386/big_73515862__35358.jpg,http://www.liveyoursport.com/product_images/u/047/big_73515939__12320.jpg,http://www.liveyoursport.com/product_images/f/359/big_73515984-800x800__79816.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,/products/arpenaz-20,,,
  SKU,123841,[S]Color=BLACK,,DECA920195P,DECATHLON,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
  SKU,123842,[S]Color=LIGHT BLUE,,DECA920197,DECATHLON,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
  SKU,123843,[S]Color=BLUE,,DECA1339800,DECATHLON,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
