http://www.dickssportinggoods.com/family/index.jsp?categoryId=38922556&bc=CatGroup_WeightLiftingAccessories_R2_C1_Grips,Fitness/Fitness Accessories/Accessories,1
http://www.dickssportinggoods.com/family/index.jsp?ab=TopNav_Exercise_FitnessAccessories_TrainingMasks&categoryId=23865176&cp=4413986.4417719,Fitness/Fitness Accessories/Elevation Training; Other Sports/Hiking and Mountaineering/Elevation Training Masks,4
http://www.dickssportinggoods.com/family/index.jsp?categoryId=18731556&bc=CatGroup_BasketballHookUps_R1_C4_NikeEliteSocks,Apparel/Accessories/Socks/Basketball Socks;Team Sports/Basketball/Socks; Shoes/Accessories/Socks/Basketball Socks,1
http://www.dickssportinggoods.com/family/index.jsp?categoryId=38922536&fg=Brand&ff=Brand&fv=15354%2FUnder+Armour&fd=Under+Armour++&fg=Brand&ff=Brand&fv=1024408%2FGoFit&fd=GoFit&fg=Brand&ff=Brand&fv=1039%2FNike&fd=Nike&,Fitness/Fitness Accessories/Gloves;Apparel/Accessories/Gloves,1
http://www.dickssportinggoods.com/family/index.jsp?categoryId=38922766&fg=Price+Range&ff=StorePrice&fv=00000000~-~00002500&fd=under+%2425.00&,Fitness/Fitness Accessories/Rehabs and Injuries/Rollers and Massage Equipment,3
http://www.dickssportinggoods.com/family/index.jsp?ab=TopNav_Exercise_Electronics_ActivityTrackers&categoryId=19619116&cp=4413986.32994596&page=1,Fitness/Electronics/Activity Trackers; Run & Cycle/Electronics/Activity Trackers ,3
http://www.dickssportinggoods.com/family/index.jsp?ab=TopNav_Exercise_Electronics_ActivityTrackers&categoryId=19619116&cp=4413986.32994596&page=2,Fitness/Electronics/Activity Trackers; Run & Cycle/Electronics/Activity Trackers ,3
http://www.dickssportinggoods.com/family/index.jsp?ab=TopNav_Exercise_Electronics_GPSWatches&categoryId=12754034&cp=4413986.32994596,Fitness/Electronics/GPS Watches; Run & Cycle/Electronics/GPS Watches,3
http://www.dickssportinggoods.com/family/index.jsp?categoryId=4414372&bc=CatGroup_Rollers_R1_C4_HotColdTherapy,Fitness/Fitness Accessories/Rehabs and Injuries/Hot and Cold Therapy,3
http://www.dickssportinggoods.com/family/index.jsp?categoryId=12634918&bc=CatGroup_WeightLiftingAccessories_R2_C2_MensWeightliftingShoes,Shoes/Men's Shoes/Weightlifting Shoes,4
http://www.dickssportinggoods.com/family/index.jsp?categoryId=13089566&fg=Brand&ff=Brand&fv=71%2FEverlast&fd=Everlast&fg=Brand&ff=Brand&fv=15354%2FUnder+Armour&fd=Under+Armour++&fg=Brand&ff=Brand&fv=95458%2FShock+Doctor&fd=Shock+Doctor&fg=Brand&ff=Brand&fv=1037327%2FFightdentist&fd=Fightdentist&fg=Brand&ff=Brand&fv=1039%2FNike&fd=Nike&,Team Sports/Hockey/Protective Gear/Mouthguards;Team Sports/Basketball/Accessories/Mouthguards; Other Sports/Boxing/Protective Gear/Mouthguards;Other Sports/More Sports/Rugby/Mouthguards,1
http://www.dickssportinggoods.com/family/index.jsp?categoryId=23108886&bc=CatGroup_Audio_R1_C3_CellPhoneTabletCases,Fitness/Electronics/Phone Cases; Run & Cycle/Electronics/Phone Cases,3
http://www.dickssportinggoods.com/family/index.jsp?categoryId=4418807&fg=Brand&ff=Brand&fv=1039%2FNike&fd=Nike&fg=Brand&ff=Brand&fv=1019850%2FJordan&fd=Jordan&fg=Brand&ff=Brand&fv=15354%2FUnder+Armour&fd=Under+Armour++&,Apparel/Accessories/Socks/Basketball Socks;Team Sports/Basketball/Socks; Shoes/Accessories/Socks/Basketball Socks,1
http://www.dickssportinggoods.com/family/index.jsp?categoryId=23108876&bc=CatGroup_Audio_R1_C1_EarbudsHeadphones&page=1,Fitness/Electronics/Earbuds and Headphones; Run & Cycle/Electronics/Earbuds and Headphones,3
http://www.dickssportinggoods.com/family/index.jsp?categoryId=23108876&bc=CatGroup_Audio_R1_C1_EarbudsHeadphones&page=2,Fitness/Electronics/Earbuds and Headphones; Run & Cycle/Electronics/Earbuds and Headphones,3
http://www.dickssportinggoods.com/family/index.jsp?ab=TopNav_Exercise_Electronics_HeartRateMonitors&categoryId=4417740&cp=4413986.32994596&page=1,Fitness/Electronics/Heart Rate Monitors; Run & Cycle/Electronics/Heart Rate Monitors,3
http://www.dickssportinggoods.com/family/index.jsp?ab=TopNav_Exercise_Electronics_HeartRateMonitors&categoryId=4417740&cp=4413986.32994596&page=2,Fitness/Electronics/Heart Rate Monitors; Run & Cycle/Electronics/Heart Rate Monitors,3
http://www.dickssportinggoods.com/family/index.jsp?ab=TopNav_Exercise_Electronics_Pedometers&categoryId=4417840&cp=4413986.32994596,Fitness/Electronics/Pedometers; Run & Cycle/Electronics/Pedometers,3
http://www.dickssportinggoods.com/family/index.jsp?categoryId=4414370&bc=CatGroup_BracesSupports_R1_C3_ElbowWristBracesSupport,Fitness/Fitness Accessories/Rehabs and Injuries/Elbow & Wrist Braces,3
http://www.dickssportinggoods.com/family/index.jsp?categoryId=33085766&bc=CatGroup_BracesSupports_R2_C3_KineticSleevesBraces,Fitness/Fitness Accessories/Rehabs and Injuries/Kinetic Sleeves,3
http://www.dickssportinggoods.com/family/index.jsp?categoryId=4414375&bc=CatGroup_BracesSupports_R1_C4_CalfShinThighBracesSupport,"Fitness/Fitness Accessories/Rehabs and Injuries/Calf,Shin & Thigh",3
http://www.dickssportinggoods.com/family/index.jsp?categoryId=4414366&bc=CatGroup_BracesSupports_R1_C2_AnkleFootBracesSupport,Fitness/Fitness Accessories/Rehabs and Injuries/Ankle & Foot Braces,3
http://www.dickssportinggoods.com/family/index.jsp?ab=TopNav_Exercise_FitnessRecovery_Insoles&categoryId=11400089&cp=4413986.12754393,Run & Cycle/Running/Insoles; Shoes/Accessories/Insoles,3
http://www.dickssportinggoods.com/family/index.jsp?categoryId=4414374&bc=CatGroup_BracesSupports_R1_C1_KneeBracesSupport,Fitness/Fitness Accessories/Rehabs and Injuries/Knee Braces & Support,3
http://www.dickssportinggoods.com/family/index.jsp?categoryId=4414368&bc=CatGroup_BracesSupports_R2_C2_BackShoulderSupport,Fitness/Fitness Accessories/Rehabs and Injuries/Back and Shoulder Support,3
http://www.dickssportinggoods.com/family/index.jsp?categoryId=34249706&bc=CatGroup_SoccerApparel_R4_C3_SlidingShorts,Team Sports/Football/Football Training/Sliding Shorts,3
http://www.dickssportinggoods.com/family/index.jsp?categoryId=38922516&fg=Length&ff=PAD&fv=DSG_Roller_Length%2FCompact+%28Up+to+18+Inches%29&fd=Compact+%28Up+to+18+Inches%29&,Fitness/Fitness Accessories/Rehabs and Injuries/Foam Rollers,4
http://www.dickssportinggoods.com/family/index.jsp?categoryId=13158097&fg=Pack+Size&ff=PAD&fv=DSG_Sock_Pack_Size%2F4+Pack&fd=4+Pack&fg=Pack+Size&ff=PAD&fv=DSG_Sock_Pack_Size%2F5+Pack&fd=5+Pack&fg=Pack+Size&ff=PAD&fv=DSG_Sock_Pack_Size%2F6+Pack&fd=6+Pack&fg=Gender&ff=PAD&fv=DSG_Gender%2FMen%27s&fd=Men%27s&fg=Brand&ff=Brand&fv=303%2FAsics&fd=Asics&fg=Brand&ff=Brand&fv=86%2FAdidas&fd=Adidas++++&fg=Brand&ff=Brand&fv=2912%2FNew+Balance&fd=New+Balance&fg=Brand&ff=Brand&fv=1039%2FNike&fd=Nike&,Apparel/Accessories/Socks/Men's Socks;Shoes/Accessories/Socks/Men's Socks,1
http://www.dickssportinggoods.com/family/index.jsp?categoryId=19950156&fg=Gender&ff=PAD&fv=DSG_Gender%2FUnisex&fd=Unisex&fg=Brand&ff=Brand&fv=1039%2FNike&fd=Nike&,Apparel/Accessories/Socks/Women's Socks;Apparel/Accessories/Socks/Men's Socks;Apparel/Compression Gear/Compression Socks/Women's Socks;Shoes/Accessories/Socks/Women's Socks;Apparel/Compression Gear/Compression Socks;Shoes/Accessories/Socks/Men's Socks,1
