Item Type,Product ID,Product Name,Brand Name,Price,Retail Price,Sale Price,Product Description,Product Code/SKU,Bin Picking Number,Category,Option Set,Product Availability,Current Stock Level,Free Shipping,Sort Order,Meta Description,Page Title,Product Image Description - 1,Product Image Is Thumbnail - 1,Track Inventory,Product Image Sort - 1,Product Image Sort - 2,Product Image Sort - 3,Product Image Sort - 4,Product Image Sort-5,Product Image Sort-6,Product Image Sort-7,Product Image Sort-8,Product Image File - 1,Product Image File - 2,Product Image File - 3,Product Image File - 4,Product Image File - 5 ,Product Image File - 6,Product Image File - 7,Product Image File - 8
Product,,GERBER Dime Multi-tool - Outdoor,Gerber,"2,400","2,400","2,400","<div class=""product_content_left"">
                
                        <h3>GERBER Dime Multi-tool - Outdoor</h3>
                        <div style=""clear:both;"">
                            <h4>Description: </h4>
                            <p>We took the standard keychain multi-tool and made it better. In addition to stainless steel pliers, wire cutters, a fine edge blade, spring-loaded scissors, flathead screwdriver, crosshead driver, tweezers and file, the Dime includes a unique blade designed to safely cut and score plastic packaging and a bottle opener that is exposed even when the tool is closed. Compact and lightweight, the Dime is the most valuable change you'll find in your pocket.</p>
                        </div>
                        <div style=""clear:both;"">
                            <h4>Features: </h4>
                            <p>- Pliers<br>
- Wire Cutter<br>
- Fine Edge Blade<br>
- Retail Package Opener<br>
- Scissors<br>
- Medium Flathead Driver<br>
- Crosshead Driver<br>
- Bottle opener<br>
- Tweezers<br>
- File</p>
                        </div>
                        <div class=""specifiacation_txt"" style=""clear:both;"">
                            <h4>Specification: </h4>
                            <p><strong>Overall Length: </strong>4.25""<br>
<strong>Closed Length: </strong>2.75""<br>
<strong>Weight: </strong>2.2 oz.<br>
<strong>Steel Type:</strong> 3Cr13 Stainless<br>
<br></p>
                        </div>
                        <div style=""display: block;clear:both; float:left;margin:10px 0 0 10px;"">
                            <iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/u0sUaboEz5k?rel=0"" frameborder=""0"" allowfullscreen></iframe>
                            
                        </div>
                    

                
                <!--vid_bar end-->
            </div>",GB 0020ODTG,OUTDOORTRAVELGEAR,outdoor tools,GERBER Dime Multi-tool - Outdoor,7-10 Working days,100,N,-204.0,Get your hands on the GERBER Dime Multi-tool - Outdoor. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy GERBER Dime Multi-tool - Outdoor Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy GERBER Dime Multi-tool - Outdoor Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Option,1,2,3,4,5,6,7,8,http://www.outdoortravelgear.com//source/upload/Attribute/635463588249787764.jpg
Product,,GERBER Fit Light Tool – Outdoor,Gerber,"3,800","3,800","3,800","<div class=""product_content_left"">
                
                        <h3>GERBER Fit Light Tool – Outdoor</h3>
                        <div style=""clear:both;"">
                            <h4>Description: </h4>
                            <p>Encased in smooth anodized aluminum, the Fit is a handheld 20 Lumen L.E.D. flashlight with folding multitool attachments. Outfitted with long drivers to reach into small spaces that other multitools can't, it includes a locking fine edge and serrated blade, bottle opener, scissors, tweezers and multiple drivers. It’s a compact, standalone flashlight with dozens of other daily uses.</p>
                        </div>
                        <div style=""clear:both;"">
                            <h4>Features: </h4>
                            <p>- 10 Components<br>
- 24 Lumen L.E.D. Light Built-in<br>
- Micro Flat Head and Cross Drivers<br>
- Long Drivers<br>
- Locking Large Components</p>
                        </div>
                        <div class=""specifiacation_txt"" style=""clear:both;"">
                            <h4>Specification: </h4>
                            <p><strong>Overall Length:</strong> 8.5 in.<br>
<strong>Closed Length:</strong> 4.0 in.<br>
<strong>Weight:</strong> 5.1 oz.<br>
<br></p>
                        </div>
                        <div style=""display: block;clear:both; float:left;margin:10px 0 0 10px;"">
                            <iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/FrqLRLw2i2U?feature=player_detailpage"" frameborder=""0"" allowfullscreen></iframe>
                            
                        </div>
                    

                
                <!--vid_bar end-->
