description,imgurl,productname
,"images/products/uniuqe_power/big/up01_flat_bench.png,images/products/uniuqe_power/big/up02_flat_batch_with_support.png,images/products/uniuqe_power/big/up09_multi_purpuse_bench.png,images/products/uniuqe_power/big/up10_multi_purpose_bench_leg_extension_curl.png,images/products/uniuqe_power/big/up12_udjustable_bench.png,images/products/uniuqe_power/big/up13_preacher_curl_bench.png,images/products/uniuqe_power/big/up16_pull_ups_with_vertical_dip_stand.png,images/products/uniuqe_power/big/up25toup28_dumbells_rack.png,images/products/uniuqe_power/big/up33_dumbbells_stand_plate_rod_stand.png,images/products/uniuqe_power/big/up34_plate_stand_with_road_stand.png,images/products/uniuqe_power/big/up35_squat_stand.png,images/products/uniuqe_power/big/03_flate_bench_with_support_olympic.png,images/products/uniuqe_power/big/04_incline_decline_bench.png,images/products/uniuqe_power/big/06_incline_benches.png,images/products/uniuqe_power/big/08_decline_bench.png,images/products/uniuqe_power/big/13_preacher_curl_bench.png,images/products/uniuqe_power/big/17to20_dumbbells_rack.png,images/products/uniuqe_power/big/21to24_dumbbells_rack.png,images/products/uniuqe_power/big/up11_seated_calf.png,images/products/uniuqe_power/big/up53_home_gym.png,images/products/uniuqe_power/big/up54_multi_gym_2stack.png,images/products/uniuqe_power/big/up55_multi_gym_4station.png,images/products/uniuqe_power/big/up56.png","UP01 FLAT BENCH,UP02 FLAT BENCH WITH SUPPORT,UP09 MULTI PURPOUSE BANCH,UP10 MULTI PURPOUSE BENCH LEG EXTENTION CURL,UP12 ADJUSTABLE BENCH,UP13 PREACHER CURL BENCH,UP16 PULL UPS WITH VIRTICLE DEEP STAND,UP25TOUP28 DUMBBELLS RACK,UP33 DUMBBELLS STAND PLATE WITH ROD STAND,UP34 PLATE STAND WITH ROD STAND,UP35 SQUAT STAND,UP35 SQUAT STAND,UP35 SQUAT STAND,UP35 SQUAT STAND,UP35 SQUAT STAND,UP35 SQUAT STAND,UP35 SQUAT STAND,UP35 SQUAT STAND,UP35 SQUAT STAND,UP35 SQUAT STAND,UP35 SQUAT STAND,UP35 SQUAT STAND,UP35 SQUAT STAND"
