Item Type,Product ID,Product Name,Brand Name,Price,Retail Price,Sale Price,Product Description,Product Code/SKU,Bin Picking Number,Category,Option Set,Product Availability,Current Stock Level,Free Shipping,Sort Order,Meta Description,Page Title,Product Image Description - 1,Product Image Is Thumbnail - 1,Track Inventory,Product Image Sort - 1,Product Image Sort - 2,Product Image Sort - 3,Product Image File - 1,Product Image File - 2,Product Image File - 3,Product Image File - 4,Product Image File - 5 ,Product Image File - 6,Product Image File - 7,Product Image File - 8
Product,,Bird 2,Ashaway,£29.99,£29.99,£29.99,"<div class=""article-content""><h2><strong>Overview</strong></h2>
<p>Introducing our new and innovative plastic shuttle, exclusive to Goode Sport worldwide. With 16 years of research and development behind it we believe this is the future of shuttlecocks.</p>
<p>Although still a plastic shuttle, the unique patented 2 piece design sets it apart from other nylon shuttles, just one of many features that leads to a far more feather like performance. As a result of it's unique design the Bird offers three times the rigidity of standard plastics meaning it won't collapse on impact and gives more feel on the racket face. You'll also notice a big difference in the sound made when hitting smashes and clears.</p>
<p>Another feather like feature of the Bird is the flight parabola (peak and drop). It has a far more stable flight with quicker righting. This translates to net shots too, where The Bird will perform a much slower and lower bounce than that of a standard plastic, making play more realistic to a feather.</p>
<p>Unlike a feather, The Bird's solid construction will keep it's speed consistent throughout it's life. This sturdiness is a result of the shuttle's turbine flutes being moulded rather than pressed. This added sturdiness results in a longer, more consistent shuttle life than a feather.</p>
<p>Although feather shuttles will always be most players preference, the ongoing problems with production costs and bird flu means badminton as a sport, needs to think of an alternative. <br>The Bird we believe, is it.</p>
<p> </p>
<ul>
<li>Patented 2 piece construction</li>
<li>Medium Speed</li>
</ul></div>",102,,,Shuttlecocks,Bird 2,,N,,Buy Bird 2 Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Bird 2 Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Bird 2 Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,http://goode-sport.co.uk//data/img/products/gallery/199.jpg?522df86e,http://goode-sport.co.uk//data/img/products/gallery/200.jpg?522df86e,http://goode-sport.co.uk//data/img/products/gallery/282.jpg?5231dec3
Product,,Quill Vantage 370,Ashaway,£17.00,£17.00,£17.00,"<div class=""article-content""><h2><strong>Overview </strong></h2>
<p>New improved version of the Quill shuttlecock, now produced using Swiss injection moulding tools, to create the most consistent and durable shuttle on the market.</p>
<p>The Vantage 370 has been designed to closely mimic the performance of natural feather shuttles and features a real Cork Base.</p>
<p> </p>
<h2><strong>Specifications </strong></h2>
<ul>
<li><span style=""font-size: 12px;"">Conforms to World Badminton Federation Specification</span></li>
<li><span style=""font-size: 12px;"">Available in Hi Vis Yellow or White.</span></li>
<li><span style=""font-size: 12px;"">Medium Speed (normal conditions)</span></li>
</ul></div>",96,,,Shuttlecocks,Quill Vantage 370,,N,,Buy Quill Vantage 370 Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Quill Vantage 370 Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Quill Vantage 370 Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Option,1,2,3,http://goode-sport.co.uk//data/img/products/gallery/64.jpg?520a1b34
SKU,,[S]Size= WHITE,,,,,,96WHITE
SKU,,[S]Size= YELLOW,,,,,,96YELLOW
SKU,,[S]Size= 1 dozen,,,,,,961 dozen
SKU,,[S]Size= medium,,,,,,96medium
Product,,Ashaway Pro-G,Ashaway,£31.20,£31.20,£31.20,"<div class=""article-content""><h2><strong>Overview </strong></h2>
<p>A++/1st the very first choice, best grade Goose feathers specially selected for perfect flight and extended durability. Base is made from the finest natural cork. Each shuttle is individually tested twice for speed and flight. Suitable for use at international competition. </p>
<p> </p>
<h2>Specifications</h2>
<ul>
<li>For International tournament</li>
<li>Available in speed 77 and 78</li>
</ul></div>",101,,,Shuttlecocks,Ashaway Pro-G,,N,,Buy Ashaway Pro-G Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Ashaway Pro-G Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Ashaway Pro-G Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Option,1,2,3
SKU,,[S]Size= 1 DOZEN,,,,,,1011 DOZEN
SKU,,[S]Size= 77,,,,,,10177
SKU,,[S]Size= 78,,,,,,10178
Product,,Ashaway Thermo Racket Bag ATB860B,Ashaway,£49.99,£49.99,£49.99,"<div class=""article-content""><h2>Overview</h2>
<p><span>The Ashaway ATB860T racket bag comprises of three compartments that can hold up to nine rackets in total. One of these spacious compartments features thermal foil lining that protects your gear from extreme changes in temperatures. This stylish bag is also equipped with a handy side pocket for accessories and constructed from heavy duty ripstop material for improved durability. It can be easily transported due to comfortable dual padded shoulder straps or practical upper carry handles.</span></p>
<p> </p>
<h2>Specification</h2>
<ul>
<li>Heavy duty material with 3 generous main compartments and a side pocket. </li>
<li>Carry straps and handles.</li>
<li>Can hold up to 9 Rackets</li>
</ul></div>",177,,,Luggage,Ashaway Thermo Racket Bag ATB860B,,N,,Buy Ashaway Thermo Racket Bag ATB860B Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Ashaway Thermo Racket Bag ATB860B Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Ashaway Thermo Racket Bag ATB860B Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Option,1,2,3,http://goode-sport.co.uk//data/img/products/gallery/201.jpg?522f00cc
SKU,,[S]Size= TRIPLE,,,,,,177TRIPLE
SKU,,[S]Size= BLUE,,,,,,177BLUE
SKU,,[S]Size= COPPER,,,,,,177COPPER
SKU,,[S]Size= GOLD,,,,,,177GOLD
SKU,,[S]Size= RED,,,,,,177RED
Product,,Seattle Court Shoe,Ashaway,£49.99,£49.99,£49.99,"<div class=""article-content""><h2>NEW FOR 2014/15</h2>
<h2>Overview</h2>
<p>The Ashaway ABS511 Seattle Court Shoe is suitable for both squash and badminton.</p>
<p>The shoe is designed and built to be lightweight. with breathable materials throughout. <br>The weight of the shoe has been reduced by 25% compared with other footwear in the Ashaway range and as much as 35% when compared to other shoes on the market.</p>
<p> </p>
<h2>Specification:</h2>
<ul>
<li><strong>Upper composition</strong> - EVA with FeatherLite Breathable Mesh Inserts </li>
<li><strong>Midsole composition</strong> - Antibacterial and hi-shock middle layer </li>
<li><strong>Outsole composition</strong>- Wet Grip Rubber </li>
<li><strong>Heel Stability</strong> - PVC Heel Counter </li>
</ul>
<p>Multi-Breathable top layer, perforated EVA mixed with breathable fibres<br>EVA Hi Shape retention sole<br>FeatherLite Design.</p></div>",232,,,Footwear,Seattle Court Shoe,,N,,Buy Seattle Court Shoe Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Seattle Court Shoe Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Seattle Court Shoe Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Option,1,2,3,http://goode-sport.co.uk//data/img/products/gallery/432.jpg?53a997a2,http://goode-sport.co.uk//data/img/products/gallery/543.jpg?53f34814,http://goode-sport.co.uk//data/img/products/gallery/544.jpg?53f34814,http://goode-sport.co.uk//data/img/products/gallery/545.jpg?53f34814
SKU,,[S]Size= 4,,,,,,2324
SKU,,[S]Size= 5,,,,,,2325
SKU,,[S]Size= 6,,,,,,2326
SKU,,[S]Size= 7,,,,,,2327
SKU,,[S]Size= 8,,,,,,2328
SKU,,[S]Size= 8.5,,,,,,2328.5
SKU,,[S]Size= 9,,,,,,2329
SKU,,[S]Size= 9.5,,,,,,2329.5
SKU,,[S]Size= 10,,,,,,23210
SKU,,[S]Size= 10.5,,,,,,23210.5
SKU,,[S]Size= 11,,,,,,23211
SKU,,[S]Size= 12,,,,,,23212
Product,,Ashaway Black 450,Ashaway,£25.00,£25.00,£25.00,"<div class=""article-content""><h2><strong>Overview</strong></h2>
<p><strong>Ashaway Black 450</strong></p>
<p>1st/A Grade Goose feather selected for accurate flight and good durability. Natural cork with compressed cork tip. Tested for flight and speed. Suitable for county and good league level play. Represents the very best value.</p>
<p> </p>
<h2><strong>Specifications</strong></h2>
<ul>
<li>Suitable for club and county badminton</li>
<li>available in speeds 77 and 78</li>
</ul></div>",99,,,Shuttlecocks,Ashaway Black 450,,N,,Buy Ashaway Black 450 Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Ashaway Black 450 Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Ashaway Black 450 Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Option,1,2,3,http://goode-sport.co.uk//data/img/products/gallery/61.jpg?520a152e
SKU,,[S]Size= 1 DOZEN,,,,,,991 DOZEN
SKU,,[S]Size= 78,,,,,,9978
SKU,,[S]Size= 77,,,,,,9977
Product,,Ashaway International 500,Ashaway,£27.98,£27.98,£27.98,"<div class=""article-content""><h2><strong>Overview</strong></h2>
<h3> </h3>
<h3><strong>NOW 40% more durable for 2014/15</strong></h3>
<ul>
<li>1st/A Grade Goose feather shuttlecocks digitally selected for flight and durability. </li>
<li>Natural cork base. </li>
<li>Suitable for use at the highest level. </li>
<li>Twice Tested for accurate flight and speed.</li>
<li><strong style=""font-size: 12px;"">Official shuttlecock of BUCS</strong>, as used at the BUCS Individual championships for the past 6 years.</li>
<li>As used at the Herts Open (BAofE silver)</li>
<li>The shuttle of choice for many county teams</li>
</ul>
<p> </p>
<h2><strong>Specifications </strong></h2>
<ul>
<li>Suitable for highest level play</li>
<li>Digitally selected 1st grade goose feather</li>
<li>Reactive glue - softens upon impact</li>
<li>Improved version - 40% more durable</li>
<li>Available in speeds 77 and 78</li>
</ul></div>",100,,,Shuttlecocks,Ashaway International 500,,N,,Buy Ashaway International 500 Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Ashaway International 500 Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Ashaway International 500 Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Option,1,2,3,http://goode-sport.co.uk//data/img/products/gallery/685.jpg?5447854a,http://goode-sport.co.uk//data/img/products/gallery/684.jpg?5447854a
SKU,,[S]Size= 1 dozen,,,,,,1001 dozen
SKU,,[S]Size= 77,,,,,,10077
SKU,,[S]Size= 78,,,,,,10078
Product,,Ashaway Quill Gold 400,Ashaway,£23.00,£23.00,£23.00,"<div class=""article-content""><h2><strong>Overview</strong></h2>
<p><strong>Ashaway Quill Gold 400 Feather Shuttlecocks </strong></p>
<p>2nd/B Grade goose feather (full feather, without half feathers) shuttlecock. Compressed cork base. Tested for flight and speed. Suitable for League level play. One of our most popular grades and excellent value.</p>
<p> </p>
<h2><strong>Specifications </strong></h2>
<ul>
<li>Suitable for county or club Badminton</li>
<li>Speed 77 or 78</li>
</ul></div>",98,,,Shuttlecocks,Ashaway Quill Gold 400,,N,,Buy Ashaway Quill Gold 400 Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Ashaway Quill Gold 400 Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Ashaway Quill Gold 400 Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Option,1,2,3,http://goode-sport.co.uk//data/img/products/gallery/60.jpg?520a147f
SKU,,[S]Size= 1 DOZEN,,,,,,981 DOZEN
SKU,,[S]Size= 77,,,,,,9877
SKU,,[S]Size= 78,,,,,,9878
Product,,Power Fiber II,Ashaway,£11.00,£11.00,£11.00,"<div class=""article-content""><h2><strong>Overview </strong></h2>
<p>This extremely natural gut-like performance multi-fiber string has been improved with a new patented coating process that helps eliminate the “nothing” due friction and court debris. Volkl Power Fiber II has exceptional tension maintenance, thanks to the patented “high pressure resin misting,” that allows more string fibers and less resin. The process also helps create exceptional shock and vibration reduction.</p>
<p> </p>
<h2><strong>Specifications</strong></h2>
<ul>
<li>Power Rating: 10</li>
<li>Control Rating: 7</li>
<li>Durability Rating: 7</li>
</ul>
<p> </p>
<p> </p>
<p> </p></div>",165,,,Tennis String,Power Fiber II,,N,,Buy Power Fiber II Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Power Fiber II Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Power Fiber II Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Option,1,2,3,http://goode-sport.co.uk//data/img/products/gallery/665.jpg?543ced21,http://goode-sport.co.uk//data/img/products/gallery/236.jpg?52304bdc,http://goode-sport.co.uk//data/img/products/gallery/674.jpg?543cf3b9
SKU,,[S]Size= 16g Reel,,,,,,16516g Reel
SKU,,[S]Size= 16g Set,,,,,,16516g Set
SKU,,[S]Size= 17g Reel,,,,,,16517g Reel
SKU,,[S]Size= 17g Set,,,,,,16517g Set
Product,,Powerkill Superlong,Ashaway,£50.00,£50.00,£50.00,"<div class=""article-content""><h2>Overview</h2>
<p>The EXCLUSIVE Ashaway Powerkill Superlong benefits from a unique extra shaft length for an extended reach.</p>
<p>It has an oval head shape with an inner hyper frame power system.</p>
<p>Made up of a high modulus graphite carbon material. </p>
<p> </p>
<h2><br>Specification</h2>
<ul>
<li><strong>Weight</strong> - 88g</li>
<li><strong>Balance</strong> - 300mm</li>
<li><strong>Flex</strong> - Mid Stiff </li>
<li><strong>Weight Classification</strong> - 4U</li>
<li><strong>Length</strong> - 693mm</li>
<li><strong>Head Shape</strong> - OV </li>
</ul>
<h2>Stringing Information </h2>
<ul>
<li><strong>Recommended String Tension</strong> - 22-30lbs </li>
<li><strong>Recommended String</strong> - Zymax 70</li>
<li><strong>String Pattern</strong> - 72 Hole </li>
</ul></div>",252,,,Online Exclusives,Powerkill Superlong,,N,,Buy Powerkill Superlong Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Powerkill Superlong Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Powerkill Superlong Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,http://goode-sport.co.uk//data/img/products/gallery/522.jpg?53ecd885,http://goode-sport.co.uk//data/img/products/gallery/562.jpg?53ff0f69,http://goode-sport.co.uk//data/img/products/gallery/578.jpg?53ff3835
Product,,Ashaway Thermo Racket Bag ATB860G,Ashaway,£39.99,£39.99,£39.99,"<div class=""article-content""><h2 class=""p1"">Overview</h2>
<p><span>The Ashaway ATB860D double racket bag comprises of two compartments that can hold up to six rackets in total. One of these spacious compartments features thermal foil lining that protects your gear from extreme changes in temperatures. This stylish bag is also equipped with a handy side pocket for accessories and constructed from heavy duty ripstop material for improved durability. It can be easily transported due to comfortable dual padded shoulder straps or practical upper carry handles.</span></p>
<p> </p>
<h2>Specification</h2>
<ul>
<li>Heavy duty material with 2 generous main compartments and a side pocket. </li>
<li>Carry straps and handles.</li>
<li>Can hold up to 6 Rackets</li>
</ul>
<p class=""p1""> </p></div>",224,,,Online Exclusives,Ashaway Thermo Racket Bag ATB860G,,N,,Buy Ashaway Thermo Racket Bag ATB860G Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Ashaway Thermo Racket Bag ATB860G Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Ashaway Thermo Racket Bag ATB860G Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,http://goode-sport.co.uk//data/img/products/gallery/591.jpg?5416d88d,http://goode-sport.co.uk//data/img/products/gallery/589.jpg?540eed02
Product,,Ashaway Thermo Racket Bag ATB860C,Ashaway,£49.99,£49.99,£49.99,"<div class=""article-content""><h2>Overview</h2>
<p><span>The Ashaway ATB860T racket bag comprises of three compartments that can hold up to nine rackets in total. One of these spacious compartments features thermal foil lining that protects your gear from extreme changes in temperatures. This stylish bag is also equipped with a handy side pocket for accessories and constructed from heavy duty ripstop material for improved durability. It can be easily transported due to comfortable dual padded shoulder straps or practical upper carry handles.</span></p>
<p> </p>
<h2>Specification</h2>
<ul>
<li>Heavy duty material with 3 generous main compartments and a side pocket. </li>
<li>Carry straps and handles.</li>
<li>Can hold up to 9 Rackets</li>
</ul></div>",221,,,Online Exclusives,Ashaway Thermo Racket Bag ATB860C,,N,,Buy Ashaway Thermo Racket Bag ATB860C Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Ashaway Thermo Racket Bag ATB860C Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Ashaway Thermo Racket Bag ATB860C Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,http://goode-sport.co.uk//data/img/products/gallery/587.jpg?540dcec6,http://goode-sport.co.uk//data/img/products/gallery/590.jpg?5416d5fd
Product,,Ashaway Backpack AHS04R,Ashaway,£25.00,£25.00,£25.00,"<div class=""article-content""><h2><strong>Overview </strong></h2>
<p><strong>NEW</strong> Ashaway backpacks are the lightest method of carrying a single racket and other items for the player who is on the move! It has a number of different sized compartments and is equipped both with padded straps and a padded back for extra comfort on the go. </p>
<p>The Ashaway backpack is available in both Red and Blue. </p></div>",267,,,Ashaway,Ashaway Backpack AHS04R,,N,,Buy Ashaway Backpack AHS04R Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Ashaway Backpack AHS04R Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Ashaway Backpack AHS04R Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,http://goode-sport.co.uk//data/img/products/gallery/770.jpg?54526773,http://goode-sport.co.uk//data/img/products/gallery/771.jpg?54526773,http://goode-sport.co.uk//data/img/products/gallery/772.jpg?54526773,http://goode-sport.co.uk//data/img/products/gallery/773.jpg?54526773
Product,,Dallas Court Shoe,Ashaway,£59.99,£59.99,£59.99,"<div class=""article-content""><h1>NEW ONLINE EXCLUSIVE </h1>
<h2>Overview </h2>
<p>The NEW Ashaway ABS600 Dallas performance court shoes are: </p>
<ul>
<li>
<h2>More durable </h2>
</li>
<li>
<h2>Lighter </h2>
</li>
<li>
<h2>Stronger</h2>
</li>
<li>
<h2>More Comfortable with soft feeling</h2>
</li>
<li>
<h2>Striking in design </h2>
</li>
</ul>
<p>Made from Micro Fibres, the Ashaway Dallas shoes are lighter and stronger than ever and are suitable for both badminton and squash players looking for a supportive shoe. </p></div>",233,,,Online Exclusives,Dallas Court Shoe,,N,,Buy Dallas Court Shoe Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Dallas Court Shoe Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Dallas Court Shoe Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Option,1,2,3,http://goode-sport.co.uk//data/img/products/gallery/533.jpg?53edf578,http://goode-sport.co.uk//data/img/products/gallery/534.jpg?53edf5cd,http://goode-sport.co.uk//data/img/products/gallery/535.jpg?53edf63f,http://goode-sport.co.uk//data/img/products/gallery/536.jpg?53edf73f,http://goode-sport.co.uk//data/img/products/gallery/537.jpg?53edf73f
SKU,,[S]Size= 4,,,,,,2334
SKU,,[S]Size= 5,,,,,,2335
SKU,,[S]Size= 6,,,,,,2336
SKU,,[S]Size= 7,,,,,,2337
SKU,,[S]Size= 8,,,,,,2338
SKU,,[S]Size= 8.5,,,,,,2338.5
SKU,,[S]Size= 9,,,,,,2339
SKU,,[S]Size= 9.5,,,,,,2339.5
SKU,,[S]Size= 10,,,,,,23310
SKU,,[S]Size= 10.5,,,,,,23310.5
SKU,,[S]Size= 11,,,,,,23311
SKU,,[S]Size= 12,,,,,,23312
Product,,Ashaway A3700,Ashaway,£40.00,£40.00,£40.00,"<div class=""article-content""><h1>ONLINE EXCLUSIVE</h1>
<h2>Overview </h2>
<p><span>The Ashaway A3700 squash racket is perfect for beginners and improving players and features a High Modulus Graphite crostruction. This 130g racket is evenly balanced, offering stability and spin with ease and offers a 12x17 string pattern. Its extended head shape and a long string system creates a greater sweet spot, while the Ashaway SuperNick XL Micro string enhances performance and power. In addition, it comes with the Ashaway PU grip and is supplied with a full cover.</span></p>
<p> </p>
<p> </p>
<ul>
<li><strong>W</strong><strong>eight (g) -</strong> 130</li>
<li><strong>Head size - 75Sq in</strong></li>
<li><strong>High Modulus Graphite</strong></li>
<li><strong>String Pattern 12 x 17</strong></li>
</ul></div>",298,,,Online Exclusives,Ashaway A3700,,N,,Buy Ashaway A3700 Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Ashaway A3700 Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Ashaway A3700 Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3
Product,,Ashaway Backpack AHS04B,Ashaway,£25.00,£25.00,£25.00,"<div class=""article-content""><h2>Overview </h2>
<p><strong>NEW</strong> Ashaway backpacks are the lightest method of carrying a single racket and other items for the player who is on the move! It has a number of different sized compartments and is equipped both with padded straps and a padded back for extra comfort on the go. </p>
<p>The Ashaway backpack is available in both Red and Blue. </p></div>",268,,,Luggage,Ashaway Backpack AHS04B,,N,,Buy Ashaway Backpack AHS04B Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Ashaway Backpack AHS04B Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Ashaway Backpack AHS04B Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,http://goode-sport.co.uk//data/img/products/gallery/765.jpg?545252a9,http://goode-sport.co.uk//data/img/products/gallery/766.jpg?545252a9,http://goode-sport.co.uk//data/img/products/gallery/767.jpg?545252a9,http://goode-sport.co.uk//data/img/products/gallery/768.jpg?545252a9
Product,,Grip Powder,Ashaway,£6.00,£6.00,£6.00,"<div class=""article-content""><h2>     OVERVIEW</h2>
<ul>
<li>30 grams of absorbent powder</li>
<li>Specially formulated to improve grip and feel</li>
</ul></div>",84,,,Accessories,Grip Powder,,N,,Buy Grip Powder Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Grip Powder Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Grip Powder Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,http://goode-sport.co.uk//data/img/products/gallery/63.jpg?520a1a51
Product,,Ashaway Towel,Ashaway,£11.00,£11.00,£11.00,"<div class=""article-content""><h2>       Overview</h2>
<ul>
<li>Ashaway Branded Towel</li>
<li>Handy size for perspiration</li>
</ul></div>",106,,,Accessories,Ashaway Towel,,N,,Buy Ashaway Towel Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Ashaway Towel Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Ashaway Towel Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,http://goode-sport.co.uk//data/img/products/gallery/210.jpg?522f1f8e
Product,,Ashaway Thermo Racket Bag ATB860G,Ashaway,£49.99,£49.99,£49.99,"<div class=""article-content""><h2>Overview</h2>
<p><span>The Ashaway ATB860T racket bag comprises of three compartments that can hold up to nine rackets in total. One of these spacious compartments features thermal foil lining that protects your gear from extreme changes in temperatures. This stylish bag is also equipped with a handy side pocket for accessories and constructed from heavy duty ripstop material for improved durability. It can be easily transported due to comfortable dual padded shoulder straps or practical upper carry handles.</span></p>
<p> </p>
<h2>Specification</h2>
<ul>
<li>Heavy duty material with 3 generous main compartments and a side pocket. </li>
<li>Carry straps and handles.</li>
<li>Can hold up to 9 Rackets</li>
</ul></div>",222,,,Online Exclusives,Ashaway Thermo Racket Bag ATB860G,,N,,Buy Ashaway Thermo Racket Bag ATB860G Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Ashaway Thermo Racket Bag ATB860G Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Ashaway Thermo Racket Bag ATB860G Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,http://goode-sport.co.uk//data/img/products/gallery/592.jpg?5416d8e5,http://goode-sport.co.uk//data/img/products/gallery/588.jpg?540ee82a
Product,,Super G 10 295g,Ashaway,£170.00,£170.00,£170.00,"<div class=""article-content""><h2>Overview</h2>
<p>The Organix Super G 10 295g is a racket for the advanced tournament player that offers the most forgiving dampening system ever implemented into a players frame. It provides torsional stability even on the most off center hits and has a tremendous sweet-spot, for driving power and superb spin.</p>
<p> </p>
<h2>Specifications</h2>
<ul>
<li>Grip Size: 1-5</li>
<li>Head Size: 630cm² | 98in²</li>
<li>Cross Section: 20mm</li>
<li>Weight: 295g </li>
<li>Length: 68.5cm</li>
<li>Balance: 32.5cm | 1in Headlight</li>
<li>String Pattern:16x19 PCP</li>
<li>String Tension: 25(±2)kg | 55(±5)lbs</li>
</ul>
<p> </p>
<p><a href=""technology/"" target=""_blank""><img src=""data/uploads/v1mp_os_sg5-9.jpg"" alt="""" width=""228"" height=""66""></a></p></div>",273,,,Super G,Super G 10 295g,,N,,Buy Super G 10 295g Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Super G 10 295g Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Super G 10 295g Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Option,1,2,3,http://goode-sport.co.uk//data/img/products/gallery/689.png?5447a1e2,http://goode-sport.co.uk//data/img/products/gallery/690.jpg?5447a1e2,http://goode-sport.co.uk//data/img/products/gallery/691.jpg?5447a219
SKU,,[S]Size= Grip 2,,,,,,273Grip 2
SKU,,[S]Size= Grip 3,,,,,,273Grip 3
SKU,,[S]Size= Grip 4,,,,,,273Grip 4
Product,,Super G 9,Ashaway,£140.00,£140.00,£140.00,"<div class=""article-content""><h2>Overview</h2>
<p>A completely re-designed take on the 9 series. The Volkl Organix 9 Super G features a classic Grommet Wrap System that offers more protection to the string, and stability to the racket. This racket features a firmer Black V-Sponse pin to provide a classic feel that upper level/pro players know and love, but not at the cost of their arm. With a traditional<br>18×20 string pattern, you will have all of the control you could ask for from a player’s frame.</p>
<p> </p>
<h2>Specification</h2>
<ul>
<li class=""first"">Grip Size: 1-4</li>
<li>Head Size: 630cm² | 98in²</li>
<li>Cross Section: 22mm</li>
<li>Weight: 310g | 10.9oz</li>
<li>Length: 68.5cm | 27in</li>
<li>Balance: 32cm | 0.9in HL</li>
<li>String Pattern: 18x20 PCP </li>
<li class=""last"">String Tension: 25(±2)kg | 55(±5)lbs</li>
</ul>
<p> </p>
<p><a href=""technology/"" target=""_blank""><img src=""data/uploads/v1mp_os_sg5-9.jpg"" alt="""" width=""228"" height=""66""></a></p>
<p> </p>
<p><span>Find out more about </span><a href=""news/a/volkl-super-g-technology/"" target=""_blank"">Volkl Super G technology here</a></p></div>",197,,,Volkl,Super G 9,,N,,Buy Super G 9 Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Super G 9 Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Super G 9 Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Option,1,2,3,http://goode-sport.co.uk//data/img/products/gallery/320.jpg?530376d6,http://goode-sport.co.uk//data/img/products/gallery/321.jpg?5303776a,http://goode-sport.co.uk//data/img/products/gallery/319.jpg?530373c6,http://goode-sport.co.uk//data/img/products/gallery/682.png?543d03b9
SKU,,[S]Size= GRIP 2,,,,,,197GRIP 2
SKU,,[S]Size= GRIP 3,,,,,,197GRIP 3
SKU,,[S]Size= GRIP 4,,,,,,197GRIP 4
