Item Type,Product ID,Product Name,Brand Name,Price,Retail Price,Sale Price,Product Description,Product Code/SKU,Bin Picking Number,Category,Option Set,Product Availability,Current Stock Level,Free Shipping,Sort Order,Meta Description,Page Title,Product Image Description - 1,Product Image Is Thumbnail - 1,Track Inventory,Product Image Sort - 1,Product Image Sort - 2,Product Image Sort - 3,Product Image File - 1,Product Image File - 2,Product Image File - 3,Product Image File - 4,Product Image File - 5 ,Product Image File - 6,Product Image File - 7,Product Image File - 8
SKU,,[S]Size= 3,,,,,,953
SKU,,[S]Size= 4,,,,,,954
SKU,,[S]Size= 5,,,,,,955
SKU,,[S]Size= 6,,,,,,956
SKU,,[S]Size= 7,,,,,,957
SKU,,[S]Size= 7.5,,,,,,957.5
SKU,,[S]Size= 8,,,,,,958
SKU,,[S]Size= 8.5,,,,,,958.5
SKU,,[S]Size= 9,,,,,,959
SKU,,[S]Size= 9.5,,,,,,959.5
SKU,,[S]Size= 10,,,,,,9510
SKU,,[S]Size= 10.5,,,,,,9510.5
SKU,,[S]Size= 11,,,,,,9511
SKU,,[S]Size= 11.5,,,,,,9511.5
SKU,,[S]Size= 12,,,,,,9512
Product,,"Super G 9 25"" Junior",Ashaway,£50.00,£50.00,£50.00,"<div class=""article-content""><h1>NEW FOR 2015</h1>
<h2>Overview </h2>
<p>The NEW Volkl Super G 9 Junior 25"" racket is a new addition to the Junior Super G range. It has been specifically engineered and properly balanced to fit the need of a Junior player. It is made for the advanced junior player who is not ready for an adult full length racket. </p>
<h2><span>Specifications</span></h2>
<ul>
<li><span>Grip Size: <span>0</span></span></li>
<li><span><span><span><span>Head Size: <span>660cm² | 102in²</span></span></span></span></span></li>
<li><span><span><span><span><span><span>Cross Section: <span>25mm</span></span></span></span></span></span></span></li>
<li><span><span><span><span><span><span><span>Weight: <span>235g | 8.3oz</span></span></span></span></span></span></span></span></li>
<li><span><span><span><span><span><span><span><span>Length: <span>63.50cm | 25in</span></span></span></span></span></span></span></span></span></li>
<li><span><span><span><span><span><span><span><span><span><span>Balance: <span>30.5cm | 0.5in HL</span></span></span></span></span></span></span></span></span></span></span></li>
<li><span><span><span><span><span><span><span><span><span><span><span>String Pattern: <span>16x19 PCP</span></span></span></span></span></span></span></span></span></span></span></span></li>
</ul>
<p> </p>
<p><a href=""technology/"" target=""_blank""><img src=""data/uploads/junior.jpg"" alt="""" width=""145"" height=""68""></a></p></div>",294,,,Junior Rackets,"Super G 9 25"" Junior",,N,,"Buy Super G 9 25"" Junior Online in India at LiveYourSport.com| Free Shipping and Massive Discounts","Buy Super G 9 25"" Junior Online in India at LiveYourSport.com| Free Shipping and Massive Discounts","Buy Super G 9 25"" Junior Online in India at LiveYourSport.com| Free Shipping and Massive Discounts",Y,By Product,1,2,3,http://goode-sport.co.uk//data/img/products/gallery/834.jpg?54c22acf,http://goode-sport.co.uk//data/img/products/gallery/835.jpg?54c22bb3
Product,,Team Speed,Ashaway,£70.00,£70.00,£70.00,"<div class=""article-content""><h2>Overview</h2>
<p>The Volkl Team Speed racket features carbon construction and a vibration control handle dampening system. It is a perfect transition racket into the performance adult frame market. The 102 square inch head offers a large forgiving sweetspot all while maintaining perfect control.</p>
<p> </p>
<h2>Specifications</h2>
<ul>
<li>Grip Size: 1-4</li>
<li>Head Size: 660cm² | 102in²</li>
<li>Cross Section: 25mm</li>
<li>Weight: 265g | 9.4oz</li>
<li>Length: 68.5cm | 27in</li>
<li>Balance: 32.5cm | 0.7in HL</li>
<li>String Pattern: 16x19</li>
<li>String Tension: 25(±2)kg | 55(±5)lbs</li>
</ul></div>",148,,,Team Series,Team Speed,,N,,Buy Team Speed Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Team Speed Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Team Speed Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Option,1,2,3,http://goode-sport.co.uk//data/img/products/gallery/155.jpg?521f315c,http://goode-sport.co.uk//data/img/products/gallery/156.jpg?521f315d,http://goode-sport.co.uk//data/img/products/gallery/157.jpg?521f315d
SKU,,[S]Size= Grip 1,,,,,,148Grip 1
SKU,,[S]Size= Grip 2,,,,,,148Grip 2
SKU,,[S]Size= Grip 3,,,,,,148Grip 3
SKU,,[S]Size= Grip 4,,,,,,148Grip 4
Product,,Team Blast,Ashaway,£80.00,£80.00,£80.00,"<div class=""article-content""><h2>Overview</h2>
<p>A tremendous sweet spot and easy maneuverability makes the Volkl Team Blast the perfect racket for beginners and club players. Volkl Team Blast offers a higher sweet spot for more response and forgiveness. The wide pattern offers more top spin and slice potential.</p>
<p> </p>
<h2>Specifications</h2>
<ul>
<li>Grip Size: 1-4</li>
<li>Head Size: 740cm² | 115in²</li>
<li>Cross Section: 29-25-27mm</li>
<li>Weight: 255g | 19.0oz</li>
<li>Length: 70cm | 26.7in</li>
<li>Balance: 35cm | 0 in Headlight</li>
<li>String Pattern: 16x17</li>
<li>String Tension: 25(±2)kg | 55(±5)lbs</li>
<li>Full Racket Cover</li>
</ul></div>",147,,,Team Series,Team Blast,,N,,Buy Team Blast Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Team Blast Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Team Blast Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,http://goode-sport.co.uk//data/img/products/gallery/152.jpg?521f29fa,http://goode-sport.co.uk//data/img/products/gallery/153.jpg?521f29fa,http://goode-sport.co.uk//data/img/products/gallery/154.jpg?521f29fa
Product,,Classic 10 Pro,Ashaway,£120.00,£120.00,£120.00,"<div class=""article-content""><h2>Overview</h2>
<p>With classic rigidity, style, and feel the Volkl Classic 10 Pro offers continuity for the long time Volkl player. The Volkl Classic C10 Pro has a twin absorber handle developed specifically for tournament players. This handle system results in a reduction of torsional shock by 60% and vibration by 40%.</p>
<p> </p>
<h2>Specifications</h2>
<ul>
<li>Grip Size: 1-4</li>
<li>Head Size: 630cm² | 98in²</li>
<li>Cross Section: 20mm</li>
<li>Weight: 330g | 11.6oz</li>
<li>Length: 68.5cm | 27in</li>
<li>Balance: 31cm | 1.3in HL</li>
<li>String Pattern:16x19</li>
<li>String Tension: 25(±2)kg | 55(±5)lbs</li>
</ul>
<p> </p></div>",146,,,Classic Series,Classic 10 Pro,,N,,Buy Classic 10 Pro Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Classic 10 Pro Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Classic 10 Pro Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Option,1,2,3,http://goode-sport.co.uk//data/img/products/gallery/149.jpg?521f2755,http://goode-sport.co.uk//data/img/products/gallery/150.jpg?521f2755,http://goode-sport.co.uk//data/img/products/gallery/151.jpg?521f2755
SKU,,[S]Size= Grip 2,,,,,,146Grip 2
SKU,,[S]Size= Grip 3,,,,,,146Grip 3
SKU,,[S]Size= Grip 4,,,,,,146Grip 4
Product,,V1 CLASSIC 20 Year Limited Edition,Ashaway,£130.00,£130.00,£130.00,"<div class=""article-content""><h2>Overview</h2>
<p><span>Volkl are celebrating its 20th year with this </span><strong>V1 Classic Limited Edition USA </strong><span>Flag patterned racket. </span>The Volkl V1 Classic has been known as one of the most arm-friendly rackets on the market for the past 14 years. It offers a dual-dampening system that results in a reduction of torsional shock by 70% and vibration by 45%. <strong>Volkl has only produced 1,000 of these V1 Classics</strong><span>, each one numbered and featuring a unique USA inspired design.</span></p>
<p>  </p>
<h2>Specifications</h2>
<ul>
<li class=""first"">Grip Size: 1-4</li>
<li>Head Size: <span>660cm² | 102in²</span></li>
<li>Cross Section: <span>25-22-28mm</span></li>
<li>Weight: <span>285g | 10.1oz</span></li>
<li>Length: <span>68.5cm | 27in</span></li>
<li>Balance: <span>33cm | 0.5in HL</span></li>
<li>String Pattern: <span>16x19</span></li>
<li class=""last"">String Tension: <span>25(±2)kg | 55(±5)lbs</span></li>
</ul>
<p> </p>
<p><a href=""technology/"" target=""_blank""><span><img src=""data/uploads/v1c.jpg"" alt="""" width=""73"" height=""68""></span></a></p></div>",282,,,Home,V1 CLASSIC 20 Year Limited Edition,,N,,Buy V1 CLASSIC 20 Year Limited Edition Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy V1 CLASSIC 20 Year Limited Edition Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy V1 CLASSIC 20 Year Limited Edition Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Option,1,2,3,http://goode-sport.co.uk//data/img/products/gallery/730.png?54510dce,http://goode-sport.co.uk//data/img/products/gallery/734.jpg?545111cc,http://goode-sport.co.uk//data/img/products/gallery/735.jpg?545111cc,http://goode-sport.co.uk//data/img/products/gallery/737.jpg?54511232
SKU,,[S]Size= GRIP 2,,,,,,282GRIP 2
SKU,,[S]Size= GRIP 3,,,,,,282GRIP 3
SKU,,[S]Size= GRIP 4,,,,,,282GRIP 4
Product,,Powerbridge 10 Mid Stealth,Ashaway,£150.00,£150.00,£150.00,"<div class=""article-content""><h2>Overview</h2>
<p>The Volkl Powerbridge 10 Mid Stealth has become a classic &amp; top seller for the Volkl Racket Collection. Updating the cosmetics to fit what the consumer wants, the Volkl Powerbridge 10 Mid Stealth will be a black frame with all the text and graphics in anthracite color. The only color will be the Volkl Logo on the cap in Yellow.</p>
<p> </p>
<h2>Specification</h2>
<ul>
<li class=""first"">Grip Size: 1-4</li>
<li>Head Size: 600cm² | 93in²</li>
<li>Cross Section: 19mm</li>
<li>Weight: 330g | 11.6oz</li>
<li>Length: 68.5cm | 27in</li>
<li>Balance: 31cm | 1.3in HL</li>
<li>String Pattern: 16x19 PCP</li>
<li class=""last"">String Tension: 25(±2)kg | 55(±5)lbs</li>
</ul>
<p> </p>
<p><a href=""technology/"" target=""_blank""><img src=""data/uploads/pb10.jpg"" alt="""" width=""143"" height=""65""></a></p></div>",199,,,Classic Series,Powerbridge 10 Mid Stealth,,N,,Buy Powerbridge 10 Mid Stealth Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Powerbridge 10 Mid Stealth Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Powerbridge 10 Mid Stealth Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Option,1,2,3,http://goode-sport.co.uk//data/img/products/gallery/338.jpg?530f2135,http://goode-sport.co.uk//data/img/products/gallery/339.jpg?530f2173
SKU,,[S]Size= GRIP 2,,,,,,199GRIP 2
SKU,,[S]Size= GRIP 3,,,,,,199GRIP 3
SKU,,[S]Size= GRIP 4,,,,,,199GRIP 4
Product,,Organix 7 295g,Ashaway,£150.00,£150.00,£150.00,"<div class=""article-content""><h2>Overview</h2>
<p style=""text-align: left;"">The new state of the art Volkl Organix 7 295g is designed for the progressing tournament player seeking cutting edge ORGANIX technology.With a 24mm beam, 104 sq. inch head &amp; 16 x 19 string pattern, effortless power and spin are generated with every shot. Optimal response is created with the patented bio sensor grip and ORGANIX cellulose base material. Take a bite out of the competition with the most technologically advanced and only German engineered racket in it’s class!</p>
<p style=""text-align: justify;""> </p>
<h2>Specifications</h2>
<ul>
<li class=""first"">Grip Size: 1-4</li>
<li>Head Size: 670cm² | 104in²</li>
<li>Cross Section: 24mm</li>
<li>Weight: 295g</li>
<li>Length: 68.5cm | 27.0in</li>
<li>Balance: 32.5cm | 0.7in Headlight</li>
<li>String Pattern: 16x19 </li>
<li class=""last"">String Tension: 24(±3)kg | 53(±7)lbs</li>
</ul></div>",137,,,Organix Series,Organix 7 295g,,N,,Buy Organix 7 295g Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Organix 7 295g Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Organix 7 295g Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Option,1,2,3,http://goode-sport.co.uk//data/img/products/gallery/117.jpg?520df90f,http://goode-sport.co.uk//data/img/products/gallery/118.jpg?520df90f,http://goode-sport.co.uk//data/img/products/gallery/119.jpg?520df90f
SKU,,[S]Size= Grip 2,,,,,,137Grip 2
SKU,,[S]Size= Grip 3,,,,,,137Grip 3
SKU,,[S]Size= Grip 4,,,,,,137Grip 4
Product,,Super G 10 325g,Ashaway,£170.00,£170.00,£170.00,"<div class=""article-content""><h2>Overview </h2>
<p>The Organix Super G 10 325 also offers enhanced vibration control and pin point precision. This racket has all new V-Sponse material grommets and a new V-Sponse material bio sensor pin for increased comfort without sacrificing feel or control.</p>
<p> </p>
<h2>Specifications </h2>
<ul>
<li class=""first"">Grip Size: 1-5</li>
<li>Head Size: 630cm² | 98in²</li>
<li>Cross Section: 20mm</li>
<li>Weight: 325g </li>
<li>Length: 68.5cm</li>
<li>Balance: 31cm</li>
<li>String Pattern:16x19 PCP</li>
<li class=""last"">String Tension: 25(±2)kg | 55(±5)lbs</li>
</ul>
<p> </p>
<p><a href=""technology/"" target=""_blank""><img src=""data/uploads/v1mp_os_sg5-9.jpg"" alt="""" width=""228"" height=""66""></a></p>
<p> </p></div>",274,,,Super G,Super G 10 325g,,N,,Buy Super G 10 325g Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Super G 10 325g Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Super G 10 325g Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Option,1,2,3,http://goode-sport.co.uk//data/img/products/gallery/692.png?5447a49c,http://goode-sport.co.uk//data/img/products/gallery/693.jpg?5447a49c,http://goode-sport.co.uk//data/img/products/gallery/694.png?5447a49c
SKU,,[S]Size= Grip 2,,,,,,274Grip 2
SKU,,[S]Size= Grip 3,,,,,,274Grip 3
SKU,,[S]Size= Grip 4,,,,,,274Grip 4
Product,,Organix V1 Over Size,Ashaway,£160.00,£160.00,£160.00,"<div class=""article-content""><h2>Overview</h2>
<p>The Volkl Organix V1 OS offers tremendous comfort with a slightly larger face than the Midplus. It delivers a bigger punch and larger sweet spot.bAs the ideal Doubles racket, it is balanced to be maneuverable and forgiving while the Bio Sensor Handle System is sure to protect your arm from any miss-hits.</p>
<p> </p>
<h2>Specifications</h2>
<ul>
<li>Grip Size: 1-4</li>
<li>Head Size: 710cm² | 110in²</li>
<li>Cross Section: 26-23-29mm</li>
<li>Weight: 285g | 10.1oz</li>
<li>Length: 70cm | 27.6in</li>
<li>Balance: 32.5cm | 1in Headlight</li>
<li>String Pattern: 16x19 </li>
<li>String Tension: 25(±2)kg | 55(±5)lbs</li>
<li>Full Racket Cover</li>
</ul>
<p> </p></div>",136,,,Organix Series,Organix V1 Over Size,,N,,Buy Organix V1 Over Size Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Organix V1 Over Size Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Organix V1 Over Size Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Option,1,2,3,http://goode-sport.co.uk//data/img/products/gallery/114.jpg?520df2cb,http://goode-sport.co.uk//data/img/products/gallery/115.jpg?520df2cb,http://goode-sport.co.uk//data/img/products/gallery/116.jpg?520df2cb
SKU,,[S]Size= Grip 1,,,,,,136Grip 1
SKU,,[S]Size= Grip 2,,,,,,136Grip 2
SKU,,[S]Size= Grip 3,,,,,,136Grip 3
SKU,,[S]Size= Grip 4,,,,,,136Grip 4
Product,,Organix V1 Mid Plus,Ashaway,£160.00,£160.00,£160.00,"<div class=""article-content""><h2>Overview</h2>
<p>Encapsulating the legendary feel of the V1 famous for its arm-friendly response, the new Volkl Organix V1 racquets offer incredible comfort. The feel at contact is pure Volkl. The power is both effortless and intoxicating. Featuring the Bio Sensor Handle system, this is sure to be the most comfortable V1 yet!</p>
<p> </p>
<h2>Specifications</h2>
<ul>
<li>Grip Size: 1-4</li>
<li>Head Size: 102in²</li>
<li>Cross Section: 25-22-28mm</li>
<li>Weight: 285g </li>
<li>Length: 27in</li>
<li>Balance: 32.5cm Head Light</li>
<li>String Pattern: 16x19 PCP</li>
<li>String Tension: 55(±5)lbs</li>
<li>Full Racket Cover</li>
</ul></div>",135,,,Organix Series,Organix V1 Mid Plus,,N,,Buy Organix V1 Mid Plus Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Organix V1 Mid Plus Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Organix V1 Mid Plus Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Option,1,2,3,http://goode-sport.co.uk//data/img/products/gallery/111.jpg?520df152,http://goode-sport.co.uk//data/img/products/gallery/112.jpg?520df152,http://goode-sport.co.uk//data/img/products/gallery/113.jpg?520df152
SKU,,[S]Size= Grip 1,,,,,,135Grip 1
SKU,,[S]Size= Grip 2,,,,,,135Grip 2
SKU,,[S]Size= Grip 3,,,,,,135Grip 3
SKU,,[S]Size= Grip 4,,,,,,135Grip 4
Product,,Organix 5,Ashaway,£160.00,£160.00,£160.00,"<div class=""article-content""><h2>Overview</h2>
<p>The Volkl Organix 5 is the perfect racket for the hard hitting junior as well as for players searching for a lightweight frame with immense power. With the incorporation of Organix, this racquet will give you one of the most stable and powerful lightweight frames you find on the market today.</p>
<p> </p>
<h2>Specifications</h2>
<ul>
<li>Grip Size: 2-3</li>
<li>Head Size: 100in²</li>
<li>Cross Section: 23mm</li>
<li>Weight: 255g</li>
<li>Length: 27in</li>
<li>Balance: 33cm Head Light</li>
<li>String Pattern: 16x18 PCP</li>
<li>String Tension: 53(±5)lbs</li>
</ul></div>",133,,,Organix Series,Organix 5,,N,,Buy Organix 5 Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Organix 5 Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Organix 5 Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,http://goode-sport.co.uk//data/img/products/gallery/105.jpg?520ce337,http://goode-sport.co.uk//data/img/products/gallery/106.jpg?520ce337,http://goode-sport.co.uk//data/img/products/gallery/107.jpg?520ce337
Product,,Organix V1 Pro,Ashaway,£170.00,£170.00,£170.00,"<div class=""article-content""><h2>Overview</h2>
<p>The Volkl Organix V1 Pro is what we have all been waiting for. Volkl Tennis is proud to announce the much anticipated player version of the Iconic V1. With the Volkl ORGANIX technology package, and precise playing characteristics that only a V1 can deliver, competitive players will enjoy the maximum amount of comfort and feel in this game changing racquet. Truly one of the most sensational adaptations of the V1!</p>
<p> </p>
<h2>Specification</h2>
<ul>
<li class=""first"">Grip Size: 1-4</li>
<li>Head Size: 641.25cm² | 99.5in²</li>
<li>Cross Section: 22mm</li>
<li>Weight: 310g | 10.9oz</li>
<li>Length: 68.5cm | 27in</li>
<li>Balance: 32.5cm | 1.0in HL</li>
<li>String Pattern: 16x19 PCP</li>
<li class=""last"">String Tension: 25(±2)kg | 55(±5)lbs</li>
</ul>
<p> </p>
<p><a href=""technology/"" target=""_blank""><img src=""data/uploads/v1mp_os_sg5-9.jpg"" alt="""" width=""228"" height=""66""></a></p></div>",198,,,Organix Series,Organix V1 Pro,,N,,Buy Organix V1 Pro Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Organix V1 Pro Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Organix V1 Pro Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Option,1,2,3,http://goode-sport.co.uk//data/img/products/gallery/323.jpg?53037c57,http://goode-sport.co.uk//data/img/products/gallery/324.jpg?53037c8b
SKU,,[S]Size= GRIP 1,,,,,,198GRIP 1
SKU,,[S]Size= GRIP 2,,,,,,198GRIP 2
SKU,,[S]Size= GRIP 3,,,,,,198GRIP 3
SKU,,[S]Size= GRIP 4,,,,,,198GRIP 4
Product,,Cyclone,Ashaway,£6.00,£6.00,£6.00,"<div class=""article-content""><h2><strong>Overview </strong></h2>
<p>This unique gear shaped string is designed to enhance spin without compromising ball speed, control, and durability. It is a high quality co-polymer ready to to give your shots the ultimate spin.</p>
<h2><strong>Specifications </strong></h2>
<ul>
<li><span style=""font-size: 12px;"">Power Rating: 10</span></li>
<li><span style=""font-size: 12px;"">Control Rating: 7</span></li>
<li><span style=""font-size: 12px;"">Durability Rating: 7</span></li>
</ul>
<p> </p></div>",166,,,Tennis String,Cyclone,,N,,Buy Cyclone Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Cyclone Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Cyclone Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Option,1,2,3,http://goode-sport.co.uk//data/img/products/gallery/659.jpg?543ce663,http://goode-sport.co.uk//data/img/products/gallery/225.jpg?52304535,http://goode-sport.co.uk//data/img/products/gallery/618.jpg?542193c7,http://goode-sport.co.uk//data/img/products/gallery/325.jpg?53049b77,http://goode-sport.co.uk//data/img/products/gallery/610.jpg?5421715a,http://goode-sport.co.uk//data/img/products/gallery/228.jpg?523048b3,http://goode-sport.co.uk//data/img/products/gallery/611.jpg?5421715a,http://goode-sport.co.uk//data/img/products/gallery/227.jpg?523047af,http://goode-sport.co.uk//data/img/products/gallery/619.jpg?542193c7
SKU,,[S]Size= 16g Reel,,,,,,16616g Reel
SKU,,[S]Size= 16g Set,,,,,,16616g Set
SKU,,[S]Size= 17g Reel,,,,,,16617g Reel
SKU,,[S]Size= 17g Set,,,,,,16617g Set
SKU,,[S]Size= 18g Reel,,,,,,16618g Reel
SKU,,[S]Size= 18g Set,,,,,,16618g Set
SKU,,[S]Size= Black,,,,,,166Black
SKU,,[S]Size= Orange,,,,,,166Orange
SKU,,[S]Size= Pink,,,,,,166Pink
SKU,,[S]Size= Yellow,,,,,,166Yellow
Product,,Classic Synthetic Gut,Ashaway,£5.00,£5.00,£5.00,"<div class=""article-content""><h2><strong>Overview </strong></h2>
<p>The Volkl Classic Synthetic Gut offers a traditional crisp feel at a very economical price-point. It provides excellent playability with added durability. Volkl Classic Synthetic Gut is perfect for players looking for a synthetic gut string with a lively feel.</p>
<p> </p>
<h2><strong>Specifications </strong></h2>
<p>Power Rating: 7<br>Control Rating: 7<br>Durability Rating: 6</p>
<p> </p></div>",170,,,Tennis String,Classic Synthetic Gut,,N,,Buy Classic Synthetic Gut Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Classic Synthetic Gut Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Classic Synthetic Gut Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Option,1,2,3,http://goode-sport.co.uk//data/img/products/gallery/662.jpg?543ce945,http://goode-sport.co.uk//data/img/products/gallery/230.jpg?52304934,http://goode-sport.co.uk//data/img/products/gallery/663.jpg?543cebd4,http://goode-sport.co.uk//data/img/products/gallery/664.jpg?543cec8b,http://goode-sport.co.uk//data/img/products/gallery/623.jpg?54219574,http://goode-sport.co.uk//data/img/products/gallery/229.jpg?52304934,http://goode-sport.co.uk//data/img/products/gallery/622.jpg?54219552,http://goode-sport.co.uk//data/img/products/gallery/231.jpg?52304934
SKU,,[S]Size= 17g Reel,,,,,,17017g Reel
SKU,,[S]Size= 17g Set,,,,,,17017g Set
SKU,,[S]Size= 16g Reel,,,,,,17016g Reel
SKU,,[S]Size= 16g Set,,,,,,17016g Set
SKU,,[S]Size= White,,,,,,170White
SKU,,[S]Size= Black,,,,,,170Black
SKU,,[S]Size= Natural,,,,,,170Natural
SKU,,[S]Size= Gold,,,,,,170Gold
Product,,Superlight 10 Hex Frame,Ashaway,£99.99,£99.99,£99.99,"<div class=""article-content""><h2>Overview </h2>
<p>The NEW Ashaway Superlight 10 Hex racket encorporates the same dynamic features of the Ashaway Superlight family. </p>
<p>It maintains the Hex technology; <span>the racket head cross section is a hexagon rather than a standard oval or box shape</span> which allows the racket to be <span>slimmer whilst still maintaining the strength needed for tournament tensions. This slim profile and hexagonal shape increases aerodynamics dramatically.</span></p>
<p> </p>
<h2>Specifications </h2>
<ul>
<li class=""first""><strong>Balance:</strong>  290mm (Mid/Head Heavy)</li>
<li><strong>Flex:</strong>  Med-Stiff</li>
<li><strong>Weight:</strong>  75g</li>
<li class=""last""><strong>Frame:</strong> Ultra Hi Modulus Graphite &amp; Nano Carbon</li>
<li class=""last""><strong>Head Shape: </strong>SQ</li>
</ul>
<h2>Stringing Specification </h2>
<ul>
<li class=""first""><strong>Recommended Stringing Tension:</strong> Main - 22lbs to 26 lbs / Cross - 22lbs to 28 lbs</li>
<li class=""last""><strong>String:</strong> ZyMax 70</li>
</ul></div>",244,,,Superlight,Superlight 10 Hex Frame,,N,,Buy Superlight 10 Hex Frame Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Superlight 10 Hex Frame Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Superlight 10 Hex Frame Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,http://goode-sport.co.uk//data/img/products/gallery/505.jpg?53da557f,http://goode-sport.co.uk//data/img/products/gallery/504.jpg?53da52f8,http://goode-sport.co.uk//data/img/products/gallery/501.jpg?53da4a07
Product,,Viper XT 1200 Hex Frame,Ashaway,£129.99,£129.99,£129.99,"<div class=""article-content""><h2><strong>Overview</strong></h2>
<h3>HEX Frame Technology provides strength in an ultra slim construction</h3>
<p>Built for strong attacking players with quick arm speed the new Ashaway Viper XT1200 is the first Viper racket to incorporate Ashaway’s Hex Frame Technology.</p>
<p> </p>
<p>Hex Frame technology sees the racket head cross section as a hexagon rather than a standard oval or box shape. The hexagon shape allows the racket head to be much slimmer and still maintain the strength needed for tournament tensions, the slim profile and hexagonal shape increase aerodynamics dramatically.</p>
<p> </p>
<p>The overall weight of the frame is 88g with as much weight as possible moved towards the racket head. The racket shaft is constructed with 40 Tonne Nano Carbon Graphite and reinforced throughout with a Viper Weave. The shaft is stiff, the balance is head heavy and the racket head will take high string tensions. Virtually all male Ashaway contracted players are electing to switch to the Ashaway Viper XT 1200 for the coming season, look out!     </p>
<p> </p>
<h2><strong>Specifications</strong></h2>
<ul>
<li><strong>Balance: </strong>300m</li>
<li><strong>Flex:</strong> Stiff</li>
<li><strong>Weight:</strong> 89g</li>
<li><strong>Frame:</strong> HEX FRAME</li>
<li><strong>Head Shape:</strong> SQ</li>
<li><strong>Suitable For: </strong>Attacking play</li>
</ul>
<p> </p>
<h2><strong>Stringing Information </strong></h2>
<ul>
<li><strong>Recommended Stringing Tension:</strong> Main - 22lbs to 28 lbs / Cross - 22lbs to 28 lbs</li>
<li><strong>String:</strong> ZyMax 70</li>
<li><strong>Stringing Pattern: </strong>88 Hole</li>
</ul>
<p> </p>
<p> </p></div>",22,,,Viper XT,Viper XT 1200 Hex Frame,,N,,Buy Viper XT 1200 Hex Frame Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Viper XT 1200 Hex Frame Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Viper XT 1200 Hex Frame Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,http://goode-sport.co.uk//data/img/products/gallery/428.jpg?53a98199,http://goode-sport.co.uk//data/img/products/gallery/431.jpg?53a982bf,http://goode-sport.co.uk//data/img/products/gallery/288.jpg?5241b12e,http://goode-sport.co.uk//data/img/products/gallery/430.jpg?53a98287
